,date,abfluss
734,2021-07-15 03:15:00,514.602
735,2021-07-15 03:20:00,516.53
736,2021-07-15 03:25:00,518.03
737,2021-07-15 03:30:00,519.316
738,2021-07-15 03:35:00,520.817
739,2021-07-15 03:40:00,522.32
740,2021-07-15 03:45:00,523.393
741,2021-07-15 03:50:00,524.681
742,2021-07-15 03:55:00,525.755
743,2021-07-15 04:00:00,527.26
744,2021-07-15 04:05:00,528.765
745,2021-07-15 04:10:00,530.485
746,2021-07-15 04:15:00,531.992
747,2021-07-15 04:20:00,534.145
748,2021-07-15 04:25:00,535.868
749,2021-07-15 04:30:00,537.161
750,2021-07-15 04:35:00,538.455
751,2021-07-15 04:40:00,540.18
752,2021-07-15 04:45:00,542.554
753,2021-07-15 04:50:00,544.281
754,2021-07-15 04:55:00,545.793
755,2021-07-15 05:00:00,547.521
756,2021-07-15 05:05:00,549.035
757,2021-07-15 05:10:00,550.765
758,2021-07-15 05:15:00,552.495
759,2021-07-15 05:20:00,554.227
760,2021-07-15 05:25:00,555.959
761,2021-07-15 05:30:00,557.475
762,2021-07-15 05:35:00,559.859
763,2021-07-15 05:40:00,561.376
764,2021-07-15 05:45:00,563.111
765,2021-07-15 05:50:00,565.498
766,2021-07-15 05:55:00,567.451
767,2021-07-15 06:00:00,568.971
768,2021-07-15 06:05:00,570.492
769,2021-07-15 06:10:00,572.23
770,2021-07-15 06:15:00,573.969
771,2021-07-15 06:20:00,576.143
772,2021-07-15 06:25:00,577.448
773,2021-07-15 06:30:00,579.189
774,2021-07-15 06:35:00,580.93
775,2021-07-15 06:40:00,583.107
776,2021-07-15 06:45:00,585.503
777,2021-07-15 06:50:00,587.682
778,2021-07-15 06:55:00,589.426
779,2021-07-15 07:00:00,591.606
780,2021-07-15 07:05:00,594.005
781,2021-07-15 07:10:00,595.751
782,2021-07-15 07:15:00,598.37
783,2021-07-15 07:20:00,600.99
784,2021-07-15 07:25:00,602.519
785,2021-07-15 07:30:00,604.922
786,2021-07-15 07:35:00,606.67
787,2021-07-15 07:40:00,608.2
788,2021-07-15 07:45:00,608.856
789,2021-07-15 07:50:00,610.605
790,2021-07-15 07:55:00,612.573
791,2021-07-15 08:00:00,613.885
792,2021-07-15 08:05:00,614.979
793,2021-07-15 08:10:00,616.51
794,2021-07-15 08:15:00,618.042
795,2021-07-15 08:20:00,619.137
796,2021-07-15 08:25:00,620.669
797,2021-07-15 08:30:00,621.544
798,2021-07-15 08:35:00,622.858
799,2021-07-15 08:40:00,623.296
800,2021-07-15 08:45:00,623.515
801,2021-07-15 08:50:00,624.172
802,2021-07-15 08:55:00,624.61
803,2021-07-15 09:00:00,624.61
804,2021-07-15 09:05:00,625.486
805,2021-07-15 09:10:00,625.924
806,2021-07-15 09:15:00,626.362
807,2021-07-15 09:20:00,626.362
808,2021-07-15 09:25:00,626.143
809,2021-07-15 09:30:00,625.705
810,2021-07-15 09:35:00,626.362
811,2021-07-15 09:40:00,625.924
812,2021-07-15 09:45:00,625.705
813,2021-07-15 09:50:00,624.61
814,2021-07-15 09:55:00,624.172
815,2021-07-15 10:00:00,624.172
816,2021-07-15 10:05:00,623.077
817,2021-07-15 10:10:00,622.42
818,2021-07-15 10:15:00,623.077
819,2021-07-15 10:20:00,622.201
820,2021-07-15 10:25:00,620.45
821,2021-07-15 10:30:00,620.231
822,2021-07-15 10:35:00,620.888
823,2021-07-15 10:40:00,619.793
824,2021-07-15 10:45:00,618.699
825,2021-07-15 10:50:00,617.823
826,2021-07-15 10:55:00,616.073
827,2021-07-15 11:00:00,615.198
828,2021-07-15 11:05:00,613.885
829,2021-07-15 11:10:00,613.666
830,2021-07-15 11:15:00,612.354
831,2021-07-15 11:20:00,611.042
832,2021-07-15 11:25:00,610.823
833,2021-07-15 11:30:00,609.074
834,2021-07-15 11:35:00,608.2
835,2021-07-15 11:40:00,606.67
836,2021-07-15 11:45:00,605.796
837,2021-07-15 11:50:00,605.359
838,2021-07-15 11:55:00,604.485
839,2021-07-15 12:00:00,603.392
840,2021-07-15 12:05:00,602.737
841,2021-07-15 12:10:00,601.427
842,2021-07-15 12:15:00,600.771
843,2021-07-15 12:20:00,599.898
844,2021-07-15 12:25:00,598.588
845,2021-07-15 12:30:00,597.715
846,2021-07-15 12:35:00,596.187
847,2021-07-15 12:40:00,595.096
848,2021-07-15 12:45:00,594.005
849,2021-07-15 12:50:00,593.569
850,2021-07-15 12:55:00,592.478
851,2021-07-15 13:00:00,590.298
852,2021-07-15 13:05:00,588.99
853,2021-07-15 13:10:00,587.682
854,2021-07-15 13:15:00,586.157
855,2021-07-15 13:20:00,585.067
856,2021-07-15 13:25:00,583.978
857,2021-07-15 13:30:00,582.89
858,2021-07-15 13:35:00,581.365
859,2021-07-15 13:40:00,579.842
860,2021-07-15 13:45:00,579.189
861,2021-07-15 13:50:00,577.883
862,2021-07-15 13:55:00,576.578
863,2021-07-15 14:00:00,575.056
