date,Abfluss,gs1,gs2,gs3,gs4,gs5
2021-07-23 05:05:00,13.517,75,110,130,150,300
2021-07-23 05:10:00,13.517,75,110,130,150,300
2021-07-23 05:15:00,13.492,75,110,130,150,300
2021-07-23 05:20:00,13.517,75,110,130,150,300
2021-07-23 05:25:00,13.517,75,110,130,150,300
2021-07-23 05:30:00,13.492,75,110,130,150,300
2021-07-23 05:35:00,13.517,75,110,130,150,300
2021-07-23 05:40:00,13.517,75,110,130,150,300
2021-07-23 05:45:00,13.492,75,110,130,150,300
2021-07-23 05:50:00,13.517,75,110,130,150,300
2021-07-23 05:55:00,13.517,75,110,130,150,300
2021-07-23 06:00:00,13.517,75,110,130,150,300
2021-07-23 06:05:00,13.517,75,110,130,150,300
2021-07-23 06:10:00,13.492,75,110,130,150,300
2021-07-23 06:15:00,13.492,75,110,130,150,300
2021-07-23 06:20:00,13.492,75,110,130,150,300
2021-07-23 06:25:00,13.492,75,110,130,150,300
2021-07-23 06:30:00,13.492,75,110,130,150,300
2021-07-23 06:35:00,13.492,75,110,130,150,300
2021-07-23 06:40:00,13.492,75,110,130,150,300
2021-07-23 06:45:00,13.492,75,110,130,150,300
2021-07-23 06:50:00,13.492,75,110,130,150,300
2021-07-23 06:55:00,13.492,75,110,130,150,300
2021-07-23 07:00:00,13.468,75,110,130,150,300
2021-07-23 07:05:00,13.468,75,110,130,150,300
2021-07-23 07:10:00,13.468,75,110,130,150,300
2021-07-23 07:15:00,13.468,75,110,130,150,300
2021-07-23 07:20:00,13.468,75,110,130,150,300
2021-07-23 07:25:00,13.468,75,110,130,150,300
2021-07-23 07:30:00,13.468,75,110,130,150,300
2021-07-23 07:35:00,13.468,75,110,130,150,300
2021-07-23 07:40:00,13.492,75,110,130,150,300
2021-07-23 07:45:00,13.492,75,110,130,150,300
2021-07-23 07:50:00,13.492,75,110,130,150,300
2021-07-23 07:55:00,13.468,75,110,130,150,300
2021-07-23 08:00:00,13.468,75,110,130,150,300
2021-07-23 08:05:00,13.468,75,110,130,150,300
2021-07-23 08:10:00,13.468,75,110,130,150,300
2021-07-23 08:15:00,13.492,75,110,130,150,300
2021-07-23 08:20:00,13.468,75,110,130,150,300
2021-07-23 08:25:00,13.468,75,110,130,150,300
2021-07-23 08:30:00,13.468,75,110,130,150,300
2021-07-23 08:35:00,13.492,75,110,130,150,300
2021-07-23 08:40:00,13.492,75,110,130,150,300
2021-07-23 08:45:00,13.492,75,110,130,150,300
2021-07-23 08:50:00,13.492,75,110,130,150,300
2021-07-23 08:55:00,13.517,75,110,130,150,300
2021-07-23 09:00:00,13.542,75,110,130,150,300
2021-07-23 09:05:00,13.517,75,110,130,150,300
2021-07-23 09:10:00,13.517,75,110,130,150,300
2021-07-23 09:15:00,13.517,75,110,130,150,300
2021-07-23 09:20:00,13.492,75,110,130,150,300
2021-07-23 09:25:00,13.517,75,110,130,150,300
2021-07-23 09:30:00,13.517,75,110,130,150,300
2021-07-23 09:35:00,13.517,75,110,130,150,300
2021-07-23 09:40:00,13.517,75,110,130,150,300
2021-07-23 09:45:00,13.517,75,110,130,150,300
2021-07-23 09:50:00,13.517,75,110,130,150,300
2021-07-23 09:55:00,13.517,75,110,130,150,300
2021-07-23 10:00:00,13.492,75,110,130,150,300
2021-07-23 10:05:00,13.492,75,110,130,150,300
2021-07-23 10:10:00,13.492,75,110,130,150,300
2021-07-23 10:15:00,13.492,75,110,130,150,300
2021-07-23 10:20:00,13.492,75,110,130,150,300
2021-07-23 10:25:00,13.492,75,110,130,150,300
2021-07-23 10:30:00,13.492,75,110,130,150,300
2021-07-23 10:35:00,13.492,75,110,130,150,300
2021-07-23 10:40:00,13.492,75,110,130,150,300
2021-07-23 10:45:00,13.468,75,110,130,150,300
2021-07-23 10:50:00,13.444,75,110,130,150,300
2021-07-23 10:55:00,13.419,75,110,130,150,300
2021-07-23 11:00:00,13.395,75,110,130,150,300
2021-07-23 11:05:00,13.346,75,110,130,150,300
2021-07-23 11:10:00,13.297,75,110,130,150,300
2021-07-23 11:15:00,13.248,75,110,130,150,300
2021-07-23 11:20:00,13.175,75,110,130,150,300
2021-07-23 11:25:00,13.103,75,110,130,150,300
2021-07-23 11:30:00,13.006,75,110,130,150,300
2021-07-23 11:35:00,12.934,75,110,130,150,300
2021-07-23 11:40:00,12.861,75,110,130,150,300
2021-07-23 11:45:00,12.789,75,110,130,150,300
2021-07-23 11:50:00,12.693,75,110,130,150,300
2021-07-23 11:55:00,12.646,75,110,130,150,300
2021-07-23 12:00:00,12.55,75,110,130,150,300
2021-07-23 12:05:00,12.502,75,110,130,150,300
2021-07-23 12:10:00,12.455,75,110,130,150,300
2021-07-23 12:15:00,12.408,75,110,130,150,300
2021-07-23 12:20:00,12.408,75,110,130,150,300
2021-07-23 12:25:00,12.408,75,110,130,150,300
2021-07-23 12:30:00,12.384,75,110,130,150,300
2021-07-23 12:35:00,12.408,75,110,130,150,300
2021-07-23 12:40:00,12.408,75,110,130,150,300
2021-07-23 12:45:00,12.455,75,110,130,150,300
2021-07-23 12:50:00,12.502,75,110,130,150,300
2021-07-23 12:55:00,12.526,75,110,130,150,300
2021-07-23 13:00:00,12.598,75,110,130,150,300
2021-07-23 13:05:00,12.646,75,110,130,150,300
2021-07-23 13:10:00,12.67,75,110,130,150,300
2021-07-23 13:15:00,12.741,75,110,130,150,300
2021-07-23 13:20:00,12.789,75,110,130,150,300
2021-07-23 13:25:00,12.837,75,110,130,150,300
2021-07-23 13:30:00,12.886,75,110,130,150,300
2021-07-23 13:35:00,12.91,75,110,130,150,300
2021-07-23 13:40:00,12.982,75,110,130,150,300
2021-07-23 13:45:00,13.006,75,110,130,150,300
2021-07-23 13:50:00,13.054,75,110,130,150,300
2021-07-23 13:55:00,13.079,75,110,130,150,300
2021-07-23 14:00:00,13.103,75,110,130,150,300
2021-07-23 14:05:00,13.127,75,110,130,150,300
2021-07-23 14:10:00,13.151,75,110,130,150,300
2021-07-23 14:15:00,13.175,75,110,130,150,300
2021-07-23 14:20:00,13.175,75,110,130,150,300
2021-07-23 14:25:00,13.224,75,110,130,150,300
2021-07-23 14:30:00,13.224,75,110,130,150,300
2021-07-23 14:35:00,13.248,75,110,130,150,300
2021-07-23 14:40:00,13.273,75,110,130,150,300
2021-07-23 14:45:00,13.297,75,110,130,150,300
2021-07-23 14:50:00,13.297,75,110,130,150,300
2021-07-23 14:55:00,13.297,75,110,130,150,300
2021-07-23 15:00:00,13.322,75,110,130,150,300
2021-07-23 15:05:00,13.322,75,110,130,150,300
2021-07-23 15:10:00,13.322,75,110,130,150,300
2021-07-23 15:15:00,13.346,75,110,130,150,300
2021-07-23 15:20:00,13.37,75,110,130,150,300
2021-07-23 15:25:00,13.37,75,110,130,150,300
2021-07-23 15:30:00,13.37,75,110,130,150,300
2021-07-23 15:35:00,13.395,75,110,130,150,300
2021-07-23 15:40:00,13.419,75,110,130,150,300
2021-07-23 15:45:00,13.419,75,110,130,150,300
2021-07-23 15:50:00,13.419,75,110,130,150,300
2021-07-23 15:55:00,13.444,75,110,130,150,300
2021-07-23 16:00:00,13.468,75,110,130,150,300
2021-07-23 16:05:00,13.468,75,110,130,150,300
2021-07-23 16:10:00,13.468,75,110,130,150,300
2021-07-23 16:15:00,13.492,75,110,130,150,300
2021-07-23 16:20:00,13.492,75,110,130,150,300
2021-07-23 16:25:00,13.492,75,110,130,150,300
2021-07-23 16:30:00,13.517,75,110,130,150,300
2021-07-23 16:35:00,13.517,75,110,130,150,300
2021-07-23 16:40:00,13.517,75,110,130,150,300
2021-07-23 16:45:00,13.542,75,110,130,150,300
2021-07-23 16:50:00,13.517,75,110,130,150,300
2021-07-23 16:55:00,13.542,75,110,130,150,300
2021-07-23 17:00:00,13.542,75,110,130,150,300
2021-07-23 17:05:00,13.517,75,110,130,150,300
2021-07-23 17:10:00,13.542,75,110,130,150,300
2021-07-23 17:15:00,13.542,75,110,130,150,300
2021-07-23 17:20:00,13.542,75,110,130,150,300
2021-07-23 17:25:00,13.566,75,110,130,150,300
2021-07-23 17:30:00,13.566,75,110,130,150,300
2021-07-23 17:35:00,13.566,75,110,130,150,300
2021-07-23 17:40:00,13.566,75,110,130,150,300
