date,Abfluss,gs1,gs2,gs3,gs4,gs5
2021-07-29 08:35:00,410.51,1300,1950,2450,3050,5000
2021-07-29 08:40:00,409.276,1300,1950,2450,3050,5000
2021-07-29 08:45:00,407.552,1300,1950,2450,3050,5000
2021-07-29 08:50:00,406.075,1300,1950,2450,3050,5000
2021-07-29 08:55:00,404.601,1300,1950,2450,3050,5000
2021-07-29 09:00:00,403.128,1300,1950,2450,3050,5000
2021-07-29 09:05:00,401.902,1300,1950,2450,3050,5000
2021-07-29 09:10:00,401.166,1300,1950,2450,3050,5000
2021-07-29 09:15:00,400.187,1300,1950,2450,3050,5000
2021-07-29 09:20:00,399.942,1300,1950,2450,3050,5000
2021-07-29 09:25:00,399.942,1300,1950,2450,3050,5000
2021-07-29 09:30:00,399.942,1300,1950,2450,3050,5000
2021-07-29 09:35:00,400.187,1300,1950,2450,3050,5000
2021-07-29 09:40:00,400.677,1300,1950,2450,3050,5000
2021-07-29 09:45:00,400.921,1300,1950,2450,3050,5000
2021-07-29 09:50:00,401.411,1300,1950,2450,3050,5000
2021-07-29 09:55:00,402.147,1300,1950,2450,3050,5000
2021-07-29 10:00:00,403.128,1300,1950,2450,3050,5000
2021-07-29 10:05:00,404.11,1300,1950,2450,3050,5000
2021-07-29 10:10:00,405.829,1300,1950,2450,3050,5000
2021-07-29 10:15:00,407.306,1300,1950,2450,3050,5000
2021-07-29 10:20:00,409.03,1300,1950,2450,3050,5000
2021-07-29 10:25:00,411.497,1300,1950,2450,3050,5000
2021-07-29 10:30:00,413.969,1300,1950,2450,3050,5000
2021-07-29 10:35:00,416.693,1300,1950,2450,3050,5000
2021-07-29 10:40:00,419.423,1300,1950,2450,3050,5000
2021-07-29 10:45:00,422.906,1300,1950,2450,3050,5000
2021-07-29 10:50:00,427.397,1300,1950,2450,3050,5000
2021-07-29 10:55:00,432.655,1300,1950,2450,3050,5000
2021-07-29 11:00:00,438.185,1300,1950,2450,3050,5000
2021-07-29 11:05:00,443.484,1300,1950,2450,3050,5000
2021-07-29 11:10:00,449.565,1300,1950,2450,3050,5000
2021-07-29 11:15:00,454.907,1300,1950,2450,3050,5000
2021-07-29 11:20:00,459.501,1300,1950,2450,3050,5000
2021-07-29 11:25:00,462.828,1300,1950,2450,3050,5000
2021-07-29 11:30:00,466.162,1300,1950,2450,3050,5000
2021-07-29 11:35:00,468.732,1300,1950,2450,3050,5000
2021-07-29 11:40:00,470.019,1300,1950,2450,3050,5000
2021-07-29 11:45:00,471.049,1300,1950,2450,3050,5000
2021-07-29 11:50:00,471.307,1300,1950,2450,3050,5000
2021-07-29 11:55:00,470.534,1300,1950,2450,3050,5000
2021-07-29 12:00:00,469.247,1300,1950,2450,3050,5000
2021-07-29 12:05:00,467.704,1300,1950,2450,3050,5000
2021-07-29 12:10:00,465.136,1300,1950,2450,3050,5000
2021-07-29 12:15:00,462.572,1300,1950,2450,3050,5000
2021-07-29 12:20:00,460.012,1300,1950,2450,3050,5000
2021-07-29 12:25:00,457.968,1300,1950,2450,3050,5000
2021-07-29 12:30:00,455.926,1300,1950,2450,3050,5000
2021-07-29 12:35:00,453.633,1300,1950,2450,3050,5000
2021-07-29 12:40:00,451.343,1300,1950,2450,3050,5000
2021-07-29 12:45:00,448.803,1300,1950,2450,3050,5000
2021-07-29 12:50:00,446.521,1300,1950,2450,3050,5000
2021-07-29 12:55:00,444.243,1300,1950,2450,3050,5000
2021-07-29 13:00:00,440.958,1300,1950,2450,3050,5000
2021-07-29 13:05:00,437.933,1300,1950,2450,3050,5000
2021-07-29 13:10:00,434.412,1300,1950,2450,3050,5000
2021-07-29 13:15:00,431.903,1300,1950,2450,3050,5000
2021-07-29 13:20:00,428.647,1300,1950,2450,3050,5000
2021-07-29 13:25:00,426.148,1300,1950,2450,3050,5000
2021-07-29 13:30:00,422.906,1300,1950,2450,3050,5000
2021-07-29 13:35:00,420.666,1300,1950,2450,3050,5000
2021-07-29 13:40:00,418.181,1300,1950,2450,3050,5000
2021-07-29 13:45:00,415.949,1300,1950,2450,3050,5000
2021-07-29 13:50:00,413.474,1300,1950,2450,3050,5000
2021-07-29 13:55:00,411.991,1300,1950,2450,3050,5000
2021-07-29 14:00:00,410.016,1300,1950,2450,3050,5000
2021-07-29 14:05:00,408.29,1300,1950,2450,3050,5000
2021-07-29 14:10:00,406.321,1300,1950,2450,3050,5000
2021-07-29 14:15:00,404.847,1300,1950,2450,3050,5000
2021-07-29 14:20:00,402.883,1300,1950,2450,3050,5000
2021-07-29 14:25:00,400.921,1300,1950,2450,3050,5000
2021-07-29 14:30:00,398.719,1300,1950,2450,3050,5000
2021-07-29 14:35:00,396.032,1300,1950,2450,3050,5000
2021-07-29 14:40:00,393.595,1300,1950,2450,3050,5000
2021-07-29 14:45:00,390.919,1300,1950,2450,3050,5000
2021-07-29 14:50:00,388.249,1300,1950,2450,3050,5000
2021-07-29 14:55:00,386.069,1300,1950,2450,3050,5000
2021-07-29 15:00:00,383.651,1300,1950,2450,3050,5000
2021-07-29 15:05:00,381.72,1300,1950,2450,3050,5000
2021-07-29 15:10:00,380.034,1300,1950,2450,3050,5000
2021-07-29 15:15:00,378.349,1300,1950,2450,3050,5000
2021-07-29 15:20:00,377.147,1300,1950,2450,3050,5000
2021-07-29 15:25:00,376.187,1300,1950,2450,3050,5000
2021-07-29 15:30:00,375.227,1300,1950,2450,3050,5000
2021-07-29 15:35:00,374.507,1300,1950,2450,3050,5000
2021-07-29 15:40:00,374.028,1300,1950,2450,3050,5000
2021-07-29 15:45:00,373.31,1300,1950,2450,3050,5000
2021-07-29 15:50:00,373.071,1300,1950,2450,3050,5000
2021-07-29 15:55:00,372.352,1300,1950,2450,3050,5000
2021-07-29 16:00:00,371.635,1300,1950,2450,3050,5000
2021-07-29 16:05:00,371.157,1300,1950,2450,3050,5000
2021-07-29 16:10:00,370.201,1300,1950,2450,3050,5000
2021-07-29 16:15:00,369.246,1300,1950,2450,3050,5000
2021-07-29 16:20:00,368.531,1300,1950,2450,3050,5000
2021-07-29 16:25:00,367.816,1300,1950,2450,3050,5000
2021-07-29 16:30:00,366.625,1300,1950,2450,3050,5000
2021-07-29 16:35:00,365.673,1300,1950,2450,3050,5000
2021-07-29 16:40:00,364.959,1300,1950,2450,3050,5000
2021-07-29 16:45:00,364.009,1300,1950,2450,3050,5000
2021-07-29 16:50:00,363.059,1300,1950,2450,3050,5000
2021-07-29 16:55:00,362.584,1300,1950,2450,3050,5000
2021-07-29 17:00:00,361.873,1300,1950,2450,3050,5000
2021-07-29 17:05:00,361.162,1300,1950,2450,3050,5000
2021-07-29 17:10:00,360.215,1300,1950,2450,3050,5000
2021-07-29 17:15:00,359.269,1300,1950,2450,3050,5000
2021-07-29 17:20:00,358.323,1300,1950,2450,3050,5000
2021-07-29 17:25:00,357.614,1300,1950,2450,3050,5000
2021-07-29 17:30:00,356.434,1300,1950,2450,3050,5000
2021-07-29 17:35:00,356.198,1300,1950,2450,3050,5000
2021-07-29 17:40:00,355.019,1300,1950,2450,3050,5000
2021-07-29 17:45:00,354.313,1300,1950,2450,3050,5000
2021-07-29 17:50:00,353.606,1300,1950,2450,3050,5000
2021-07-29 17:55:00,352.666,1300,1950,2450,3050,5000
2021-07-29 18:00:00,351.961,1300,1950,2450,3050,5000
2021-07-29 18:05:00,351.256,1300,1950,2450,3050,5000
2021-07-29 18:10:00,350.317,1300,1950,2450,3050,5000
2021-07-29 18:15:00,349.614,1300,1950,2450,3050,5000
2021-07-29 18:20:00,348.91,1300,1950,2450,3050,5000
2021-07-29 18:25:00,348.676,1300,1950,2450,3050,5000
2021-07-29 18:30:00,348.441,1300,1950,2450,3050,5000
2021-07-29 18:35:00,347.973,1300,1950,2450,3050,5000
2021-07-29 18:40:00,347.973,1300,1950,2450,3050,5000
2021-07-29 18:45:00,347.506,1300,1950,2450,3050,5000
2021-07-29 18:50:00,347.272,1300,1950,2450,3050,5000
2021-07-29 18:55:00,346.57,1300,1950,2450,3050,5000
2021-07-29 19:00:00,346.102,1300,1950,2450,3050,5000
2021-07-29 19:05:00,345.868,1300,1950,2450,3050,5000
2021-07-29 19:10:00,345.168,1300,1950,2450,3050,5000
2021-07-29 19:15:00,344.234,1300,1950,2450,3050,5000
2021-07-29 19:20:00,343.302,1300,1950,2450,3050,5000
2021-07-29 19:25:00,342.37,1300,1950,2450,3050,5000
2021-07-29 19:30:00,341.671,1300,1950,2450,3050,5000
2021-07-29 19:35:00,341.206,1300,1950,2450,3050,5000
2021-07-29 19:40:00,340.044,1300,1950,2450,3050,5000
2021-07-29 19:45:00,339.114,1300,1950,2450,3050,5000
2021-07-29 19:50:00,337.955,1300,1950,2450,3050,5000
