Time,BAFU_2091_AbflussPneumatikunten
2021-07-12T18:55:00Z,2495.456
2021-07-12T19:00:00Z,2500.33
2021-07-12T19:05:00Z,2496.268
2021-07-12T19:10:00Z,2473.551
2021-07-12T19:15:00Z,2452.493
2021-07-12T19:20:00Z,2448.448
2021-07-12T19:25:00Z,2443.595
2021-07-12T19:30:00Z,2426.627
2021-07-12T19:35:00Z,2383.917
2021-07-12T19:40:00Z,2363.028
2021-07-12T19:45:00Z,2357.411
2021-07-12T19:50:00Z,2342.982
2021-07-12T19:55:00Z,2335.775
2021-07-12T20:00:00Z,2336.576
2021-07-12T20:05:00Z,2342.982
2021-07-12T20:10:00Z,2337.377
2021-07-12T20:15:00Z,2326.974
2021-07-12T20:20:00Z,2321.378
2021-07-12T20:25:00Z,2317.383
2021-07-12T20:30:00Z,2307.003
2021-07-12T20:35:00Z,2305.407
2021-07-12T20:40:00Z,2307.003
2021-07-12T20:45:00Z,2295.837
2021-07-12T20:50:00Z,2276.728
2021-07-12T20:55:00Z,2272.752
2021-07-12T21:00:00Z,2274.343
2021-07-12T21:05:00Z,2286.277
2021-07-12T21:10:00Z,2291.853
2021-07-12T21:15:00Z,2297.432
2021-07-12T21:20:00Z,2291.056
2021-07-12T21:25:00Z,2275.933
2021-07-12T21:30:00Z,2268.778
2021-07-12T21:35:00Z,2265.6
2021-07-12T21:40:00Z,2264.011
2021-07-12T21:45:00Z,2275.138
2021-07-12T21:50:00Z,2285.481
2021-07-12T21:55:00Z,2280.706
2021-07-12T22:00:00Z,2267.189
2021-07-12T22:05:00Z,2248.934
2021-07-12T22:10:00Z,2242.594
2021-07-12T22:15:00Z,2241.802
2021-07-12T22:20:00Z,2229.136
2021-07-12T22:25:00Z,2216.49
2021-07-12T22:30:00Z,2210.174
2021-07-12T22:35:00Z,2198.345
2021-07-12T22:40:00Z,2181.028
2021-07-12T22:45:00Z,2176.311
2021-07-12T22:50:00Z,2184.96
2021-07-12T22:55:00Z,2192.831
2021-07-12T23:00:00Z,2199.921
2021-07-12T23:05:00Z,2205.44
2021-07-12T23:10:00Z,2215.7
2021-07-12T23:15:00Z,2223.601
2021-07-12T23:20:00Z,2227.555
2021-07-12T23:25:00Z,2230.718
2021-07-12T23:30:00Z,2233.884
2021-07-12T23:35:00Z,2232.301
2021-07-12T23:40:00Z,2230.718
2021-07-12T23:45:00Z,2216.49
2021-07-12T23:50:00Z,2199.921
2021-07-12T23:55:00Z,2194.406
2021-07-13T00:00:00Z,2195.982
2021-07-13T00:05:00Z,2208.596
2021-07-13T00:10:00Z,2223.601
2021-07-13T00:15:00Z,2239.425
2021-07-13T00:20:00Z,2247.348
2021-07-13T00:25:00Z,2243.386
2021-07-13T00:30:00Z,2241.802
2021-07-13T00:35:00Z,2257.66
