Time,BAFU_2152_AbflussPneumatik
2021-07-27T09:25:00Z,267.178
2021-07-27T09:30:00Z,266.689
2021-07-27T09:35:00Z,266.363
2021-07-27T09:40:00Z,266.363
2021-07-27T09:45:00Z,266.689
2021-07-27T09:50:00Z,267.015
2021-07-27T09:55:00Z,266.2
2021-07-27T10:00:00Z,265.224
2021-07-27T10:05:00Z,265.712
2021-07-27T10:10:00Z,266.852
2021-07-27T10:15:00Z,267.178
2021-07-27T10:20:00Z,266.363
2021-07-27T10:25:00Z,265.549
2021-07-27T10:30:00Z,266.526
2021-07-27T10:35:00Z,266.526
2021-07-27T10:40:00Z,266.2
2021-07-27T10:45:00Z,265.386
2021-07-27T10:50:00Z,265.386
2021-07-27T10:55:00Z,265.712
2021-07-27T11:00:00Z,267.015
2021-07-27T11:05:00Z,266.526
2021-07-27T11:10:00Z,265.224
2021-07-27T11:15:00Z,264.736
2021-07-27T11:20:00Z,265.549
2021-07-27T11:25:00Z,266.038
2021-07-27T11:30:00Z,265.712
2021-07-27T11:35:00Z,264.736
2021-07-27T11:40:00Z,265.712
2021-07-27T11:45:00Z,266.526
2021-07-27T11:50:00Z,266.038
2021-07-27T11:55:00Z,265.875
2021-07-27T12:00:00Z,264.899
2021-07-27T12:05:00Z,264.736
2021-07-27T12:10:00Z,265.224
2021-07-27T12:15:00Z,265.875
2021-07-27T12:20:00Z,264.899
2021-07-27T12:25:00Z,264.736
2021-07-27T12:30:00Z,265.061
2021-07-27T12:35:00Z,266.363
2021-07-27T12:40:00Z,265.549
2021-07-27T12:45:00Z,264.574
2021-07-27T12:50:00Z,264.249
2021-07-27T12:55:00Z,264.736
2021-07-27T13:00:00Z,265.386
2021-07-27T13:05:00Z,265.224
2021-07-27T13:10:00Z,264.574
2021-07-27T13:15:00Z,264.412
2021-07-27T13:20:00Z,264.899
2021-07-27T13:25:00Z,264.899
2021-07-27T13:30:00Z,264.899
2021-07-27T13:35:00Z,263.762
2021-07-27T13:40:00Z,263.6
2021-07-27T13:45:00Z,264.087
2021-07-27T13:50:00Z,265.224
2021-07-27T13:55:00Z,264.412
2021-07-27T14:00:00Z,263.762
2021-07-27T14:05:00Z,263.6
2021-07-27T14:10:00Z,264.087
2021-07-27T14:15:00Z,264.087
2021-07-27T14:20:00Z,263.6
2021-07-27T14:25:00Z,263.438
2021-07-27T14:30:00Z,262.952
2021-07-27T14:35:00Z,263.925
2021-07-27T14:40:00Z,263.6
2021-07-27T14:45:00Z,263.6
2021-07-27T14:50:00Z,262.466
2021-07-27T14:55:00Z,262.628
2021-07-27T15:00:00Z,262.79
2021-07-27T15:05:00Z,263.438
2021-07-27T15:10:00Z,263.114
2021-07-27T15:15:00Z,262.79
2021-07-27T15:20:00Z,263.438
2021-07-27T15:25:00Z,263.438
2021-07-27T15:30:00Z,263.438
2021-07-27T15:35:00Z,262.79
2021-07-27T15:40:00Z,262.628
2021-07-27T15:45:00Z,262.466
2021-07-27T15:50:00Z,262.466
2021-07-27T15:55:00Z,262.304
2021-07-27T16:00:00Z,262.628
2021-07-27T16:05:00Z,262.466
2021-07-27T16:10:00Z,263.6
2021-07-27T16:15:00Z,263.114
2021-07-27T16:20:00Z,262.79
2021-07-27T16:25:00Z,262.466
2021-07-27T16:30:00Z,262.952
2021-07-27T16:35:00Z,263.276
2021-07-27T16:40:00Z,263.114
2021-07-27T16:45:00Z,262.466
2021-07-27T16:50:00Z,263.438
2021-07-27T16:55:00Z,264.249
2021-07-27T17:00:00Z,262.79
2021-07-27T17:05:00Z,262.952
2021-07-27T17:10:00Z,262.304
2021-07-27T17:15:00Z,262.142
2021-07-27T17:20:00Z,262.79
2021-07-27T17:25:00Z,263.276
2021-07-27T17:30:00Z,263.276
2021-07-27T17:35:00Z,263.114
2021-07-27T17:40:00Z,262.79
2021-07-27T17:45:00Z,263.438
2021-07-27T17:50:00Z,263.276
2021-07-27T17:55:00Z,263.114
2021-07-27T18:00:00Z,263.6
2021-07-27T18:05:00Z,263.276
2021-07-27T18:10:00Z,263.276
2021-07-27T18:15:00Z,264.087
2021-07-27T18:20:00Z,263.438
2021-07-27T18:25:00Z,262.304
2021-07-27T18:30:00Z,262.304
2021-07-27T18:35:00Z,263.6
2021-07-27T18:40:00Z,264.574
2021-07-27T18:45:00Z,263.276
2021-07-27T18:50:00Z,263.438
2021-07-27T18:55:00Z,264.249
2021-07-27T19:00:00Z,264.249
2021-07-27T19:05:00Z,263.114
2021-07-27T19:10:00Z,264.087
2021-07-27T19:15:00Z,262.628
2021-07-27T19:20:00Z,262.466
2021-07-27T19:25:00Z,262.628
2021-07-27T19:30:00Z,263.925
2021-07-27T19:35:00Z,264.087
2021-07-27T19:40:00Z,262.628
2021-07-27T19:45:00Z,262.628
2021-07-27T19:50:00Z,264.087
2021-07-27T19:55:00Z,263.114
2021-07-27T20:00:00Z,262.628
2021-07-27T20:05:00Z,262.79
2021-07-27T20:10:00Z,262.79
2021-07-27T20:15:00Z,262.79
2021-07-27T20:20:00Z,263.438
2021-07-27T20:25:00Z,263.762
2021-07-27T20:30:00Z,263.762
2021-07-27T20:35:00Z,262.628
2021-07-27T20:40:00Z,262.952
2021-07-27T20:45:00Z,263.925
2021-07-27T20:50:00Z,262.304
2021-07-27T20:55:00Z,261.657
2021-07-27T21:00:00Z,262.628
2021-07-27T21:05:00Z,263.114
2021-07-27T21:10:00Z,262.628
2021-07-27T21:15:00Z,263.276
2021-07-27T21:20:00Z,262.952
2021-07-27T21:25:00Z,263.114
2021-07-27T21:30:00Z,262.304
2021-07-27T21:35:00Z,262.142
2021-07-27T21:40:00Z,262.466
2021-07-27T21:45:00Z,261.173
2021-07-27T21:50:00Z,262.142
2021-07-27T21:55:00Z,262.952
2021-07-27T22:00:00Z,262.628
2021-07-27T22:05:00Z,261.819
2021-07-27T22:10:00Z,262.142
2021-07-27T22:15:00Z,261.657
2021-07-27T22:20:00Z,261.496
2021-07-27T22:25:00Z,261.496
2021-07-27T22:30:00Z,261.334
2021-07-27T22:35:00Z,261.334
2021-07-27T22:40:00Z,261.011
2021-07-27T22:45:00Z,260.85
2021-07-27T22:50:00Z,261.173
2021-07-27T22:55:00Z,260.365
2021-07-27T23:00:00Z,259.882
2021-07-27T23:05:00Z,261.011
2021-07-27T23:10:00Z,260.688
2021-07-27T23:15:00Z,260.204
2021-07-27T23:20:00Z,259.56
2021-07-27T23:25:00Z,260.204
2021-07-27T23:30:00Z,260.204
2021-07-27T23:35:00Z,259.882
2021-07-27T23:40:00Z,259.399
2021-07-27T23:45:00Z,259.399
2021-07-27T23:50:00Z,259.721
2021-07-27T23:55:00Z,259.882
2021-07-28T00:00:00Z,260.85
2021-07-28T00:05:00Z,260.204
2021-07-28T00:10:00Z,260.365
2021-07-28T00:15:00Z,260.043
2021-07-28T00:20:00Z,260.527
2021-07-28T00:25:00Z,259.399
2021-07-28T00:30:00Z,259.238
2021-07-28T00:35:00Z,259.238
2021-07-28T00:40:00Z,260.688
2021-07-28T00:45:00Z,259.882
2021-07-28T00:50:00Z,259.399
2021-07-28T00:55:00Z,259.238
2021-07-28T01:00:00Z,260.527
2021-07-28T01:05:00Z,260.043
2021-07-28T01:10:00Z,259.399
2021-07-28T01:15:00Z,258.916
2021-07-28T01:20:00Z,260.204
2021-07-28T01:25:00Z,259.238
2021-07-28T01:30:00Z,259.721
2021-07-28T01:35:00Z,258.916
2021-07-28T01:40:00Z,259.238
2021-07-28T01:45:00Z,258.916
2021-07-28T01:50:00Z,259.721
2021-07-28T01:55:00Z,259.077
2021-07-28T02:00:00Z,258.594
2021-07-28T02:05:00Z,258.755
2021-07-28T02:10:00Z,258.916
2021-07-28T02:15:00Z,259.238
2021-07-28T02:20:00Z,258.755
2021-07-28T02:25:00Z,259.077
2021-07-28T02:30:00Z,258.916
2021-07-28T02:35:00Z,259.238
2021-07-28T02:40:00Z,258.434
2021-07-28T02:45:00Z,258.916
2021-07-28T02:50:00Z,258.434
2021-07-28T02:55:00Z,258.755
2021-07-28T03:00:00Z,258.434
2021-07-28T03:05:00Z,258.916
2021-07-28T03:10:00Z,258.594
2021-07-28T03:15:00Z,258.434
2021-07-28T03:20:00Z,258.273
2021-07-28T03:25:00Z,258.434
2021-07-28T03:30:00Z,258.594
2021-07-28T03:35:00Z,257.952
2021-07-28T03:40:00Z,257.791
2021-07-28T03:45:00Z,258.434
2021-07-28T03:50:00Z,258.916
2021-07-28T03:55:00Z,257.631
2021-07-28T04:00:00Z,257.47
