Time,BAFU_2016_AbflussPneumatikoben
2021-07-29T05:05:00Z,803.531
2021-07-29T05:10:00Z,803.531
2021-07-29T05:15:00Z,803.745
2021-07-29T05:20:00Z,803.745
2021-07-29T05:25:00Z,803.103
2021-07-29T05:30:00Z,803.317
2021-07-29T05:35:00Z,802.462
2021-07-29T05:40:00Z,802.035
2021-07-29T05:45:00Z,801.394
2021-07-29T05:50:00Z,801.822
2021-07-29T05:55:00Z,800.967
2021-07-29T06:00:00Z,801.394
2021-07-29T06:05:00Z,800.967
2021-07-29T06:10:00Z,800.754
2021-07-29T06:15:00Z,800.327
2021-07-29T06:20:00Z,800.54
2021-07-29T06:25:00Z,800.54
2021-07-29T06:30:00Z,800.114
2021-07-29T06:35:00Z,800.327
2021-07-29T06:40:00Z,800.54
2021-07-29T06:45:00Z,800.114
2021-07-29T06:50:00Z,799.9
2021-07-29T06:55:00Z,799.474
2021-07-29T07:00:00Z,798.62
2021-07-29T07:05:00Z,797.981
2021-07-29T07:10:00Z,797.767
2021-07-29T07:15:00Z,797.341
2021-07-29T07:20:00Z,797.341
2021-07-29T07:25:00Z,797.128
2021-07-29T07:30:00Z,797.554
2021-07-29T07:35:00Z,797.767
2021-07-29T07:40:00Z,798.194
2021-07-29T07:45:00Z,798.194
2021-07-29T07:50:00Z,799.047
2021-07-29T07:55:00Z,799.26
2021-07-29T08:00:00Z,799.26
2021-07-29T08:05:00Z,799.26
2021-07-29T08:10:00Z,799.687
2021-07-29T08:15:00Z,800.327
2021-07-29T08:20:00Z,800.967
2021-07-29T08:25:00Z,801.181
2021-07-29T08:30:00Z,801.822
2021-07-29T08:35:00Z,802.249
2021-07-29T08:40:00Z,802.249
2021-07-29T08:45:00Z,802.89
2021-07-29T08:50:00Z,803.317
2021-07-29T08:55:00Z,802.89
2021-07-29T09:00:00Z,801.608
2021-07-29T09:05:00Z,800.754
2021-07-29T09:10:00Z,799.474
2021-07-29T09:15:00Z,798.407
2021-07-29T09:20:00Z,797.128
2021-07-29T09:25:00Z,795.424
2021-07-29T09:30:00Z,793.721
2021-07-29T09:35:00Z,791.807
2021-07-29T09:40:00Z,790.956
2021-07-29T09:45:00Z,789.045
2021-07-29T09:50:00Z,787.559
2021-07-29T09:55:00Z,786.286
2021-07-29T10:00:00Z,785.226
2021-07-29T10:05:00Z,783.743
2021-07-29T10:10:00Z,783.743
2021-07-29T10:15:00Z,783.532
2021-07-29T10:20:00Z,782.685
2021-07-29T10:25:00Z,783.108
2021-07-29T10:30:00Z,782.685
2021-07-29T10:35:00Z,783.743
2021-07-29T10:40:00Z,784.803
2021-07-29T10:45:00Z,785.65
2021-07-29T10:50:00Z,786.923
2021-07-29T10:55:00Z,788.408
2021-07-29T11:00:00Z,789.469
2021-07-29T11:05:00Z,790.744
2021-07-29T11:10:00Z,791.807
2021-07-29T11:15:00Z,792.444
2021-07-29T11:20:00Z,792.87
2021-07-29T11:25:00Z,794.146
2021-07-29T11:30:00Z,794.359
2021-07-29T11:35:00Z,794.359
2021-07-29T11:40:00Z,794.785
2021-07-29T11:45:00Z,794.785
2021-07-29T11:50:00Z,795.211
2021-07-29T11:55:00Z,794.998
2021-07-29T12:00:00Z,795.211
2021-07-29T12:05:00Z,795.85
2021-07-29T12:10:00Z,795.637
2021-07-29T12:15:00Z,795.85
2021-07-29T12:20:00Z,796.063
2021-07-29T12:25:00Z,796.276
2021-07-29T12:30:00Z,796.702
2021-07-29T12:35:00Z,796.276
2021-07-29T12:40:00Z,796.276
2021-07-29T12:45:00Z,796.702
2021-07-29T12:50:00Z,795.211
2021-07-29T12:55:00Z,793.295
2021-07-29T13:00:00Z,792.019
2021-07-29T13:05:00Z,791.594
2021-07-29T13:10:00Z,790.744
2021-07-29T13:15:00Z,790.531
2021-07-29T13:20:00Z,792.019
2021-07-29T13:25:00Z,792.232
2021-07-29T13:30:00Z,791.594
2021-07-29T13:35:00Z,791.169
2021-07-29T13:40:00Z,791.169
2021-07-29T13:45:00Z,790.531
2021-07-29T13:50:00Z,790.106
2021-07-29T13:55:00Z,790.106
2021-07-29T14:00:00Z,789.682
2021-07-29T14:05:00Z,789.045
2021-07-29T14:10:00Z,789.257
2021-07-29T14:15:00Z,789.469
2021-07-29T14:20:00Z,790.106
2021-07-29T14:25:00Z,790.744
2021-07-29T14:30:00Z,791.381
2021-07-29T14:35:00Z,791.594
2021-07-29T14:40:00Z,791.807
2021-07-29T14:45:00Z,792.444
2021-07-29T14:50:00Z,792.87
2021-07-29T14:55:00Z,793.295
2021-07-29T15:00:00Z,794.146
2021-07-29T15:05:00Z,794.572
2021-07-29T15:10:00Z,795.211
2021-07-29T15:15:00Z,794.785
2021-07-29T15:20:00Z,794.785
2021-07-29T15:25:00Z,794.572
2021-07-29T15:30:00Z,793.934
2021-07-29T15:35:00Z,793.934
2021-07-29T15:40:00Z,793.508
2021-07-29T15:45:00Z,793.295
2021-07-29T15:50:00Z,792.87
2021-07-29T15:55:00Z,792.657
2021-07-29T16:00:00Z,791.807
2021-07-29T16:05:00Z,792.232
2021-07-29T16:10:00Z,791.594
2021-07-29T16:15:00Z,791.594
2021-07-29T16:20:00Z,792.019
2021-07-29T16:25:00Z,791.169
2021-07-29T16:30:00Z,791.169
2021-07-29T16:35:00Z,791.169
