Time,BAFU_2091_AbflussPneumatikunten
2021-07-13T18:05:00Z,3420.063
2021-07-13T18:10:00Z,3429.129
2021-07-13T18:15:00Z,3419.239
2021-07-13T18:20:00Z,3412.644
2021-07-13T18:25:00Z,3421.712
2021-07-13T18:30:00Z,3406.047
2021-07-13T18:35:00Z,3415.117
2021-07-13T18:40:00Z,3406.047
2021-07-13T18:45:00Z,3406.047
2021-07-13T18:50:00Z,3400.275
2021-07-13T18:55:00Z,3383.777
2021-07-13T19:00:00Z,3369.75
2021-07-13T19:05:00Z,3373.876
2021-07-13T19:10:00Z,3375.526
2021-07-13T19:15:00Z,3372.225
2021-07-13T19:20:00Z,3375.526
2021-07-13T19:25:00Z,3381.302
2021-07-13T19:30:00Z,3362.321
2021-07-13T19:35:00Z,3345.809
2021-07-13T19:40:00Z,3334.247
2021-07-13T19:45:00Z,3316.072
2021-07-13T19:50:00Z,3305.329
2021-07-13T19:55:00Z,3307.808
2021-07-13T20:00:00Z,3276.394
2021-07-13T20:05:00Z,3300.37
2021-07-13T20:10:00Z,3325.986
2021-07-13T20:15:00Z,3309.461
2021-07-13T20:20:00Z,3311.94
2021-07-13T20:25:00Z,3300.37
2021-07-13T20:30:00Z,3305.329
2021-07-13T20:35:00Z,3323.508
2021-07-13T20:40:00Z,3310.287
2021-07-13T20:45:00Z,3294.583
2021-07-13T20:50:00Z,3286.316
2021-07-13T20:55:00Z,3284.663
2021-07-13T21:00:00Z,3292.103
2021-07-13T21:05:00Z,3294.583
2021-07-13T21:10:00Z,3279.702
2021-07-13T21:15:00Z,3283.836
2021-07-13T21:20:00Z,3300.37
2021-07-13T21:25:00Z,3292.103
2021-07-13T21:30:00Z,3290.45
2021-07-13T21:35:00Z,3283.836
2021-07-13T21:40:00Z,3276.394
2021-07-13T21:45:00Z,3261.507
2021-07-13T21:50:00Z,3263.161
2021-07-13T21:55:00Z,3254.062
2021-07-13T22:00:00Z,3259.025
2021-07-13T22:05:00Z,3259.025
2021-07-13T22:10:00Z,3265.643
2021-07-13T22:15:00Z,3263.988
2021-07-13T22:20:00Z,3268.124
2021-07-13T22:25:00Z,3261.507
2021-07-13T22:30:00Z,3239.997
2021-07-13T22:35:00Z,3221.79
2021-07-13T22:40:00Z,3207.718
2021-07-13T22:45:00Z,3218.48
2021-07-13T22:50:00Z,3218.48
2021-07-13T22:55:00Z,3225.101
2021-07-13T23:00:00Z,3230.894
2021-07-13T23:05:00Z,3236.687
2021-07-13T23:10:00Z,3241.652
2021-07-13T23:15:00Z,3210.202
2021-07-13T23:20:00Z,3199.439
2021-07-13T23:25:00Z,3185.363
2021-07-13T23:30:00Z,3169.628
2021-07-13T23:35:00Z,3177.082
2021-07-13T23:40:00Z,3167.971
2021-07-13T23:45:00Z,3190.331
2021-07-13T23:50:00Z,3210.202
2021-07-13T23:55:00Z,3185.363
2021-07-14T00:00:00Z,3173.769
2021-07-14T00:05:00Z,3166.315
2021-07-14T00:10:00Z,3143.949
2021-07-14T00:15:00Z,3158.86
2021-07-14T00:20:00Z,3144.778
2021-07-14T00:25:00Z,3164.658
2021-07-14T00:30:00Z,3154.719
2021-07-14T00:35:00Z,3148.092
2021-07-14T00:40:00Z,3129.037
2021-07-14T00:45:00Z,3128.208
2021-07-14T00:50:00Z,3140.636
2021-07-14T00:55:00Z,3150.577
2021-07-14T01:00:00Z,3134.836
2021-07-14T01:05:00Z,3111.637
2021-07-14T01:10:00Z,3090.092
2021-07-14T01:15:00Z,3098.379
2021-07-14T01:20:00Z,3112.465
2021-07-14T01:25:00Z,3105.836
2021-07-14T01:30:00Z,3112.465
2021-07-14T01:35:00Z,3100.036
2021-07-14T01:40:00Z,3091.749
2021-07-14T01:45:00Z,3077.661
2021-07-14T01:50:00Z,3090.092
2021-07-14T01:55:00Z,3071.032
2021-07-14T02:00:00Z,3062.744
2021-07-14T02:05:00Z,3084.291
2021-07-14T02:10:00Z,3104.179
2021-07-14T02:15:00Z,3111.637
2021-07-14T02:20:00Z,3114.123
2021-07-14T02:25:00Z,3095.893
2021-07-14T02:30:00Z,3085.12
2021-07-14T02:35:00Z,3085.12
2021-07-14T02:40:00Z,3085.948
2021-07-14T02:45:00Z,3092.578
2021-07-14T02:50:00Z,3085.948
2021-07-14T02:55:00Z,3092.578
2021-07-14T03:00:00Z,3093.407
2021-07-14T03:05:00Z,3097.55
2021-07-14T03:10:00Z,3108.322
2021-07-14T03:15:00Z,3130.694
2021-07-14T03:20:00Z,3136.493
2021-07-14T03:25:00Z,3134.008
2021-07-14T03:30:00Z,3135.665
2021-07-14T03:35:00Z,3138.979
2021-07-14T03:40:00Z,3141.464
2021-07-14T03:45:00Z,3141.464
2021-07-14T03:50:00Z,3153.89
2021-07-14T03:55:00Z,3151.405
2021-07-14T04:00:00Z,3164.658
2021-07-14T04:05:00Z,3185.363
2021-07-14T04:10:00Z,3185.363
2021-07-14T04:15:00Z,3184.535
2021-07-14T04:20:00Z,3186.191
2021-07-14T04:25:00Z,3171.284
2021-07-14T04:30:00Z,3171.284
2021-07-14T04:35:00Z,3156.375
2021-07-14T04:40:00Z,3138.15
2021-07-14T04:45:00Z,3131.522
2021-07-14T04:50:00Z,3108.322
2021-07-14T04:55:00Z,3143.121
2021-07-14T05:00:00Z,3153.89
2021-07-14T05:05:00Z,3153.89
2021-07-14T05:10:00Z,3169.628
2021-07-14T05:15:00Z,3177.082
2021-07-14T05:20:00Z,3182.879
2021-07-14T05:25:00Z,3190.331
2021-07-14T05:30:00Z,3190.331
2021-07-14T05:35:00Z,3185.363
2021-07-14T05:40:00Z,3170.456
2021-07-14T05:45:00Z,3158.032
2021-07-14T05:50:00Z,3151.405
2021-07-14T05:55:00Z,3154.719
2021-07-14T06:00:00Z,3161.345
2021-07-14T06:05:00Z,3159.689
2021-07-14T06:10:00Z,3154.719
2021-07-14T06:15:00Z,3155.547
2021-07-14T06:20:00Z,3143.121
2021-07-14T06:25:00Z,3131.522
2021-07-14T06:30:00Z,3135.665
2021-07-14T06:35:00Z,3145.606
2021-07-14T06:40:00Z,3172.113
2021-07-14T06:45:00Z,3177.082
2021-07-14T06:50:00Z,3182.879
2021-07-14T06:55:00Z,3184.535
2021-07-14T07:00:00Z,3191.159
2021-07-14T07:05:00Z,3207.718
2021-07-14T07:10:00Z,3228.412
2021-07-14T07:15:00Z,3249.098
2021-07-14T07:20:00Z,3267.297
2021-07-14T07:25:00Z,3274.74
2021-07-14T07:30:00Z,3265.643
2021-07-14T07:35:00Z,3249.926
2021-07-14T07:40:00Z,3262.334
2021-07-14T07:45:00Z,3262.334
2021-07-14T07:50:00Z,3263.988
2021-07-14T07:55:00Z,3264.816
2021-07-14T08:00:00Z,3281.355
2021-07-14T08:05:00Z,3281.355
2021-07-14T08:10:00Z,3287.97
2021-07-14T08:15:00Z,3304.502
2021-07-14T08:20:00Z,3313.593
2021-07-14T08:25:00Z,3316.072
2021-07-14T08:30:00Z,3317.724
2021-07-14T08:35:00Z,3316.898
2021-07-14T08:40:00Z,3318.551
2021-07-14T08:45:00Z,3316.072
2021-07-14T08:50:00Z,3303.676
2021-07-14T08:55:00Z,3287.143
2021-07-14T09:00:00Z,3286.316
2021-07-14T09:05:00Z,3287.143
2021-07-14T09:10:00Z,3271.432
2021-07-14T09:15:00Z,3241.652
2021-07-14T09:20:00Z,3248.271
2021-07-14T09:25:00Z,3244.962
2021-07-14T09:30:00Z,3233.377
2021-07-14T09:35:00Z,3230.067
2021-07-14T09:40:00Z,3225.929
2021-07-14T09:45:00Z,3233.377
2021-07-14T09:50:00Z,3250.753
2021-07-14T09:55:00Z,3238.342
2021-07-14T10:00:00Z,3235.032
2021-07-14T10:05:00Z,3253.235
2021-07-14T10:10:00Z,3250.753
2021-07-14T10:15:00Z,3239.997
2021-07-14T10:20:00Z,3231.722
2021-07-14T10:25:00Z,3230.067
2021-07-14T10:30:00Z,3239.997
2021-07-14T10:35:00Z,3241.652
2021-07-14T10:40:00Z,3244.134
2021-07-14T10:45:00Z,3223.446
2021-07-14T10:50:00Z,3211.857
2021-07-14T10:55:00Z,3192.815
2021-07-14T11:00:00Z,3172.113
2021-07-14T11:05:00Z,3158.86
2021-07-14T11:10:00Z,3147.263
2021-07-14T11:15:00Z,3148.092
2021-07-14T11:20:00Z,3169.628
2021-07-14T11:25:00Z,3177.91
2021-07-14T11:30:00Z,3152.234
2021-07-14T11:35:00Z,3134.008
2021-07-14T11:40:00Z,3109.151
2021-07-14T11:45:00Z,3081.805
2021-07-14T11:50:00Z,3073.518
2021-07-14T11:55:00Z,3062.744
2021-07-14T12:00:00Z,3047.827
2021-07-14T12:05:00Z,3026.281
2021-07-14T12:10:00Z,3015.508
2021-07-14T12:15:00Z,3013.022
2021-07-14T12:20:00Z,3014.68
2021-07-14T12:25:00Z,3023.795
2021-07-14T12:30:00Z,3027.938
2021-07-14T12:35:00Z,3013.851
2021-07-14T12:40:00Z,3004.736
2021-07-14T12:45:00Z,3010.537
2021-07-14T12:50:00Z,3013.851
2021-07-14T12:55:00Z,3008.051
2021-07-14T13:00:00Z,3007.222
2021-07-14T13:05:00Z,3007.222
2021-07-14T13:10:00Z,3013.022
2021-07-14T13:15:00Z,3013.851
2021-07-14T13:20:00Z,2997.279
2021-07-14T13:25:00Z,2988.165
2021-07-14T13:30:00Z,2982.366
2021-07-14T13:35:00Z,2988.994
2021-07-14T13:40:00Z,2996.451
2021-07-14T13:45:00Z,2996.451
2021-07-14T13:50:00Z,2993.136
2021-07-14T13:55:00Z,2992.308
2021-07-14T14:00:00Z,2993.965
2021-07-14T14:05:00Z,2993.965
2021-07-14T14:10:00Z,2974.082
2021-07-14T14:15:00Z,2954.202
2021-07-14T14:20:00Z,2946.749
2021-07-14T14:25:00Z,2948.405
2021-07-14T14:30:00Z,2942.608
2021-07-14T14:35:00Z,2940.952
2021-07-14T14:40:00Z,2938.468
2021-07-14T14:45:00Z,2941.78
2021-07-14T14:50:00Z,2943.436
2021-07-14T14:55:00Z,2943.436
2021-07-14T15:00:00Z,2945.092
2021-07-14T15:05:00Z,2946.749
2021-07-14T15:10:00Z,2945.092
2021-07-14T15:15:00Z,2952.546
2021-07-14T15:20:00Z,2953.374
2021-07-14T15:25:00Z,2954.202
2021-07-14T15:30:00Z,2974.082
2021-07-14T15:35:00Z,2977.395
2021-07-14T15:40:00Z,2978.224
2021-07-14T15:45:00Z,2965.798
2021-07-14T15:50:00Z,2944.264
2021-07-14T15:55:00Z,2945.092
2021-07-14T16:00:00Z,2942.608
2021-07-14T16:05:00Z,2958.343
2021-07-14T16:10:00Z,2965.798
2021-07-14T16:15:00Z,2969.111
2021-07-14T16:20:00Z,2974.082
2021-07-14T16:25:00Z,2975.739
2021-07-14T16:30:00Z,2978.224
2021-07-14T16:35:00Z,2984.851
2021-07-14T16:40:00Z,2980.709
2021-07-14T16:45:00Z,2962.485
2021-07-14T16:50:00Z,2951.718
2021-07-14T16:55:00Z,2944.264
2021-07-14T17:00:00Z,2934.327
2021-07-14T17:05:00Z,2935.155
2021-07-14T17:10:00Z,2913.63
2021-07-14T17:15:00Z,2913.63
2021-07-14T17:20:00Z,2916.114
2021-07-14T17:25:00Z,2915.286
2021-07-14T17:30:00Z,2914.458
2021-07-14T17:35:00Z,2915.286
2021-07-14T17:40:00Z,2931.843
2021-07-14T17:45:00Z,2945.92
2021-07-14T17:50:00Z,2960.828
2021-07-14T17:55:00Z,2979.881
2021-07-14T18:00:00Z,2993.965
2021-07-14T18:05:00Z,2998.108
2021-07-14T18:10:00Z,2997.279
2021-07-14T18:15:00Z,2984.851
2021-07-14T18:20:00Z,2976.567
2021-07-14T18:25:00Z,2971.597
2021-07-14T18:30:00Z,2967.455
2021-07-14T18:35:00Z,2967.455
2021-07-14T18:40:00Z,2965.798
2021-07-14T18:45:00Z,2964.97
2021-07-14T18:50:00Z,2963.313
2021-07-14T18:55:00Z,2962.485
2021-07-14T19:00:00Z,2961.657
2021-07-14T19:05:00Z,2965.798
2021-07-14T19:10:00Z,2973.253
2021-07-14T19:15:00Z,2974.91
2021-07-14T19:20:00Z,2986.508
2021-07-14T19:25:00Z,2997.279
2021-07-14T19:30:00Z,3017.994
2021-07-14T19:35:00Z,3027.938
2021-07-14T19:40:00Z,3024.624
2021-07-14T19:45:00Z,3011.365
2021-07-14T19:50:00Z,3002.251
2021-07-14T19:55:00Z,3001.422
2021-07-14T20:00:00Z,2998.936
2021-07-14T20:05:00Z,2996.451
2021-07-14T20:10:00Z,2970.768
2021-07-14T20:15:00Z,2965.798
2021-07-14T20:20:00Z,2960.828
2021-07-14T20:25:00Z,2974.082
2021-07-14T20:30:00Z,3000.593
2021-07-14T20:35:00Z,3020.48
2021-07-14T20:40:00Z,3027.11
2021-07-14T20:45:00Z,3032.082
2021-07-14T20:50:00Z,3029.596
2021-07-14T20:55:00Z,3031.253
2021-07-14T21:00:00Z,3019.652
2021-07-14T21:05:00Z,3009.708
2021-07-14T21:10:00Z,3003.079
2021-07-14T21:15:00Z,3001.422
2021-07-14T21:20:00Z,2998.108
2021-07-14T21:25:00Z,2995.622
2021-07-14T21:30:00Z,2976.567
2021-07-14T21:35:00Z,2976.567
2021-07-14T21:40:00Z,2969.111
2021-07-14T21:45:00Z,2969.94
2021-07-14T21:50:00Z,2960.828
2021-07-14T21:55:00Z,2964.141
2021-07-14T22:00:00Z,2964.97
2021-07-14T22:05:00Z,2963.313
2021-07-14T22:10:00Z,2959.172
2021-07-14T22:15:00Z,2956.687
2021-07-14T22:20:00Z,2957.515
2021-07-14T22:25:00Z,2935.983
2021-07-14T22:30:00Z,2911.147
2021-07-14T22:35:00Z,2885.495
2021-07-14T22:40:00Z,2880.531
2021-07-14T22:45:00Z,2877.222
2021-07-14T22:50:00Z,2878.049
2021-07-14T22:55:00Z,2875.568
2021-07-14T23:00:00Z,2883.84
2021-07-14T23:05:00Z,2902.871
2021-07-14T23:10:00Z,2909.492
2021-07-14T23:15:00Z,2916.942
2021-07-14T23:20:00Z,2911.147
2021-07-14T23:25:00Z,2909.492
2021-07-14T23:30:00Z,2890.459
2021-07-14T23:35:00Z,2887.976
2021-07-14T23:40:00Z,2881.358
2021-07-14T23:45:00Z,2889.631
2021-07-14T23:50:00Z,2895.423
2021-07-14T23:55:00Z,2899.561
2021-07-15T00:00:00Z,2902.871
2021-07-15T00:05:00Z,2902.043
2021-07-15T00:10:00Z,2907.009
2021-07-15T00:15:00Z,2905.354
2021-07-15T00:20:00Z,2902.043
2021-07-15T00:25:00Z,2895.423
2021-07-15T00:30:00Z,2876.395
2021-07-15T00:35:00Z,2880.531
2021-07-15T00:40:00Z,2882.185
2021-07-15T00:45:00Z,2902.871
2021-07-15T00:50:00Z,2917.769
2021-07-15T00:55:00Z,2928.532
2021-07-15T01:00:00Z,2930.187
2021-07-15T01:05:00Z,2933.499
2021-07-15T01:10:00Z,2934.327
2021-07-15T01:15:00Z,2938.468
2021-07-15T01:20:00Z,2945.92
2021-07-15T01:25:00Z,2964.97
2021-07-15T01:30:00Z,2972.425
2021-07-15T01:35:00Z,2975.739
2021-07-15T01:40:00Z,2971.597
2021-07-15T01:45:00Z,2984.023
2021-07-15T01:50:00Z,3006.394
2021-07-15T01:55:00Z,3006.394
2021-07-15T02:00:00Z,3013.022
2021-07-15T02:05:00Z,3015.508
2021-07-15T02:10:00Z,3018.823
2021-07-15T02:15:00Z,3013.851
2021-07-15T02:20:00Z,3016.337
2021-07-15T02:25:00Z,3017.166
2021-07-15T02:30:00Z,3038.711
2021-07-15T02:35:00Z,3048.656
2021-07-15T02:40:00Z,3051.142
2021-07-15T02:45:00Z,3046.17
2021-07-15T02:50:00Z,3047.827
2021-07-15T02:55:00Z,3061.087
2021-07-15T03:00:00Z,3077.661
2021-07-15T03:05:00Z,3100.865
2021-07-15T03:10:00Z,3116.608
2021-07-15T03:15:00Z,3139.807
2021-07-15T03:20:00Z,3145.606
2021-07-15T03:25:00Z,3146.435
2021-07-15T03:30:00Z,3147.263
2021-07-15T03:35:00Z,3150.577
2021-07-15T03:40:00Z,3148.92
2021-07-15T03:45:00Z,3148.092
2021-07-15T03:50:00Z,3148.92
2021-07-15T03:55:00Z,3144.778
2021-07-15T04:00:00Z,3134.836
2021-07-15T04:05:00Z,3140.636
2021-07-15T04:10:00Z,3138.979
2021-07-15T04:15:00Z,3143.121
2021-07-15T04:20:00Z,3138.15
2021-07-15T04:25:00Z,3135.665
2021-07-15T04:30:00Z,3134.008
2021-07-15T04:35:00Z,3134.836
2021-07-15T04:40:00Z,3143.949
2021-07-15T04:45:00Z,3145.606
2021-07-15T04:50:00Z,3136.493
2021-07-15T04:55:00Z,3138.979
2021-07-15T05:00:00Z,3140.636
2021-07-15T05:05:00Z,3138.979
2021-07-15T05:10:00Z,3143.949
2021-07-15T05:15:00Z,3153.062
2021-07-15T05:20:00Z,3162.174
2021-07-15T05:25:00Z,3189.503
2021-07-15T05:30:00Z,3200.267
2021-07-15T05:35:00Z,3200.267
2021-07-15T05:40:00Z,3210.202
2021-07-15T05:45:00Z,3220.135
2021-07-15T05:50:00Z,3230.894
2021-07-15T05:55:00Z,3236.687
2021-07-15T06:00:00Z,3238.342
2021-07-15T06:05:00Z,3240.824
2021-07-15T06:10:00Z,3241.652
2021-07-15T06:15:00Z,3239.997
2021-07-15T06:20:00Z,3240.824
2021-07-15T06:25:00Z,3240.824
2021-07-15T06:30:00Z,3241.652
2021-07-15T06:35:00Z,3240.824
2021-07-15T06:40:00Z,3243.307
2021-07-15T06:45:00Z,3239.997
2021-07-15T06:50:00Z,3254.062
2021-07-15T06:55:00Z,3260.68
2021-07-15T07:00:00Z,3270.605
2021-07-15T07:05:00Z,3294.583
2021-07-15T07:10:00Z,3310.287
2021-07-15T07:15:00Z,3312.766
2021-07-15T07:20:00Z,3321.855
2021-07-15T07:25:00Z,3335.073
2021-07-15T07:30:00Z,3336.725
2021-07-15T07:35:00Z,3336.725
2021-07-15T07:40:00Z,3330.117
2021-07-15T07:45:00Z,3357.368
2021-07-15T07:50:00Z,3379.652
2021-07-15T07:55:00Z,3394.502
2021-07-15T08:00:00Z,3388.727
2021-07-15T08:05:00Z,3371.4
2021-07-15T08:10:00Z,3369.75
2021-07-15T08:15:00Z,3365.623
2021-07-15T08:20:00Z,3360.67
2021-07-15T08:25:00Z,3368.924
2021-07-15T08:30:00Z,3363.972
2021-07-15T08:35:00Z,3364.797
2021-07-15T08:40:00Z,3371.4
2021-07-15T08:45:00Z,3382.127
2021-07-15T08:50:00Z,3399.45
2021-07-15T08:55:00Z,3415.117
2021-07-15T09:00:00Z,3419.239
2021-07-15T09:05:00Z,3425.833
2021-07-15T09:10:00Z,3415.117
2021-07-15T09:15:00Z,3433.25
2021-07-15T09:20:00Z,3429.129
2021-07-15T09:25:00Z,3429.129
2021-07-15T09:30:00Z,3433.25
2021-07-15T09:35:00Z,3442.313
2021-07-15T09:40:00Z,3453.845
2021-07-15T09:45:00Z,3456.316
2021-07-15T09:50:00Z,3448.903
2021-07-15T09:55:00Z,3428.305
2021-07-15T10:00:00Z,3424.184
2021-07-15T10:05:00Z,3430.778
