Time,BAFU_2484_PegelPneumatik
2021-07-19T07:10:00Z,448.342
2021-07-19T07:20:00Z,448.34
2021-07-19T07:30:00Z,448.339
2021-07-19T07:40:00Z,448.337
2021-07-19T07:50:00Z,448.335
2021-07-19T08:00:00Z,448.334
2021-07-19T08:10:00Z,448.332
2021-07-19T08:20:00Z,448.33
2021-07-19T08:30:00Z,448.328
2021-07-19T08:40:00Z,448.327
2021-07-19T08:50:00Z,448.325
2021-07-19T09:00:00Z,448.324
2021-07-19T09:10:00Z,448.322
2021-07-19T09:20:00Z,448.32
2021-07-19T09:30:00Z,448.319
2021-07-19T09:40:00Z,448.317
2021-07-19T09:50:00Z,448.315
2021-07-19T10:00:00Z,448.314
2021-07-19T10:10:00Z,448.312
2021-07-19T10:20:00Z,448.31
2021-07-19T10:30:00Z,448.309
2021-07-19T10:40:00Z,448.307
2021-07-19T10:50:00Z,448.305
2021-07-19T11:00:00Z,448.304
2021-07-19T11:10:00Z,448.302
2021-07-19T11:20:00Z,448.3
2021-07-19T11:30:00Z,448.298
2021-07-19T11:40:00Z,448.296
2021-07-19T11:50:00Z,448.294
2021-07-19T12:00:00Z,448.292
2021-07-19T12:10:00Z,448.29
2021-07-19T12:20:00Z,448.288
2021-07-19T12:30:00Z,448.287
2021-07-19T12:40:00Z,448.285
2021-07-19T12:50:00Z,448.283
2021-07-19T13:00:00Z,448.281
2021-07-19T13:10:00Z,448.28
2021-07-19T13:20:00Z,448.278
2021-07-19T13:30:00Z,448.276
2021-07-19T13:40:00Z,448.274
2021-07-19T13:50:00Z,448.271
2021-07-19T14:00:00Z,448.27
2021-07-19T14:10:00Z,448.268
2021-07-19T14:20:00Z,448.266
2021-07-19T14:30:00Z,448.264
2021-07-19T14:40:00Z,448.262
2021-07-19T14:50:00Z,448.259
2021-07-19T15:00:00Z,448.257
2021-07-19T15:10:00Z,448.254
2021-07-19T15:20:00Z,448.253
2021-07-19T15:30:00Z,448.251
2021-07-19T15:40:00Z,448.249
