Time,BAFU_2481_AbflussRadar
2021-07-30T04:25:00Z,32.352
2021-07-30T04:30:00Z,32.352
2021-07-30T04:35:00Z,32.606
2021-07-30T04:40:00Z,32.691
2021-07-30T04:45:00Z,32.522
2021-07-30T04:50:00Z,32.691
2021-07-30T04:55:00Z,32.691
2021-07-30T05:00:00Z,33.031
2021-07-30T05:05:00Z,33.115
2021-07-30T05:10:00Z,33.115
2021-07-30T05:15:00Z,33.2
2021-07-30T05:20:00Z,33.371
2021-07-30T05:25:00Z,33.542
2021-07-30T05:30:00Z,33.371
2021-07-30T05:35:00Z,33.542
2021-07-30T05:40:00Z,33.371
2021-07-30T05:45:00Z,33.371
2021-07-30T05:50:00Z,33.456
2021-07-30T05:55:00Z,33.456
2021-07-30T06:00:00Z,33.712
2021-07-30T06:05:00Z,33.371
2021-07-30T06:10:00Z,33.2
2021-07-30T06:15:00Z,33.031
2021-07-30T06:20:00Z,33.115
2021-07-30T06:25:00Z,32.946
2021-07-30T06:30:00Z,32.776
2021-07-30T06:35:00Z,32.691
2021-07-30T06:40:00Z,32.861
2021-07-30T06:45:00Z,32.776
2021-07-30T06:50:00Z,32.691
2021-07-30T06:55:00Z,32.691
2021-07-30T07:00:00Z,32.606
2021-07-30T07:05:00Z,32.861
2021-07-30T07:10:00Z,32.776
2021-07-30T07:15:00Z,32.776
2021-07-30T07:20:00Z,32.606
2021-07-30T07:25:00Z,32.861
2021-07-30T07:30:00Z,32.691
2021-07-30T07:35:00Z,32.776
2021-07-30T07:40:00Z,32.522
2021-07-30T07:45:00Z,32.691
2021-07-30T07:50:00Z,32.522
2021-07-30T07:55:00Z,32.606
2021-07-30T08:00:00Z,32.861
2021-07-30T08:05:00Z,33.031
2021-07-30T08:10:00Z,33.031
2021-07-30T08:15:00Z,33.031
2021-07-30T08:20:00Z,33.2
2021-07-30T08:25:00Z,33.115
2021-07-30T08:30:00Z,33.2
2021-07-30T08:35:00Z,33.115
2021-07-30T08:40:00Z,33.456
2021-07-30T08:45:00Z,33.115
2021-07-30T08:50:00Z,33.2
2021-07-30T08:55:00Z,33.371
2021-07-30T09:00:00Z,33.456
2021-07-30T09:05:00Z,33.286
2021-07-30T09:10:00Z,33.542
2021-07-30T09:15:00Z,33.456
2021-07-30T09:20:00Z,33.712
2021-07-30T09:25:00Z,33.456
2021-07-30T09:30:00Z,33.115
2021-07-30T09:35:00Z,33.031
2021-07-30T09:40:00Z,32.946
2021-07-30T09:45:00Z,33.115
2021-07-30T09:50:00Z,33.115
2021-07-30T09:55:00Z,33.031
2021-07-30T10:00:00Z,32.861
2021-07-30T10:05:00Z,32.946
2021-07-30T10:10:00Z,32.861
2021-07-30T10:15:00Z,33.286
2021-07-30T10:20:00Z,33.2
2021-07-30T10:25:00Z,33.2
2021-07-30T10:30:00Z,33.371
2021-07-30T10:35:00Z,33.2
2021-07-30T10:40:00Z,33.456
2021-07-30T10:45:00Z,33.286
2021-07-30T10:50:00Z,33.371
2021-07-30T10:55:00Z,33.542
2021-07-30T11:00:00Z,34.225
2021-07-30T11:05:00Z,36.555
2021-07-30T11:10:00Z,37.513
2021-07-30T11:15:00Z,36.641
2021-07-30T11:20:00Z,35.343
2021-07-30T11:25:00Z,34.397
2021-07-30T11:30:00Z,33.798
2021-07-30T11:35:00Z,33.542
2021-07-30T11:40:00Z,33.371
2021-07-30T11:45:00Z,33.115
2021-07-30T11:50:00Z,32.946
2021-07-30T11:55:00Z,32.606
2021-07-30T12:00:00Z,32.437
2021-07-30T12:05:00Z,32.268
2021-07-30T12:10:00Z,32.014
2021-07-30T12:15:00Z,31.761
2021-07-30T12:20:00Z,31.593
2021-07-30T12:25:00Z,31.424
2021-07-30T12:30:00Z,31.173
2021-07-30T12:35:00Z,31.005
2021-07-30T12:40:00Z,31.005
2021-07-30T12:45:00Z,31.005
2021-07-30T12:50:00Z,30.753
2021-07-30T12:55:00Z,30.503
2021-07-30T13:00:00Z,30.419
2021-07-30T13:05:00Z,30.503
2021-07-30T13:10:00Z,30.169
2021-07-30T13:15:00Z,30.252
2021-07-30T13:20:00Z,30.336
2021-07-30T13:25:00Z,30.252
