Time,BAFU_2207_PegelDrucksondeSchacht
2021-07-30T03:10:00Z,433.789
2021-07-30T03:20:00Z,433.784
2021-07-30T03:30:00Z,433.78
2021-07-30T03:40:00Z,433.772
2021-07-30T03:50:00Z,433.788
2021-07-30T04:00:00Z,433.787
2021-07-30T04:10:00Z,433.778
2021-07-30T04:20:00Z,433.779
2021-07-30T04:30:00Z,433.776
2021-07-30T04:40:00Z,433.791
2021-07-30T04:50:00Z,433.776
2021-07-30T05:00:00Z,433.775
2021-07-30T05:10:00Z,433.778
2021-07-30T05:20:00Z,433.778
2021-07-30T05:30:00Z,433.787
2021-07-30T05:40:00Z,433.768
2021-07-30T05:50:00Z,433.779
2021-07-30T06:00:00Z,433.776
2021-07-30T06:10:00Z,433.782
2021-07-30T06:20:00Z,433.779
2021-07-30T06:30:00Z,433.769
2021-07-30T06:40:00Z,433.782
2021-07-30T06:50:00Z,433.777
2021-07-30T07:00:00Z,433.78
2021-07-30T07:10:00Z,433.767
2021-07-30T07:20:00Z,433.77
2021-07-30T07:30:00Z,433.778
2021-07-30T07:40:00Z,433.775
2021-07-30T07:50:00Z,433.771
2021-07-30T08:00:00Z,433.767
2021-07-30T08:10:00Z,433.775
2021-07-30T08:20:00Z,433.775
2021-07-30T08:30:00Z,433.767
2021-07-30T08:40:00Z,433.76
2021-07-30T08:50:00Z,433.771
2021-07-30T09:00:00Z,433.766
2021-07-30T09:10:00Z,433.776
2021-07-30T09:20:00Z,433.765
2021-07-30T09:30:00Z,433.762
2021-07-30T09:40:00Z,433.765
2021-07-30T09:50:00Z,433.769
2021-07-30T10:00:00Z,433.769
2021-07-30T10:10:00Z,433.757
2021-07-30T10:20:00Z,433.762
2021-07-30T10:30:00Z,433.763
2021-07-30T10:40:00Z,433.769
2021-07-30T10:50:00Z,433.759
2021-07-30T11:00:00Z,433.756
2021-07-30T11:10:00Z,433.763
2021-07-30T11:20:00Z,433.765
2021-07-30T11:30:00Z,433.763
2021-07-30T11:40:00Z,433.754
2021-07-30T11:50:00Z,433.76
2021-07-30T12:00:00Z,433.764
2021-07-30T12:10:00Z,433.764
2021-07-30T12:20:00Z,433.755
2021-07-30T12:30:00Z,433.755
2021-07-30T12:40:00Z,433.76
2021-07-30T12:50:00Z,433.763
2021-07-30T13:00:00Z,433.755
2021-07-30T13:10:00Z,433.755
2021-07-30T13:20:00Z,433.755
2021-07-30T13:30:00Z,433.759
2021-07-30T13:40:00Z,433.757
2021-07-30T13:50:00Z,433.752
2021-07-30T14:00:00Z,433.754
2021-07-30T14:10:00Z,433.749
2021-07-30T14:20:00Z,433.747
2021-07-30T14:30:00Z,433.719
2021-07-30T14:40:00Z,433.757
2021-07-30T14:50:00Z,433.754
2021-07-30T15:00:00Z,433.767
2021-07-30T15:10:00Z,433.767
2021-07-30T15:20:00Z,433.776
2021-07-30T15:30:00Z,433.723
2021-07-30T15:40:00Z,433.779
2021-07-30T15:50:00Z,433.748
2021-07-30T16:00:00Z,433.789
2021-07-30T16:10:00Z,433.739
2021-07-30T16:20:00Z,433.735
2021-07-30T16:30:00Z,433.773
2021-07-30T16:40:00Z,433.758
2021-07-30T16:50:00Z,433.771
2021-07-30T17:00:00Z,433.726
2021-07-30T17:10:00Z,433.768
2021-07-30T17:20:00Z,433.785
2021-07-30T17:30:00Z,433.758
2021-07-30T17:40:00Z,433.763
2021-07-30T17:50:00Z,433.75
2021-07-30T18:00:00Z,433.783
2021-07-30T18:10:00Z,433.773
2021-07-30T18:20:00Z,433.75
2021-07-30T18:30:00Z,433.759
2021-07-30T18:40:00Z,433.766
2021-07-30T18:50:00Z,433.778
2021-07-30T19:00:00Z,433.767
2021-07-30T19:10:00Z,433.746
2021-07-30T19:20:00Z,433.777
2021-07-30T19:30:00Z,433.757
2021-07-30T19:40:00Z,433.78
2021-07-30T19:50:00Z,433.751
2021-07-30T20:00:00Z,433.757
2021-07-30T20:10:00Z,433.775
2021-07-30T20:20:00Z,433.757
2021-07-30T20:30:00Z,433.776
2021-07-30T20:40:00Z,433.74
2021-07-30T20:50:00Z,433.772
2021-07-30T21:00:00Z,433.777
2021-07-30T21:10:00Z,433.763
2021-07-30T21:20:00Z,433.775
2021-07-30T21:30:00Z,433.749
2021-07-30T21:40:00Z,433.787
2021-07-30T21:50:00Z,433.764
2021-07-30T22:00:00Z,433.769
2021-07-30T22:10:00Z,433.77
2021-07-30T22:20:00Z,433.78
2021-07-30T22:30:00Z,433.782
2021-07-30T22:40:00Z,433.776
2021-07-30T22:50:00Z,433.769
2021-07-30T23:00:00Z,433.785
2021-07-30T23:10:00Z,433.771
2021-07-30T23:20:00Z,433.793
2021-07-30T23:30:00Z,433.763
2021-07-30T23:40:00Z,433.782
2021-07-30T23:50:00Z,433.778
2021-07-31T00:00:00Z,433.781
2021-07-31T00:10:00Z,433.786
2021-07-31T00:20:00Z,433.763
2021-07-31T00:30:00Z,433.788
2021-07-31T00:40:00Z,433.776
