Time,BAFU_2473_AbflussPneumatikFluss
2021-07-28T06:25:00Z,373.31
2021-07-28T06:30:00Z,374.268
2021-07-28T06:35:00Z,375.707
2021-07-28T06:40:00Z,376.187
2021-07-28T06:45:00Z,376.907
2021-07-28T06:50:00Z,377.147
2021-07-28T06:55:00Z,377.628
2021-07-28T07:00:00Z,378.109
2021-07-28T07:05:00Z,378.59
2021-07-28T07:10:00Z,379.07
2021-07-28T07:15:00Z,379.552
2021-07-28T07:20:00Z,379.07
2021-07-28T07:25:00Z,378.83
2021-07-28T07:30:00Z,379.311
2021-07-28T07:35:00Z,379.311
2021-07-28T07:40:00Z,379.07
2021-07-28T07:45:00Z,379.793
2021-07-28T07:50:00Z,380.515
2021-07-28T07:55:00Z,381.479
2021-07-28T08:00:00Z,382.203
2021-07-28T08:05:00Z,382.927
2021-07-28T08:10:00Z,383.893
2021-07-28T08:15:00Z,384.86
2021-07-28T08:20:00Z,386.553
2021-07-28T08:25:00Z,388.249
2021-07-28T08:30:00Z,390.191
2021-07-28T08:35:00Z,392.135
2021-07-28T08:40:00Z,394.326
2021-07-28T08:45:00Z,397.009
2021-07-28T08:50:00Z,399.208
2021-07-28T08:55:00Z,402.147
2021-07-28T09:00:00Z,405.829
2021-07-28T09:05:00Z,406.813
2021-07-28T09:10:00Z,410.51
2021-07-28T09:15:00Z,413.227
2021-07-28T09:20:00Z,415.702
2021-07-28T09:25:00Z,417.685
2021-07-28T09:30:00Z,420.169
2021-07-28T09:35:00Z,422.159
2021-07-28T09:40:00Z,424.152
2021-07-28T09:45:00Z,425.898
2021-07-28T09:50:00Z,427.397
2021-07-28T09:55:00Z,429.147
2021-07-28T10:00:00Z,431.401
2021-07-28T10:05:00Z,433.407
2021-07-28T10:10:00Z,435.668
2021-07-28T10:15:00Z,438.185
2021-07-28T10:20:00Z,440.454
2021-07-28T10:25:00Z,442.726
2021-07-28T10:30:00Z,444.496
2021-07-28T10:35:00Z,446.775
2021-07-28T10:40:00Z,448.549
2021-07-28T10:45:00Z,449.819
2021-07-28T10:50:00Z,451.089
2021-07-28T10:55:00Z,452.615
2021-07-28T11:00:00Z,454.397
2021-07-28T11:05:00Z,456.947
2021-07-28T11:10:00Z,459.245
2021-07-28T11:15:00Z,462.572
2021-07-28T11:20:00Z,465.392
2021-07-28T11:25:00Z,468.732
2021-07-28T11:30:00Z,472.08
2021-07-28T11:35:00Z,475.952
2021-07-28T11:40:00Z,480.093
2021-07-28T11:45:00Z,484.245
2021-07-28T11:50:00Z,487.367
2021-07-28T11:55:00Z,490.495
2021-07-28T12:00:00Z,493.629
2021-07-28T12:05:00Z,496.508
2021-07-28T12:10:00Z,498.867
2021-07-28T12:15:00Z,501.229
2021-07-28T12:20:00Z,502.543
2021-07-28T12:25:00Z,504.385
2021-07-28T12:30:00Z,505.701
2021-07-28T12:35:00Z,507.546
2021-07-28T12:40:00Z,508.337
2021-07-28T12:45:00Z,508.601
2021-07-28T12:50:00Z,508.865
2021-07-28T12:55:00Z,508.337
2021-07-28T13:00:00Z,508.337
2021-07-28T13:05:00Z,507.81
2021-07-28T13:10:00Z,507.283
2021-07-28T13:15:00Z,506.755
2021-07-28T13:20:00Z,507.019
2021-07-28T13:25:00Z,506.492
2021-07-28T13:30:00Z,506.228
2021-07-28T13:35:00Z,505.701
2021-07-28T13:40:00Z,505.437
2021-07-28T13:45:00Z,505.174
2021-07-28T13:50:00Z,505.701
2021-07-28T13:55:00Z,505.701
2021-07-28T14:00:00Z,506.492
2021-07-28T14:05:00Z,507.81
2021-07-28T14:10:00Z,507.81
2021-07-28T14:15:00Z,508.073
2021-07-28T14:20:00Z,508.601
2021-07-28T14:25:00Z,509.129
2021-07-28T14:30:00Z,509.393
2021-07-28T14:35:00Z,508.337
2021-07-28T14:40:00Z,507.81
2021-07-28T14:45:00Z,506.755
2021-07-28T14:50:00Z,505.965
2021-07-28T14:55:00Z,504.648
2021-07-28T15:00:00Z,502.28
2021-07-28T15:05:00Z,500.178
2021-07-28T15:10:00Z,497.293
2021-07-28T15:15:00Z,494.152
2021-07-28T15:20:00Z,491.278
2021-07-28T15:25:00Z,487.628
2021-07-28T15:30:00Z,485.286
2021-07-28T15:35:00Z,483.207
2021-07-28T15:40:00Z,482.687
2021-07-28T15:45:00Z,481.908
2021-07-28T15:50:00Z,482.428
2021-07-28T15:55:00Z,483.207
2021-07-28T16:00:00Z,484.505
2021-07-28T16:05:00Z,485.286
2021-07-28T16:10:00Z,486.066
2021-07-28T16:15:00Z,487.106
2021-07-28T16:20:00Z,487.106
2021-07-28T16:25:00Z,487.367
2021-07-28T16:30:00Z,487.628
2021-07-28T16:35:00Z,486.846
2021-07-28T16:40:00Z,486.066
2021-07-28T16:45:00Z,485.546
2021-07-28T16:50:00Z,483.726
2021-07-28T16:55:00Z,482.428
2021-07-28T17:00:00Z,480.612
2021-07-28T17:05:00Z,480.093
2021-07-28T17:10:00Z,479.834
2021-07-28T17:15:00Z,478.798
2021-07-28T17:20:00Z,479.316
2021-07-28T17:25:00Z,479.575
2021-07-28T17:30:00Z,479.057
2021-07-28T17:35:00Z,479.575
2021-07-28T17:40:00Z,479.057
2021-07-28T17:45:00Z,478.798
2021-07-28T17:50:00Z,478.539
2021-07-28T17:55:00Z,477.763
2021-07-28T18:00:00Z,476.211
2021-07-28T18:05:00Z,474.661
2021-07-28T18:10:00Z,472.854
2021-07-28T18:15:00Z,471.049
2021-07-28T18:20:00Z,468.989
2021-07-28T18:25:00Z,467.19
2021-07-28T18:30:00Z,465.906
2021-07-28T18:35:00Z,463.853
