Time,BAFU_2018_AbflussPneumatik
2021-07-17T20:55:00Z,583.491
2021-07-17T21:00:00Z,583.491
2021-07-17T21:05:00Z,583.721
2021-07-17T21:10:00Z,583.032
2021-07-17T21:15:00Z,582.344
2021-07-17T21:20:00Z,582.114
2021-07-17T21:25:00Z,581.656
2021-07-17T21:30:00Z,581.885
2021-07-17T21:35:00Z,581.885
2021-07-17T21:40:00Z,581.197
2021-07-17T21:45:00Z,581.197
2021-07-17T21:50:00Z,580.739
2021-07-17T21:55:00Z,580.28
2021-07-17T22:00:00Z,580.28
2021-07-17T22:05:00Z,580.739
2021-07-17T22:10:00Z,580.509
2021-07-17T22:15:00Z,580.28
2021-07-17T22:20:00Z,580.28
2021-07-17T22:25:00Z,580.509
2021-07-17T22:30:00Z,580.509
2021-07-17T22:35:00Z,580.509
2021-07-17T22:40:00Z,580.28
2021-07-17T22:45:00Z,580.28
2021-07-17T22:50:00Z,579.822
2021-07-17T22:55:00Z,580.051
2021-07-17T23:00:00Z,580.051
2021-07-17T23:05:00Z,579.592
2021-07-17T23:10:00Z,579.363
2021-07-17T23:15:00Z,578.905
2021-07-17T23:20:00Z,579.363
2021-07-17T23:25:00Z,578.905
2021-07-17T23:30:00Z,579.134
2021-07-17T23:35:00Z,578.905
2021-07-17T23:40:00Z,579.363
2021-07-17T23:45:00Z,579.363
2021-07-17T23:50:00Z,580.051
2021-07-17T23:55:00Z,579.822
2021-07-18T00:00:00Z,579.363
2021-07-18T00:05:00Z,579.822
2021-07-18T00:10:00Z,580.051
2021-07-18T00:15:00Z,580.051
2021-07-18T00:20:00Z,580.28
2021-07-18T00:25:00Z,580.509
2021-07-18T00:30:00Z,580.28
2021-07-18T00:35:00Z,581.197
2021-07-18T00:40:00Z,581.656
2021-07-18T00:45:00Z,582.114
2021-07-18T00:50:00Z,582.573
2021-07-18T00:55:00Z,582.114
2021-07-18T01:00:00Z,582.344
2021-07-18T01:05:00Z,582.803
2021-07-18T01:10:00Z,583.032
2021-07-18T01:15:00Z,583.262
2021-07-18T01:20:00Z,582.803
2021-07-18T01:25:00Z,583.032
2021-07-18T01:30:00Z,582.803
2021-07-18T01:35:00Z,583.262
2021-07-18T01:40:00Z,583.721
2021-07-18T01:45:00Z,583.721
2021-07-18T01:50:00Z,583.491
2021-07-18T01:55:00Z,584.18
2021-07-18T02:00:00Z,584.18
2021-07-18T02:05:00Z,584.869
2021-07-18T02:10:00Z,585.099
2021-07-18T02:15:00Z,585.558
2021-07-18T02:20:00Z,585.328
2021-07-18T02:25:00Z,585.328
2021-07-18T02:30:00Z,585.788
2021-07-18T02:35:00Z,586.018
2021-07-18T02:40:00Z,586.707
2021-07-18T02:45:00Z,586.937
2021-07-18T02:50:00Z,587.167
2021-07-18T02:55:00Z,587.627
2021-07-18T03:00:00Z,587.397
2021-07-18T03:05:00Z,587.857
2021-07-18T03:10:00Z,588.087
2021-07-18T03:15:00Z,587.857
2021-07-18T03:20:00Z,588.547
2021-07-18T03:25:00Z,588.547
2021-07-18T03:30:00Z,588.777
2021-07-18T03:35:00Z,588.777
2021-07-18T03:40:00Z,588.777
2021-07-18T03:45:00Z,589.007
2021-07-18T03:50:00Z,589.698
2021-07-18T03:55:00Z,590.158
2021-07-18T04:00:00Z,590.158
2021-07-18T04:05:00Z,590.849
2021-07-18T04:10:00Z,591.079
2021-07-18T04:15:00Z,591.54
2021-07-18T04:20:00Z,590.849
2021-07-18T04:25:00Z,591.77
2021-07-18T04:30:00Z,591.54
2021-07-18T04:35:00Z,591.54
2021-07-18T04:40:00Z,591.31
2021-07-18T04:45:00Z,592.001
2021-07-18T04:50:00Z,591.54
2021-07-18T04:55:00Z,591.77
2021-07-18T05:00:00Z,592.231
2021-07-18T05:05:00Z,592.001
2021-07-18T05:10:00Z,592.462
2021-07-18T05:15:00Z,592.462
2021-07-18T05:20:00Z,593.154
2021-07-18T05:25:00Z,592.692
2021-07-18T05:30:00Z,593.154
2021-07-18T05:35:00Z,593.154
2021-07-18T05:40:00Z,593.384
2021-07-18T05:45:00Z,593.384
2021-07-18T05:50:00Z,593.615
2021-07-18T05:55:00Z,593.845
2021-07-18T06:00:00Z,594.076
2021-07-18T06:05:00Z,594.307
2021-07-18T06:10:00Z,594.307
2021-07-18T06:15:00Z,594.768
2021-07-18T06:20:00Z,595.23
2021-07-18T06:25:00Z,594.768
2021-07-18T06:30:00Z,594.999
2021-07-18T06:35:00Z,594.999
2021-07-18T06:40:00Z,595.46
2021-07-18T06:45:00Z,595.23
2021-07-18T06:50:00Z,595.691
2021-07-18T06:55:00Z,595.922
2021-07-18T07:00:00Z,596.384
2021-07-18T07:05:00Z,596.846
2021-07-18T07:10:00Z,597.077
2021-07-18T07:15:00Z,597.77
2021-07-18T07:20:00Z,597.77
2021-07-18T07:25:00Z,598.001
2021-07-18T07:30:00Z,597.77
2021-07-18T07:35:00Z,597.539
2021-07-18T07:40:00Z,597.539
2021-07-18T07:45:00Z,598.232
2021-07-18T07:50:00Z,597.539
2021-07-18T07:55:00Z,597.77
2021-07-18T08:00:00Z,598.001
2021-07-18T08:05:00Z,597.77
2021-07-18T08:10:00Z,597.077
2021-07-18T08:15:00Z,597.539
2021-07-18T08:20:00Z,597.77
2021-07-18T08:25:00Z,597.308
2021-07-18T08:30:00Z,597.308
2021-07-18T08:35:00Z,597.308
2021-07-18T08:40:00Z,597.077
2021-07-18T08:45:00Z,597.539
2021-07-18T08:50:00Z,597.308
2021-07-18T08:55:00Z,597.539
2021-07-18T09:00:00Z,597.539
2021-07-18T09:05:00Z,597.308
2021-07-18T09:10:00Z,596.846
