Time,BAFU_2484_PegelPneumatik
2021-07-13T03:20:00Z,448.126
2021-07-13T03:30:00Z,448.126
2021-07-13T03:40:00Z,448.126
2021-07-13T03:50:00Z,448.127
2021-07-13T04:00:00Z,448.128
2021-07-13T04:10:00Z,448.129
2021-07-13T04:20:00Z,448.129
2021-07-13T04:30:00Z,448.129
2021-07-13T04:40:00Z,448.129
2021-07-13T04:50:00Z,448.128
2021-07-13T05:00:00Z,448.127
2021-07-13T05:10:00Z,448.129
2021-07-13T05:20:00Z,448.129
2021-07-13T05:30:00Z,448.129
2021-07-13T05:40:00Z,448.13
2021-07-13T05:50:00Z,448.132
2021-07-13T06:00:00Z,448.133
2021-07-13T06:10:00Z,448.135
2021-07-13T06:20:00Z,448.136
2021-07-13T06:30:00Z,448.138
2021-07-13T06:40:00Z,448.141
2021-07-13T06:50:00Z,448.143
2021-07-13T07:00:00Z,448.145
2021-07-13T07:10:00Z,448.149
2021-07-13T07:20:00Z,448.152
2021-07-13T07:30:00Z,448.156
2021-07-13T07:40:00Z,448.16
2021-07-13T07:50:00Z,448.165
2021-07-13T08:00:00Z,448.169
2021-07-13T08:10:00Z,448.174
2021-07-13T08:20:00Z,448.179
2021-07-13T08:30:00Z,448.185
2021-07-13T08:40:00Z,448.191
2021-07-13T08:50:00Z,448.197
2021-07-13T09:00:00Z,448.202
2021-07-13T09:10:00Z,448.209
2021-07-13T09:20:00Z,448.215
2021-07-13T09:30:00Z,448.221
2021-07-13T09:40:00Z,448.227
2021-07-13T09:50:00Z,448.233
2021-07-13T10:00:00Z,448.239
2021-07-13T10:10:00Z,448.244
2021-07-13T10:20:00Z,448.249
2021-07-13T10:30:00Z,448.254
2021-07-13T10:40:00Z,448.259
2021-07-13T10:50:00Z,448.265
2021-07-13T11:00:00Z,448.27
2021-07-13T11:10:00Z,448.274
2021-07-13T11:20:00Z,448.279
2021-07-13T11:30:00Z,448.284
2021-07-13T11:40:00Z,448.289
2021-07-13T11:50:00Z,448.295
2021-07-13T12:00:00Z,448.3
2021-07-13T12:10:00Z,448.305
2021-07-13T12:20:00Z,448.312
2021-07-13T12:30:00Z,448.318
2021-07-13T12:40:00Z,448.325
2021-07-13T12:50:00Z,448.332
2021-07-13T13:00:00Z,448.338
2021-07-13T13:10:00Z,448.344
2021-07-13T13:20:00Z,448.35
2021-07-13T13:30:00Z,448.355
2021-07-13T13:40:00Z,448.361
2021-07-13T13:50:00Z,448.368
2021-07-13T14:00:00Z,448.374
2021-07-13T14:10:00Z,448.381
2021-07-13T14:20:00Z,448.386
2021-07-13T14:30:00Z,448.391
2021-07-13T14:40:00Z,448.396
2021-07-13T14:50:00Z,448.402
2021-07-13T15:00:00Z,448.407
2021-07-13T15:10:00Z,448.412
2021-07-13T15:20:00Z,448.417
2021-07-13T15:30:00Z,448.421
2021-07-13T15:40:00Z,448.426
2021-07-13T15:50:00Z,448.43
2021-07-13T16:00:00Z,448.434
2021-07-13T16:10:00Z,448.437
2021-07-13T16:20:00Z,448.441
2021-07-13T16:30:00Z,448.445
2021-07-13T16:40:00Z,448.448
