Time,BAFU_2016_AbflussPneumatikoben
2021-07-29T21:35:00Z,785.438
2021-07-29T21:40:00Z,785.015
2021-07-29T21:45:00Z,784.591
2021-07-29T21:50:00Z,784.167
2021-07-29T21:55:00Z,783.532
2021-07-29T22:00:00Z,782.261
2021-07-29T22:05:00Z,781.204
2021-07-29T22:10:00Z,779.723
2021-07-29T22:15:00Z,778.878
2021-07-29T22:20:00Z,777.611
2021-07-29T22:25:00Z,776.977
2021-07-29T22:30:00Z,776.977
2021-07-29T22:35:00Z,776.977
2021-07-29T22:40:00Z,776.555
2021-07-29T22:45:00Z,775.922
2021-07-29T22:50:00Z,775.711
2021-07-29T22:55:00Z,775.711
2021-07-29T23:00:00Z,774.867
2021-07-29T23:05:00Z,774.235
2021-07-29T23:10:00Z,773.813
2021-07-29T23:15:00Z,773.181
2021-07-29T23:20:00Z,773.602
2021-07-29T23:25:00Z,773.392
2021-07-29T23:30:00Z,774.024
2021-07-29T23:35:00Z,774.446
2021-07-29T23:40:00Z,774.657
2021-07-29T23:45:00Z,774.867
2021-07-29T23:50:00Z,775.289
2021-07-29T23:55:00Z,776.133
2021-07-30T00:00:00Z,776.555
2021-07-30T00:05:00Z,776.555
2021-07-30T00:10:00Z,776.977
2021-07-30T00:15:00Z,777.611
2021-07-30T00:20:00Z,778.244
2021-07-30T00:25:00Z,779.301
2021-07-30T00:30:00Z,779.935
2021-07-30T00:35:00Z,780.992
2021-07-30T00:40:00Z,781.415
2021-07-30T00:45:00Z,781.627
2021-07-30T00:50:00Z,781.838
2021-07-30T00:55:00Z,782.261
2021-07-30T01:00:00Z,780.992
2021-07-30T01:05:00Z,780.569
2021-07-30T01:10:00Z,779.935
2021-07-30T01:15:00Z,778.667
2021-07-30T01:20:00Z,778.244
2021-07-30T01:25:00Z,778.244
2021-07-30T01:30:00Z,778.033
2021-07-30T01:35:00Z,777.822
2021-07-30T01:40:00Z,777.399
2021-07-30T01:45:00Z,777.399
2021-07-30T01:50:00Z,777.399
2021-07-30T01:55:00Z,776.977
2021-07-30T02:00:00Z,776.766
2021-07-30T02:05:00Z,776.344
2021-07-30T02:10:00Z,775.5
2021-07-30T02:15:00Z,774.446
2021-07-30T02:20:00Z,774.867
2021-07-30T02:25:00Z,774.235
2021-07-30T02:30:00Z,774.235
2021-07-30T02:35:00Z,774.867
2021-07-30T02:40:00Z,775.289
2021-07-30T02:45:00Z,775.922
2021-07-30T02:50:00Z,776.344
2021-07-30T02:55:00Z,776.555
2021-07-30T03:00:00Z,777.399
2021-07-30T03:05:00Z,777.611
2021-07-30T03:10:00Z,777.822
2021-07-30T03:15:00Z,778.033
2021-07-30T03:20:00Z,777.611
2021-07-30T03:25:00Z,777.399
2021-07-30T03:30:00Z,776.555
2021-07-30T03:35:00Z,775.922
2021-07-30T03:40:00Z,775.5
2021-07-30T03:45:00Z,774.235
2021-07-30T03:50:00Z,773.602
2021-07-30T03:55:00Z,772.549
2021-07-30T04:00:00Z,771.917
2021-07-30T04:05:00Z,771.496
2021-07-30T04:10:00Z,768.761
2021-07-30T04:15:00Z,769.602
2021-07-30T04:20:00Z,769.392
2021-07-30T04:25:00Z,767.92
2021-07-30T04:30:00Z,768.341
2021-07-30T04:35:00Z,768.13
2021-07-30T04:40:00Z,767.71
2021-07-30T04:45:00Z,768.551
2021-07-30T04:50:00Z,769.181
2021-07-30T04:55:00Z,770.233
2021-07-30T05:00:00Z,771.285
2021-07-30T05:05:00Z,772.339
2021-07-30T05:10:00Z,772.97
2021-07-30T05:15:00Z,773.392
2021-07-30T05:20:00Z,774.446
2021-07-30T05:25:00Z,774.024
2021-07-30T05:30:00Z,774.235
2021-07-30T05:35:00Z,773.392
2021-07-30T05:40:00Z,772.97
2021-07-30T05:45:00Z,772.97
