Time,BAFU_2243_AbflussRadarBruecke
2021-07-20T15:25:00Z,327.532
2021-07-20T15:30:00Z,327.532
2021-07-20T15:35:00Z,323.905
2021-07-20T15:40:00Z,326.321
2021-07-20T15:45:00Z,324.388
2021-07-20T15:50:00Z,325.353
2021-07-20T15:55:00Z,325.112
2021-07-20T16:00:00Z,324.146
2021-07-20T16:05:00Z,326.806
2021-07-20T16:10:00Z,324.146
2021-07-20T16:15:00Z,325.112
2021-07-20T16:20:00Z,325.837
2021-07-20T16:25:00Z,326.079
2021-07-20T16:30:00Z,325.595
2021-07-20T16:35:00Z,325.595
2021-07-20T16:40:00Z,326.564
2021-07-20T16:45:00Z,324.388
2021-07-20T16:50:00Z,323.422
2021-07-20T16:55:00Z,323.664
2021-07-20T17:00:00Z,325.112
2021-07-20T17:05:00Z,321.254
2021-07-20T17:10:00Z,322.458
2021-07-20T17:15:00Z,321.495
2021-07-20T17:20:00Z,324.629
2021-07-20T17:25:00Z,324.388
2021-07-20T17:30:00Z,324.388
2021-07-20T17:35:00Z,321.013
2021-07-20T17:40:00Z,323.664
2021-07-20T17:45:00Z,324.146
2021-07-20T17:50:00Z,324.146
2021-07-20T17:55:00Z,324.629
2021-07-20T18:00:00Z,323.181
2021-07-20T18:05:00Z,324.388
2021-07-20T18:10:00Z,319.812
2021-07-20T18:15:00Z,321.976
2021-07-20T18:20:00Z,323.664
2021-07-20T18:25:00Z,323.422
2021-07-20T18:30:00Z,323.181
2021-07-20T18:35:00Z,322.458
2021-07-20T18:40:00Z,323.664
2021-07-20T18:45:00Z,321.976
2021-07-20T18:50:00Z,322.699
2021-07-20T18:55:00Z,327.29
2021-07-20T19:00:00Z,323.905
2021-07-20T19:05:00Z,323.422
2021-07-20T19:10:00Z,322.939
2021-07-20T19:15:00Z,322.458
2021-07-20T19:20:00Z,320.052
2021-07-20T19:25:00Z,323.422
2021-07-20T19:30:00Z,320.773
2021-07-20T19:35:00Z,322.699
2021-07-20T19:40:00Z,321.736
2021-07-20T19:45:00Z,321.736
2021-07-20T19:50:00Z,321.254
2021-07-20T19:55:00Z,321.736
2021-07-20T20:00:00Z,319.572
2021-07-20T20:05:00Z,322.699
2021-07-20T20:10:00Z,320.532
2021-07-20T20:15:00Z,321.736
2021-07-20T20:20:00Z,318.851
2021-07-20T20:25:00Z,321.736
2021-07-20T20:30:00Z,322.458
2021-07-20T20:35:00Z,321.736
2021-07-20T20:40:00Z,318.371
2021-07-20T20:45:00Z,320.292
2021-07-20T20:50:00Z,321.736
2021-07-20T20:55:00Z,319.572
2021-07-20T21:00:00Z,320.773
2021-07-20T21:05:00Z,320.532
2021-07-20T21:10:00Z,319.572
2021-07-20T21:15:00Z,319.572
2021-07-20T21:20:00Z,321.495
2021-07-20T21:25:00Z,319.332
2021-07-20T21:30:00Z,320.773
2021-07-20T21:35:00Z,319.332
2021-07-20T21:40:00Z,319.092
2021-07-20T21:45:00Z,320.292
2021-07-20T21:50:00Z,319.572
2021-07-20T21:55:00Z,320.532
2021-07-20T22:00:00Z,318.851
2021-07-20T22:05:00Z,317.413
2021-07-20T22:10:00Z,318.851
2021-07-20T22:15:00Z,321.495
2021-07-20T22:20:00Z,320.773
2021-07-20T22:25:00Z,319.812
2021-07-20T22:30:00Z,320.773
2021-07-20T22:35:00Z,319.332
2021-07-20T22:40:00Z,318.851
2021-07-20T22:45:00Z,320.773
2021-07-20T22:50:00Z,320.532
2021-07-20T22:55:00Z,319.092
2021-07-20T23:00:00Z,319.332
2021-07-20T23:05:00Z,319.332
2021-07-20T23:10:00Z,319.332
2021-07-20T23:15:00Z,321.254
2021-07-20T23:20:00Z,318.611
2021-07-20T23:25:00Z,319.092
2021-07-20T23:30:00Z,320.532
2021-07-20T23:35:00Z,320.773
2021-07-20T23:40:00Z,320.773
2021-07-20T23:45:00Z,321.495
2021-07-20T23:50:00Z,322.458
2021-07-20T23:55:00Z,321.736
2021-07-21T00:00:00Z,320.773
2021-07-21T00:05:00Z,319.812
2021-07-21T00:10:00Z,320.052
2021-07-21T00:15:00Z,321.254
2021-07-21T00:20:00Z,321.495
2021-07-21T00:25:00Z,320.052
2021-07-21T00:30:00Z,321.013
2021-07-21T00:35:00Z,321.013
2021-07-21T00:40:00Z,323.181
2021-07-21T00:45:00Z,318.371
2021-07-21T00:50:00Z,319.332
2021-07-21T00:55:00Z,321.013
2021-07-21T01:00:00Z,319.572
2021-07-21T01:05:00Z,319.812
2021-07-21T01:10:00Z,319.812
2021-07-21T01:15:00Z,321.495
2021-07-21T01:20:00Z,319.092
2021-07-21T01:25:00Z,321.495
2021-07-21T01:30:00Z,317.892
2021-07-21T01:35:00Z,319.092
2021-07-21T01:40:00Z,318.851
2021-07-21T01:45:00Z,320.292
2021-07-21T01:50:00Z,320.532
2021-07-21T01:55:00Z,319.092
2021-07-21T02:00:00Z,320.052
2021-07-21T02:05:00Z,319.332
2021-07-21T02:10:00Z,319.092
2021-07-21T02:15:00Z,318.371
2021-07-21T02:20:00Z,319.092
2021-07-21T02:25:00Z,318.371
2021-07-21T02:30:00Z,318.131
2021-07-21T02:35:00Z,320.052
2021-07-21T02:40:00Z,320.292
2021-07-21T02:45:00Z,317.174
2021-07-21T02:50:00Z,318.611
2021-07-21T02:55:00Z,315.021
2021-07-21T03:00:00Z,318.131
2021-07-21T03:05:00Z,316.695
2021-07-21T03:10:00Z,318.371
2021-07-21T03:15:00Z,315.737
2021-07-21T03:20:00Z,317.174
2021-07-21T03:25:00Z,314.782
2021-07-21T03:30:00Z,317.174
2021-07-21T03:35:00Z,318.131
2021-07-21T03:40:00Z,316.695
2021-07-21T03:45:00Z,316.934
2021-07-21T03:50:00Z,316.934
2021-07-21T03:55:00Z,315.737
2021-07-21T04:00:00Z,316.695
2021-07-21T04:05:00Z,316.695
2021-07-21T04:10:00Z,315.498
2021-07-21T04:15:00Z,318.131
2021-07-21T04:20:00Z,317.413
2021-07-21T04:25:00Z,314.305
2021-07-21T04:30:00Z,317.652
2021-07-21T04:35:00Z,316.695
2021-07-21T04:40:00Z,314.782
2021-07-21T04:45:00Z,316.934
2021-07-21T04:50:00Z,316.934
2021-07-21T04:55:00Z,315.26
