Time,BAFU_2088_PegelRadar
2021-07-29T17:40:00Z,469.757
2021-07-29T17:50:00Z,469.758
2021-07-29T18:00:00Z,469.76
2021-07-29T18:10:00Z,469.761
2021-07-29T18:20:00Z,469.763
2021-07-29T18:30:00Z,469.764
2021-07-29T18:40:00Z,469.764
2021-07-29T18:50:00Z,469.765
2021-07-29T19:00:00Z,469.766
2021-07-29T19:10:00Z,469.768
2021-07-29T19:20:00Z,469.769
2021-07-29T19:30:00Z,469.771
2021-07-29T19:40:00Z,469.772
2021-07-29T19:50:00Z,469.773
2021-07-29T20:00:00Z,469.774
2021-07-29T20:10:00Z,469.774
2021-07-29T20:20:00Z,469.775
2021-07-29T20:30:00Z,469.776
2021-07-29T20:40:00Z,469.777
2021-07-29T20:50:00Z,469.777
2021-07-29T21:00:00Z,469.778
2021-07-29T21:10:00Z,469.779
2021-07-29T21:20:00Z,469.78
2021-07-29T21:30:00Z,469.781
2021-07-29T21:40:00Z,469.781
2021-07-29T21:50:00Z,469.783
2021-07-29T22:00:00Z,469.783
2021-07-29T22:10:00Z,469.784
2021-07-29T22:20:00Z,469.784
2021-07-29T22:30:00Z,469.784
2021-07-29T22:40:00Z,469.784
2021-07-29T22:50:00Z,469.783
2021-07-29T23:00:00Z,469.782
2021-07-29T23:10:00Z,469.781
2021-07-29T23:20:00Z,469.78
2021-07-29T23:30:00Z,469.78
2021-07-29T23:40:00Z,469.772
2021-07-29T23:50:00Z,469.774
2021-07-30T00:00:00Z,469.778
2021-07-30T00:10:00Z,469.777
2021-07-30T00:20:00Z,469.776
2021-07-30T00:30:00Z,469.774
2021-07-30T00:40:00Z,469.774
2021-07-30T00:50:00Z,469.773
2021-07-30T01:00:00Z,469.772
2021-07-30T01:10:00Z,469.77
2021-07-30T01:20:00Z,469.77
2021-07-30T01:30:00Z,469.769
2021-07-30T01:40:00Z,469.768
2021-07-30T01:50:00Z,469.767
2021-07-30T02:00:00Z,469.764
2021-07-30T02:10:00Z,469.765
2021-07-30T02:20:00Z,469.764
2021-07-30T02:30:00Z,469.763
2021-07-30T02:40:00Z,469.763
2021-07-30T02:50:00Z,469.761
2021-07-30T03:00:00Z,469.76
2021-07-30T03:10:00Z,469.76
2021-07-30T03:20:00Z,469.758
2021-07-30T03:30:00Z,469.758
2021-07-30T03:40:00Z,469.757
2021-07-30T03:50:00Z,469.756
2021-07-30T04:00:00Z,469.755
2021-07-30T04:10:00Z,469.754
2021-07-30T04:20:00Z,469.754
2021-07-30T04:30:00Z,469.753
2021-07-30T04:40:00Z,469.752
2021-07-30T04:50:00Z,469.751
2021-07-30T05:00:00Z,469.75
2021-07-30T05:10:00Z,469.749
2021-07-30T05:20:00Z,469.748
2021-07-30T05:30:00Z,469.746
2021-07-30T05:40:00Z,469.748
2021-07-30T05:50:00Z,469.748
2021-07-30T06:00:00Z,469.749
2021-07-30T06:10:00Z,469.75
2021-07-30T06:20:00Z,469.75
2021-07-30T06:30:00Z,469.752
2021-07-30T06:40:00Z,469.753
2021-07-30T06:50:00Z,469.753
2021-07-30T07:00:00Z,469.752
2021-07-30T07:10:00Z,469.754
