Time,BAFU_2017_PegelDrucksondeSchacht
2021-07-29T23:05:00Z,414.228
2021-07-29T23:10:00Z,414.227
2021-07-29T23:15:00Z,414.226
2021-07-29T23:20:00Z,414.227
2021-07-29T23:25:00Z,414.227
2021-07-29T23:30:00Z,414.226
2021-07-29T23:35:00Z,414.224
2021-07-29T23:40:00Z,414.226
2021-07-29T23:45:00Z,414.228
2021-07-29T23:50:00Z,414.225
2021-07-29T23:55:00Z,414.226
2021-07-30T00:00:00Z,414.227
2021-07-30T00:05:00Z,414.226
2021-07-30T00:10:00Z,414.225
2021-07-30T00:15:00Z,414.225
2021-07-30T00:20:00Z,414.226
2021-07-30T00:25:00Z,414.224
2021-07-30T00:30:00Z,414.224
2021-07-30T00:35:00Z,414.227
2021-07-30T00:40:00Z,414.229
2021-07-30T00:45:00Z,414.224
2021-07-30T00:50:00Z,414.223
2021-07-30T00:55:00Z,414.228
2021-07-30T01:00:00Z,414.227
2021-07-30T01:05:00Z,414.223
2021-07-30T01:10:00Z,414.223
2021-07-30T01:15:00Z,414.228
2021-07-30T01:20:00Z,414.225
2021-07-30T01:25:00Z,414.221
2021-07-30T01:30:00Z,414.224
2021-07-30T01:35:00Z,414.226
2021-07-30T01:40:00Z,414.222
2021-07-30T01:45:00Z,414.223
2021-07-30T01:50:00Z,414.224
2021-07-30T01:55:00Z,414.225
2021-07-30T02:00:00Z,414.224
2021-07-30T02:05:00Z,414.223
2021-07-30T02:10:00Z,414.221
2021-07-30T02:15:00Z,414.225
2021-07-30T02:20:00Z,414.224
2021-07-30T02:25:00Z,414.221
2021-07-30T02:30:00Z,414.223
2021-07-30T02:35:00Z,414.226
2021-07-30T02:40:00Z,414.223
2021-07-30T02:45:00Z,414.222
2021-07-30T02:50:00Z,414.224
2021-07-30T02:55:00Z,414.223
2021-07-30T03:00:00Z,414.222
2021-07-30T03:05:00Z,414.223
2021-07-30T03:10:00Z,414.224
2021-07-30T03:15:00Z,414.223
2021-07-30T03:20:00Z,414.221
2021-07-30T03:25:00Z,414.223
2021-07-30T03:30:00Z,414.223
2021-07-30T03:35:00Z,414.223
2021-07-30T03:40:00Z,414.222
2021-07-30T03:45:00Z,414.223
2021-07-30T03:50:00Z,414.222
2021-07-30T03:55:00Z,414.222
2021-07-30T04:00:00Z,414.222
2021-07-30T04:05:00Z,414.222
2021-07-30T04:10:00Z,414.222
2021-07-30T04:15:00Z,414.223
2021-07-30T04:20:00Z,414.221
2021-07-30T04:25:00Z,414.221
2021-07-30T04:30:00Z,414.223
2021-07-30T04:35:00Z,414.221
2021-07-30T04:40:00Z,414.221
