Time,BAFU_2056_AbflussPneumatik
2021-07-20T11:15:00Z,94.875
2021-07-20T11:20:00Z,94.781
2021-07-20T11:25:00Z,94.501
2021-07-20T11:30:00Z,94.501
2021-07-20T11:35:00Z,94.033
2021-07-20T11:40:00Z,93.102
2021-07-20T11:45:00Z,93.102
2021-07-20T11:50:00Z,92.915
2021-07-20T11:55:00Z,92.452
2021-07-20T12:00:00Z,92.174
2021-07-20T12:05:00Z,91.343
2021-07-20T12:10:00Z,90.515
2021-07-20T12:15:00Z,90.332
2021-07-20T12:20:00Z,89.417
2021-07-20T12:25:00Z,89.234
2021-07-20T12:30:00Z,88.324
2021-07-20T12:35:00Z,88.506
2021-07-20T12:40:00Z,87.148
2021-07-20T12:45:00Z,86.338
2021-07-20T12:50:00Z,85.71
2021-07-20T12:55:00Z,84.906
2021-07-20T13:00:00Z,83.927
2021-07-20T13:05:00Z,84.283
2021-07-20T13:10:00Z,84.194
2021-07-20T13:15:00Z,83.839
2021-07-20T13:20:00Z,84.283
2021-07-20T13:25:00Z,84.817
2021-07-20T13:30:00Z,84.727
2021-07-20T13:35:00Z,85.084
2021-07-20T13:40:00Z,85.62
2021-07-20T13:45:00Z,85.352
2021-07-20T13:50:00Z,85.531
2021-07-20T13:55:00Z,85.174
2021-07-20T14:00:00Z,85.263
2021-07-20T14:05:00Z,85.531
2021-07-20T14:10:00Z,86.248
2021-07-20T14:15:00Z,86.248
2021-07-20T14:20:00Z,86.428
2021-07-20T14:25:00Z,86.878
2021-07-20T14:30:00Z,87.148
2021-07-20T14:35:00Z,86.788
2021-07-20T14:40:00Z,86.878
2021-07-20T14:45:00Z,85.71
2021-07-20T14:50:00Z,85.084
2021-07-20T14:55:00Z,85.084
2021-07-20T15:00:00Z,83.573
2021-07-20T15:05:00Z,83.308
2021-07-20T15:10:00Z,82.954
2021-07-20T15:15:00Z,81.899
2021-07-20T15:20:00Z,80.588
2021-07-20T15:25:00Z,79.893
2021-07-20T15:30:00Z,79.373
2021-07-20T15:35:00Z,79.893
2021-07-20T15:40:00Z,80.326
2021-07-20T15:45:00Z,81.024
2021-07-20T15:50:00Z,81.024
2021-07-20T15:55:00Z,81.548
2021-07-20T16:00:00Z,82.074
2021-07-20T16:05:00Z,82.602
2021-07-20T16:10:00Z,83.219
2021-07-20T16:15:00Z,83.396
2021-07-20T16:20:00Z,83.75
2021-07-20T16:25:00Z,84.105
2021-07-20T16:30:00Z,84.461
2021-07-20T16:35:00Z,84.194
2021-07-20T16:40:00Z,83.839
2021-07-20T16:45:00Z,83.75
2021-07-20T16:50:00Z,84.105
2021-07-20T16:55:00Z,83.573
2021-07-20T17:00:00Z,83.573
2021-07-20T17:05:00Z,84.461
2021-07-20T17:10:00Z,85.352
2021-07-20T17:15:00Z,86.338
2021-07-20T17:20:00Z,86.968
2021-07-20T17:25:00Z,87.6
2021-07-20T17:30:00Z,88.961
2021-07-20T17:35:00Z,89.691
2021-07-20T17:40:00Z,89.874
2021-07-20T17:45:00Z,90.057
2021-07-20T17:50:00Z,89.417
2021-07-20T17:55:00Z,89.143
2021-07-20T18:00:00Z,89.965
2021-07-20T18:05:00Z,90.515
2021-07-20T18:10:00Z,90.975
2021-07-20T18:15:00Z,90.515
2021-07-20T18:20:00Z,90.424
2021-07-20T18:25:00Z,90.607
2021-07-20T18:30:00Z,90.791
2021-07-20T18:35:00Z,90.699
2021-07-20T18:40:00Z,90.699
2021-07-20T18:45:00Z,90.791
