Time,BAFU_2481_AbflussRadar
2021-07-21T20:15:00Z,41.585
2021-07-21T20:20:00Z,37.864
2021-07-21T20:25:00Z,39.892
2021-07-21T20:30:00Z,41.854
2021-07-21T20:35:00Z,43.024
2021-07-21T20:40:00Z,39.272
2021-07-21T20:45:00Z,39.892
2021-07-21T20:50:00Z,40.959
2021-07-21T20:55:00Z,42.213
2021-07-21T21:00:00Z,41.406
2021-07-21T21:05:00Z,39.449
2021-07-21T21:10:00Z,42.213
2021-07-21T21:15:00Z,39.626
2021-07-21T21:20:00Z,42.663
2021-07-21T21:25:00Z,40.157
2021-07-21T21:30:00Z,39.803
2021-07-21T21:35:00Z,43.657
2021-07-21T21:40:00Z,42.123
2021-07-21T21:45:00Z,43.114
2021-07-21T21:50:00Z,39.98
2021-07-21T21:55:00Z,41.585
2021-07-21T22:00:00Z,41.764
2021-07-21T22:05:00Z,41.317
2021-07-21T22:10:00Z,42.843
2021-07-21T22:15:00Z,40.336
2021-07-21T22:20:00Z,40.692
2021-07-21T22:25:00Z,42.483
2021-07-21T22:30:00Z,40.959
2021-07-21T22:35:00Z,43.114
2021-07-21T22:40:00Z,39.537
2021-07-21T22:45:00Z,40.425
2021-07-21T22:50:00Z,39.803
2021-07-21T22:55:00Z,39.98
2021-07-21T23:00:00Z,41.585
2021-07-21T23:05:00Z,41.764
2021-07-21T23:10:00Z,39.537
2021-07-21T23:15:00Z,39.272
2021-07-21T23:20:00Z,38.303
2021-07-21T23:25:00Z,39.272
2021-07-21T23:30:00Z,39.803
2021-07-21T23:35:00Z,40.069
2021-07-21T23:40:00Z,37.513
2021-07-21T23:45:00Z,37.864
2021-07-21T23:50:00Z,39.183
2021-07-21T23:55:00Z,37.077
2021-07-22T00:00:00Z,39.537
2021-07-22T00:05:00Z,40.247
2021-07-22T00:10:00Z,40.692
2021-07-22T00:15:00Z,39.892
2021-07-22T00:20:00Z,39.803
2021-07-22T00:25:00Z,40.069
2021-07-22T00:30:00Z,40.959
2021-07-22T00:35:00Z,40.514
2021-07-22T00:40:00Z,37.689
2021-07-22T00:45:00Z,38.478
2021-07-22T00:50:00Z,39.715
2021-07-22T00:55:00Z,38.303
2021-07-22T01:00:00Z,40.692
2021-07-22T01:05:00Z,39.537
2021-07-22T01:10:00Z,40.425
2021-07-22T01:15:00Z,40.603
2021-07-22T01:20:00Z,39.892
2021-07-22T01:25:00Z,39.715
2021-07-22T01:30:00Z,39.626
2021-07-22T01:35:00Z,40.157
2021-07-22T01:40:00Z,39.803
2021-07-22T01:45:00Z,39.183
2021-07-22T01:50:00Z,38.743
2021-07-22T01:55:00Z,39.095
2021-07-22T02:00:00Z,39.626
2021-07-22T02:05:00Z,39.715
2021-07-22T02:10:00Z,39.272
2021-07-22T02:15:00Z,39.36
2021-07-22T02:20:00Z,39.892
2021-07-22T02:25:00Z,39.449
2021-07-22T02:30:00Z,38.743
2021-07-22T02:35:00Z,38.566
2021-07-22T02:40:00Z,38.655
2021-07-22T02:45:00Z,37.952
2021-07-22T02:50:00Z,39.095
2021-07-22T02:55:00Z,37.864
2021-07-22T03:00:00Z,38.303
2021-07-22T03:05:00Z,36.816
2021-07-22T03:10:00Z,37.077
2021-07-22T03:15:00Z,35.343
2021-07-22T03:20:00Z,37.601
2021-07-22T03:25:00Z,39.626
2021-07-22T03:30:00Z,37.426
2021-07-22T03:35:00Z,36.729
2021-07-22T03:40:00Z,37.077
2021-07-22T03:45:00Z,38.039
2021-07-22T03:50:00Z,36.555
2021-07-22T03:55:00Z,37.689
2021-07-22T04:00:00Z,36.641
2021-07-22T04:05:00Z,36.641
2021-07-22T04:10:00Z,35.774
2021-07-22T04:15:00Z,37.776
2021-07-22T04:20:00Z,37.165
2021-07-22T04:25:00Z,37.776
2021-07-22T04:30:00Z,39.095
2021-07-22T04:35:00Z,39.449
2021-07-22T04:40:00Z,39.449
2021-07-22T04:45:00Z,39.803
2021-07-22T04:50:00Z,40.247
2021-07-22T04:55:00Z,39.892
2021-07-22T05:00:00Z,40.247
2021-07-22T05:05:00Z,39.183
2021-07-22T05:10:00Z,38.303
2021-07-22T05:15:00Z,38.039
2021-07-22T05:20:00Z,39.537
2021-07-22T05:25:00Z,39.272
2021-07-22T05:30:00Z,39.183
2021-07-22T05:35:00Z,40.514
2021-07-22T05:40:00Z,39.183
2021-07-22T05:45:00Z,40.157
2021-07-22T05:50:00Z,40.603
2021-07-22T05:55:00Z,40.247
2021-07-22T06:00:00Z,39.715
2021-07-22T06:05:00Z,39.449
2021-07-22T06:10:00Z,38.831
2021-07-22T06:15:00Z,38.831
2021-07-22T06:20:00Z,39.007
2021-07-22T06:25:00Z,39.449
2021-07-22T06:30:00Z,39.892
2021-07-22T06:35:00Z,40.247
2021-07-22T06:40:00Z,40.069
2021-07-22T06:45:00Z,39.007
2021-07-22T06:50:00Z,39.36
2021-07-22T06:55:00Z,38.919
2021-07-22T07:00:00Z,38.215
2021-07-22T07:05:00Z,37.864
2021-07-22T07:10:00Z,37.601
2021-07-22T07:15:00Z,38.039
2021-07-22T07:20:00Z,37.952
2021-07-22T07:25:00Z,38.127
2021-07-22T07:30:00Z,37.689
2021-07-22T07:35:00Z,37.864
2021-07-22T07:40:00Z,37.952
2021-07-22T07:45:00Z,37.776
2021-07-22T07:50:00Z,38.127
2021-07-22T07:55:00Z,38.655
2021-07-22T08:00:00Z,38.655
2021-07-22T08:05:00Z,38.655
2021-07-22T08:10:00Z,38.478
2021-07-22T08:15:00Z,38.566
2021-07-22T08:20:00Z,38.127
2021-07-22T08:25:00Z,39.36
2021-07-22T08:30:00Z,39.095
2021-07-22T08:35:00Z,39.36
2021-07-22T08:40:00Z,39.272
2021-07-22T08:45:00Z,39.272
2021-07-22T08:50:00Z,38.743
2021-07-22T08:55:00Z,38.655
2021-07-22T09:00:00Z,38.39
2021-07-22T09:05:00Z,40.336
2021-07-22T09:10:00Z,44.111
2021-07-22T09:15:00Z,44.565
2021-07-22T09:20:00Z,44.474
2021-07-22T09:25:00Z,43.566
2021-07-22T09:30:00Z,42.123
2021-07-22T09:35:00Z,38.919
2021-07-22T09:40:00Z,38.127
2021-07-22T09:45:00Z,38.127
2021-07-22T09:50:00Z,37.426
2021-07-22T09:55:00Z,37.689
2021-07-22T10:00:00Z,38.039
2021-07-22T10:05:00Z,37.689
2021-07-22T10:10:00Z,37.513
2021-07-22T10:15:00Z,37.601
2021-07-22T10:20:00Z,37.689
2021-07-22T10:25:00Z,37.601
2021-07-22T10:30:00Z,37.864
2021-07-22T10:35:00Z,37.776
2021-07-22T10:40:00Z,37.776
2021-07-22T10:45:00Z,37.776
2021-07-22T10:50:00Z,37.601
2021-07-22T10:55:00Z,37.601
2021-07-22T11:00:00Z,37.426
2021-07-22T11:05:00Z,37.165
2021-07-22T11:10:00Z,37.165
2021-07-22T11:15:00Z,37.077
2021-07-22T11:20:00Z,36.729
2021-07-22T11:25:00Z,36.295
2021-07-22T11:30:00Z,35.861
2021-07-22T11:35:00Z,36.121
2021-07-22T11:40:00Z,36.034
2021-07-22T11:45:00Z,35.602
2021-07-22T11:50:00Z,35.688
2021-07-22T11:55:00Z,35.774
2021-07-22T12:00:00Z,36.034
2021-07-22T12:05:00Z,36.208
2021-07-22T12:10:00Z,36.121
2021-07-22T12:15:00Z,36.468
2021-07-22T12:20:00Z,36.555
2021-07-22T12:25:00Z,36.729
2021-07-22T12:30:00Z,36.555
2021-07-22T12:35:00Z,35.948
2021-07-22T12:40:00Z,35.948
2021-07-22T12:45:00Z,35.515
2021-07-22T12:50:00Z,35.774
2021-07-22T12:55:00Z,36.034
2021-07-22T13:00:00Z,36.468
2021-07-22T13:05:00Z,35.084
2021-07-22T13:10:00Z,34.397
