Time,BAFU_2473_AbflussPneumatikFluss
2021-07-29T22:35:00Z,373.31
2021-07-29T22:40:00Z,375.947
2021-07-29T22:45:00Z,379.552
2021-07-29T22:50:00Z,383.41
2021-07-29T22:55:00Z,387.037
2021-07-29T23:00:00Z,389.948
2021-07-29T23:05:00Z,392.621
2021-07-29T23:10:00Z,394.326
2021-07-29T23:15:00Z,395.544
2021-07-29T23:20:00Z,396.52
2021-07-29T23:25:00Z,396.764
2021-07-29T23:30:00Z,397.253
2021-07-29T23:35:00Z,397.497
2021-07-29T23:40:00Z,397.741
2021-07-29T23:45:00Z,398.719
2021-07-29T23:50:00Z,399.453
2021-07-29T23:55:00Z,400.432
2021-07-30T00:00:00Z,401.411
2021-07-30T00:05:00Z,402.392
2021-07-30T00:10:00Z,403.128
2021-07-30T00:15:00Z,404.11
2021-07-30T00:20:00Z,404.601
2021-07-30T00:25:00Z,405.584
2021-07-30T00:30:00Z,405.829
2021-07-30T00:35:00Z,405.584
2021-07-30T00:40:00Z,405.092
2021-07-30T00:45:00Z,404.601
2021-07-30T00:50:00Z,403.618
2021-07-30T00:55:00Z,402.883
2021-07-30T01:00:00Z,401.656
2021-07-30T01:05:00Z,400.432
2021-07-30T01:10:00Z,399.942
2021-07-30T01:15:00Z,399.453
2021-07-30T01:20:00Z,398.719
2021-07-30T01:25:00Z,397.741
2021-07-30T01:30:00Z,397.253
2021-07-30T01:35:00Z,395.788
2021-07-30T01:40:00Z,394.813
2021-07-30T01:45:00Z,393.108
2021-07-30T01:50:00Z,391.648
2021-07-30T01:55:00Z,389.705
2021-07-30T02:00:00Z,388.007
2021-07-30T02:05:00Z,386.311
2021-07-30T02:10:00Z,384.134
2021-07-30T02:15:00Z,382.686
2021-07-30T02:20:00Z,381.479
2021-07-30T02:25:00Z,380.515
2021-07-30T02:30:00Z,380.034
2021-07-30T02:35:00Z,379.07
2021-07-30T02:40:00Z,379.07
2021-07-30T02:45:00Z,379.311
2021-07-30T02:50:00Z,379.793
2021-07-30T02:55:00Z,380.034
2021-07-30T03:00:00Z,379.793
2021-07-30T03:05:00Z,380.515
2021-07-30T03:10:00Z,379.793
2021-07-30T03:15:00Z,379.793
2021-07-30T03:20:00Z,379.552
2021-07-30T03:25:00Z,379.552
2021-07-30T03:30:00Z,379.311
2021-07-30T03:35:00Z,378.349
2021-07-30T03:40:00Z,377.628
2021-07-30T03:45:00Z,377.388
2021-07-30T03:50:00Z,376.907
2021-07-30T03:55:00Z,375.947
2021-07-30T04:00:00Z,374.987
2021-07-30T04:05:00Z,374.028
2021-07-30T04:10:00Z,372.831
2021-07-30T04:15:00Z,371.874
2021-07-30T04:20:00Z,371.157
2021-07-30T04:25:00Z,370.201
2021-07-30T04:30:00Z,369.246
2021-07-30T04:35:00Z,368.531
2021-07-30T04:40:00Z,367.577
2021-07-30T04:45:00Z,367.101
2021-07-30T04:50:00Z,366.625
2021-07-30T04:55:00Z,366.387
2021-07-30T05:00:00Z,365.435
2021-07-30T05:05:00Z,364.721
2021-07-30T05:10:00Z,364.247
2021-07-30T05:15:00Z,363.297
2021-07-30T05:20:00Z,362.822
2021-07-30T05:25:00Z,362.11
2021-07-30T05:30:00Z,361.873
2021-07-30T05:35:00Z,362.11
2021-07-30T05:40:00Z,363.059
2021-07-30T05:45:00Z,364.484
2021-07-30T05:50:00Z,366.387
2021-07-30T05:55:00Z,368.769
2021-07-30T06:00:00Z,371.396
2021-07-30T06:05:00Z,373.55
2021-07-30T06:10:00Z,375.467
2021-07-30T06:15:00Z,377.628
2021-07-30T06:20:00Z,380.275
2021-07-30T06:25:00Z,382.927
2021-07-30T06:30:00Z,385.827
2021-07-30T06:35:00Z,388.249
2021-07-30T06:40:00Z,390.433
2021-07-30T06:45:00Z,392.135
2021-07-30T06:50:00Z,393.838
2021-07-30T06:55:00Z,395.544
2021-07-30T07:00:00Z,396.764
2021-07-30T07:05:00Z,397.497
2021-07-30T07:10:00Z,398.719
2021-07-30T07:15:00Z,398.963
2021-07-30T07:20:00Z,399.453
2021-07-30T07:25:00Z,399.942
2021-07-30T07:30:00Z,399.698
2021-07-30T07:35:00Z,398.719
2021-07-30T07:40:00Z,397.741
2021-07-30T07:45:00Z,397.009
2021-07-30T07:50:00Z,395.788
2021-07-30T07:55:00Z,394.082
2021-07-30T08:00:00Z,391.648
2021-07-30T08:05:00Z,389.219
2021-07-30T08:10:00Z,385.827
2021-07-30T08:15:00Z,381.961
2021-07-30T08:20:00Z,378.349
2021-07-30T08:25:00Z,374.507
2021-07-30T08:30:00Z,370.679
2021-07-30T08:35:00Z,366.863
2021-07-30T08:40:00Z,363.297
2021-07-30T08:45:00Z,359.978
2021-07-30T08:50:00Z,357.142
2021-07-30T08:55:00Z,353.842
2021-07-30T09:00:00Z,350.551
2021-07-30T09:05:00Z,347.74
2021-07-30T09:10:00Z,344.701
2021-07-30T09:15:00Z,341.438
2021-07-30T09:20:00Z,338.419
2021-07-30T09:25:00Z,335.639
2021-07-30T09:30:00Z,332.866
2021-07-30T09:35:00Z,330.561
2021-07-30T09:40:00Z,328.951
2021-07-30T09:45:00Z,327.114
2021-07-30T09:50:00Z,325.738
2021-07-30T09:55:00Z,324.365
2021-07-30T10:00:00Z,323.221
2021-07-30T10:05:00Z,321.623
2021-07-30T10:10:00Z,320.255
2021-07-30T10:15:00Z,319.117
2021-07-30T10:20:00Z,317.752
2021-07-30T10:25:00Z,316.39
2021-07-30T10:30:00Z,315.483
2021-07-30T10:35:00Z,314.803
2021-07-30T10:40:00Z,314.35
2021-07-30T10:45:00Z,314.35
2021-07-30T10:50:00Z,314.803
2021-07-30T10:55:00Z,316.163
2021-07-30T11:00:00Z,317.98
2021-07-30T11:05:00Z,320.028
2021-07-30T11:10:00Z,322.08
2021-07-30T11:15:00Z,324.136
2021-07-30T11:20:00Z,326.197
2021-07-30T11:25:00Z,328.032
2021-07-30T11:30:00Z,330.101
2021-07-30T11:35:00Z,331.713
2021-07-30T11:40:00Z,332.866
2021-07-30T11:45:00Z,334.251
2021-07-30T11:50:00Z,335.176
2021-07-30T11:55:00Z,336.102
2021-07-30T12:00:00Z,337.027
2021-07-30T12:05:00Z,337.955
2021-07-30T12:10:00Z,338.651
2021-07-30T12:15:00Z,339.812
2021-07-30T12:20:00Z,340.741
2021-07-30T12:25:00Z,341.671
2021-07-30T12:30:00Z,342.603
2021-07-30T12:35:00Z,343.069
2021-07-30T12:40:00Z,344.234
2021-07-30T12:45:00Z,345.402
2021-07-30T12:50:00Z,346.336
2021-07-30T12:55:00Z,347.506
2021-07-30T13:00:00Z,348.207
2021-07-30T13:05:00Z,349.145
2021-07-30T13:10:00Z,349.848
2021-07-30T13:15:00Z,350.551
2021-07-30T13:20:00Z,351.256
2021-07-30T13:25:00Z,351.491
2021-07-30T13:30:00Z,352.666
2021-07-30T13:35:00Z,353.135
2021-07-30T13:40:00Z,353.842
2021-07-30T13:45:00Z,354.313
2021-07-30T13:50:00Z,354.077
2021-07-30T13:55:00Z,354.077
2021-07-30T14:00:00Z,354.313
2021-07-30T14:05:00Z,354.077
2021-07-30T14:10:00Z,353.842
2021-07-30T14:15:00Z,353.135
2021-07-30T14:20:00Z,352.666
2021-07-30T14:25:00Z,351.961
2021-07-30T14:30:00Z,351.256
2021-07-30T14:35:00Z,350.317
2021-07-30T14:40:00Z,348.91
2021-07-30T14:45:00Z,347.74
2021-07-30T14:50:00Z,346.336
2021-07-30T14:55:00Z,345.168
2021-07-30T15:00:00Z,343.535
2021-07-30T15:05:00Z,341.671
2021-07-30T15:10:00Z,339.812
2021-07-30T15:15:00Z,338.187
2021-07-30T15:20:00Z,336.333
2021-07-30T15:25:00Z,334.02
2021-07-30T15:30:00Z,332.174
2021-07-30T15:35:00Z,330.101
2021-07-30T15:40:00Z,328.032
2021-07-30T15:45:00Z,325.968
2021-07-30T15:50:00Z,324.136
2021-07-30T15:55:00Z,322.764
2021-07-30T16:00:00Z,321.167
2021-07-30T16:05:00Z,319.117
2021-07-30T16:10:00Z,316.844
2021-07-30T16:15:00Z,314.803
2021-07-30T16:20:00Z,312.993
2021-07-30T16:25:00Z,310.509
2021-07-30T16:30:00Z,308.931
2021-07-30T16:35:00Z,306.907
2021-07-30T16:40:00Z,304.664
2021-07-30T16:45:00Z,302.873
2021-07-30T16:50:00Z,301.086
2021-07-30T16:55:00Z,299.525
2021-07-30T17:00:00Z,297.966
2021-07-30T17:05:00Z,296.411
2021-07-30T17:10:00Z,294.859
2021-07-30T17:15:00Z,293.529
2021-07-30T17:20:00Z,292.645
2021-07-30T17:25:00Z,291.982
2021-07-30T17:30:00Z,291.54
2021-07-30T17:35:00Z,291.319
2021-07-30T17:40:00Z,291.319
2021-07-30T17:45:00Z,291.54
2021-07-30T17:50:00Z,292.203
2021-07-30T17:55:00Z,292.866
2021-07-30T18:00:00Z,293.529
2021-07-30T18:05:00Z,294.194
2021-07-30T18:10:00Z,295.08
2021-07-30T18:15:00Z,295.745
2021-07-30T18:20:00Z,296.633
2021-07-30T18:25:00Z,297.744
2021-07-30T18:30:00Z,299.302
2021-07-30T18:35:00Z,301.086
2021-07-30T18:40:00Z,303.321
2021-07-30T18:45:00Z,306.458
2021-07-30T18:50:00Z,310.734
2021-07-30T18:55:00Z,315.709
2021-07-30T19:00:00Z,321.167
2021-07-30T19:05:00Z,326.885
2021-07-30T19:10:00Z,333.097
2021-07-30T19:15:00Z,339.114
2021-07-30T19:20:00Z,345.168
2021-07-30T19:25:00Z,350.317
2021-07-30T19:30:00Z,355.255
2021-07-30T19:35:00Z,359.742
2021-07-30T19:40:00Z,363.534
2021-07-30T19:45:00Z,366.149
2021-07-30T19:50:00Z,369.008
2021-07-30T19:55:00Z,370.679
2021-07-30T20:00:00Z,372.113
