Time,BAFU_2018_AbflussPneumatik
2021-07-26T16:45:00Z,380.777
2021-07-26T16:50:00Z,379.514
2021-07-26T16:55:00Z,378.463
2021-07-26T17:00:00Z,377.622
2021-07-26T17:05:00Z,376.782
2021-07-26T17:10:00Z,376.152
2021-07-26T17:15:00Z,375.522
2021-07-26T17:20:00Z,375.313
2021-07-26T17:25:00Z,374.473
2021-07-26T17:30:00Z,373.844
2021-07-26T17:35:00Z,373.215
2021-07-26T17:40:00Z,373.005
2021-07-26T17:45:00Z,372.796
2021-07-26T17:50:00Z,372.377
2021-07-26T17:55:00Z,372.167
2021-07-26T18:00:00Z,371.957
2021-07-26T18:05:00Z,372.167
2021-07-26T18:10:00Z,372.796
2021-07-26T18:15:00Z,373.005
2021-07-26T18:20:00Z,373.844
2021-07-26T18:25:00Z,374.683
2021-07-26T18:30:00Z,375.522
2021-07-26T18:35:00Z,376.782
2021-07-26T18:40:00Z,377.832
2021-07-26T18:45:00Z,379.094
2021-07-26T18:50:00Z,380.145
2021-07-26T18:55:00Z,380.987
2021-07-26T19:00:00Z,382.671
2021-07-26T19:05:00Z,384.146
2021-07-26T19:10:00Z,385.201
2021-07-26T19:15:00Z,387.1
2021-07-26T19:20:00Z,388.578
2021-07-26T19:25:00Z,390.692
2021-07-26T19:30:00Z,393.019
2021-07-26T19:35:00Z,395.349
2021-07-26T19:40:00Z,398.106
2021-07-26T19:45:00Z,400.867
2021-07-26T19:50:00Z,404.057
2021-07-26T19:55:00Z,406.612
2021-07-26T20:00:00Z,409.383
2021-07-26T20:05:00Z,412.586
2021-07-26T20:10:00Z,415.151
2021-07-26T20:15:00Z,417.719
2021-07-26T20:20:00Z,420.075
2021-07-26T20:25:00Z,422.005
2021-07-26T20:30:00Z,423.507
2021-07-26T20:35:00Z,424.581
2021-07-26T20:40:00Z,426.085
2021-07-26T20:45:00Z,426.944
2021-07-26T20:50:00Z,427.16
2021-07-26T20:55:00Z,427.16
2021-07-26T21:00:00Z,426.3
2021-07-26T21:05:00Z,425.87
2021-07-26T21:10:00Z,425.01
2021-07-26T21:15:00Z,424.581
2021-07-26T21:20:00Z,423.507
2021-07-26T21:25:00Z,422.005
2021-07-26T21:30:00Z,421.362
2021-07-26T21:35:00Z,420.504
2021-07-26T21:40:00Z,419.218
2021-07-26T21:45:00Z,418.575
2021-07-26T21:50:00Z,417.076
2021-07-26T21:55:00Z,415.578
2021-07-26T22:00:00Z,414.509
2021-07-26T22:05:00Z,413.44
2021-07-26T22:10:00Z,412.586
2021-07-26T22:15:00Z,411.518
2021-07-26T22:20:00Z,410.023
2021-07-26T22:25:00Z,408.957
2021-07-26T22:30:00Z,408.104
2021-07-26T22:35:00Z,407.251
2021-07-26T22:40:00Z,406.612
2021-07-26T22:45:00Z,405.973
2021-07-26T22:50:00Z,405.121
2021-07-26T22:55:00Z,404.482
2021-07-26T23:00:00Z,404.482
2021-07-26T23:05:00Z,403.631
2021-07-26T23:10:00Z,404.057
2021-07-26T23:15:00Z,403.206
