Time,BAFU_2088_PegelRadar
2021-07-22T22:20:00Z,470.25
2021-07-22T22:30:00Z,470.25
2021-07-22T22:40:00Z,470.249
2021-07-22T22:50:00Z,470.247
2021-07-22T23:00:00Z,470.246
2021-07-22T23:10:00Z,470.244
2021-07-22T23:20:00Z,470.242
2021-07-22T23:30:00Z,470.24
2021-07-22T23:40:00Z,470.238
2021-07-22T23:50:00Z,470.236
2021-07-23T00:00:00Z,470.235
2021-07-23T00:10:00Z,470.233
2021-07-23T00:20:00Z,470.232
2021-07-23T00:30:00Z,470.23
2021-07-23T00:40:00Z,470.227
2021-07-23T00:50:00Z,470.226
2021-07-23T01:00:00Z,470.224
2021-07-23T01:10:00Z,470.222
2021-07-23T01:20:00Z,470.221
2021-07-23T01:30:00Z,470.219
2021-07-23T01:40:00Z,470.217
2021-07-23T01:50:00Z,470.215
2021-07-23T02:00:00Z,470.213
2021-07-23T02:10:00Z,470.211
2021-07-23T02:20:00Z,470.209
2021-07-23T02:30:00Z,470.207
2021-07-23T02:40:00Z,470.205
2021-07-23T02:50:00Z,470.204
2021-07-23T03:00:00Z,470.202
2021-07-23T03:10:00Z,470.2
2021-07-23T03:20:00Z,470.199
2021-07-23T03:30:00Z,470.197
2021-07-23T03:40:00Z,470.195
2021-07-23T03:50:00Z,470.194
2021-07-23T04:00:00Z,470.193
2021-07-23T04:10:00Z,470.191
2021-07-23T04:20:00Z,470.19
2021-07-23T04:30:00Z,470.188
2021-07-23T04:40:00Z,470.189
2021-07-23T04:50:00Z,470.189
2021-07-23T05:00:00Z,470.189
2021-07-23T05:10:00Z,470.189
2021-07-23T05:20:00Z,470.19
2021-07-23T05:30:00Z,470.19
2021-07-23T05:40:00Z,470.191
2021-07-23T05:50:00Z,470.191
2021-07-23T06:00:00Z,470.192
2021-07-23T06:10:00Z,470.192
2021-07-23T06:20:00Z,470.193
2021-07-23T06:30:00Z,470.193
2021-07-23T06:40:00Z,470.193
2021-07-23T06:50:00Z,470.193
2021-07-23T07:00:00Z,470.194
2021-07-23T07:10:00Z,470.194
2021-07-23T07:20:00Z,470.194
2021-07-23T07:30:00Z,470.195
2021-07-23T07:40:00Z,470.196
2021-07-23T07:50:00Z,470.196
2021-07-23T08:00:00Z,470.196
2021-07-23T08:10:00Z,470.197
2021-07-23T08:20:00Z,470.197
2021-07-23T08:30:00Z,470.197
2021-07-23T08:40:00Z,470.198
2021-07-23T08:50:00Z,470.198
2021-07-23T09:00:00Z,470.194
2021-07-23T09:10:00Z,470.196
2021-07-23T09:20:00Z,470.201
2021-07-23T09:30:00Z,470.2
2021-07-23T09:40:00Z,470.2
2021-07-23T09:50:00Z,470.198
2021-07-23T10:00:00Z,470.197
2021-07-23T10:10:00Z,470.194
2021-07-23T10:20:00Z,470.192
2021-07-23T10:30:00Z,470.19
2021-07-23T10:40:00Z,470.189
2021-07-23T10:50:00Z,470.187
2021-07-23T11:00:00Z,470.186
2021-07-23T11:10:00Z,470.184
2021-07-23T11:20:00Z,470.183
2021-07-23T11:30:00Z,470.181
2021-07-23T11:40:00Z,470.179
2021-07-23T11:50:00Z,470.178
2021-07-23T12:00:00Z,470.176
2021-07-23T12:10:00Z,470.174
2021-07-23T12:20:00Z,470.172
2021-07-23T12:30:00Z,470.171
2021-07-23T12:40:00Z,470.169
2021-07-23T12:50:00Z,470.167
2021-07-23T13:00:00Z,470.165
2021-07-23T13:10:00Z,470.164
2021-07-23T13:20:00Z,470.163
2021-07-23T13:30:00Z,470.161
2021-07-23T13:40:00Z,470.159
2021-07-23T13:50:00Z,470.158
2021-07-23T14:00:00Z,470.157
2021-07-23T14:10:00Z,470.155
2021-07-23T14:20:00Z,470.153
2021-07-23T14:30:00Z,470.151
2021-07-23T14:40:00Z,470.15
2021-07-23T14:50:00Z,470.148
2021-07-23T15:00:00Z,470.147
2021-07-23T15:10:00Z,470.145
2021-07-23T15:20:00Z,470.144
2021-07-23T15:30:00Z,470.141
2021-07-23T15:40:00Z,470.139
2021-07-23T15:50:00Z,470.137
2021-07-23T16:00:00Z,470.136
2021-07-23T16:10:00Z,470.135
2021-07-23T16:20:00Z,470.133
2021-07-23T16:30:00Z,470.132
2021-07-23T16:40:00Z,470.133
2021-07-23T16:50:00Z,470.134
2021-07-23T17:00:00Z,470.134
2021-07-23T17:10:00Z,470.134
2021-07-23T17:20:00Z,470.136
2021-07-23T17:30:00Z,470.135
2021-07-23T17:40:00Z,470.136
2021-07-23T17:50:00Z,470.136
2021-07-23T18:00:00Z,470.137
2021-07-23T18:10:00Z,470.138
2021-07-23T18:20:00Z,470.138
2021-07-23T18:30:00Z,470.138
2021-07-23T18:40:00Z,470.139
2021-07-23T18:50:00Z,470.138
2021-07-23T19:00:00Z,470.14
2021-07-23T19:10:00Z,470.14
2021-07-23T19:20:00Z,470.14
2021-07-23T19:30:00Z,470.14
2021-07-23T19:40:00Z,470.141
2021-07-23T19:50:00Z,470.141
2021-07-23T20:00:00Z,470.14
2021-07-23T20:10:00Z,470.139
2021-07-23T20:20:00Z,470.142
2021-07-23T20:30:00Z,470.142
2021-07-23T20:40:00Z,470.143
2021-07-23T20:50:00Z,470.143
2021-07-23T21:00:00Z,470.142
2021-07-23T21:10:00Z,470.139
2021-07-23T21:20:00Z,470.142
2021-07-23T21:30:00Z,470.145
2021-07-23T21:40:00Z,470.145
2021-07-23T21:50:00Z,470.145
2021-07-23T22:00:00Z,470.145
2021-07-23T22:10:00Z,470.145
2021-07-23T22:20:00Z,470.146
2021-07-23T22:30:00Z,470.145
2021-07-23T22:40:00Z,470.144
2021-07-23T22:50:00Z,470.143
2021-07-23T23:00:00Z,470.142
2021-07-23T23:10:00Z,470.14
2021-07-23T23:20:00Z,470.139
2021-07-23T23:30:00Z,470.137
2021-07-23T23:40:00Z,470.136
2021-07-23T23:50:00Z,470.134
2021-07-24T00:00:00Z,470.132
2021-07-24T00:10:00Z,470.131
2021-07-24T00:20:00Z,470.129
2021-07-24T00:30:00Z,470.127
2021-07-24T00:40:00Z,470.126
2021-07-24T00:50:00Z,470.124
2021-07-24T01:00:00Z,470.122
2021-07-24T01:10:00Z,470.121
2021-07-24T01:20:00Z,470.119
