Time,BAFU_2473_AbflussPneumatikFluss
2021-07-27T00:25:00Z,430.9
2021-07-27T00:30:00Z,432.655
2021-07-27T00:35:00Z,434.412
2021-07-27T00:40:00Z,435.668
2021-07-27T00:45:00Z,436.926
2021-07-27T00:50:00Z,438.185
2021-07-27T00:55:00Z,439.949
2021-07-27T01:00:00Z,440.202
2021-07-27T01:05:00Z,441.716
2021-07-27T01:10:00Z,442.474
2021-07-27T01:15:00Z,442.979
2021-07-27T01:20:00Z,443.99
2021-07-27T01:25:00Z,444.496
2021-07-27T01:30:00Z,445.255
2021-07-27T01:35:00Z,445.761
2021-07-27T01:40:00Z,446.014
2021-07-27T01:45:00Z,446.268
2021-07-27T01:50:00Z,446.775
2021-07-27T01:55:00Z,446.521
2021-07-27T02:00:00Z,446.268
2021-07-27T02:05:00Z,446.521
2021-07-27T02:10:00Z,446.268
2021-07-27T02:15:00Z,446.268
2021-07-27T02:20:00Z,445.761
2021-07-27T02:25:00Z,445.002
2021-07-27T02:30:00Z,444.749
2021-07-27T02:35:00Z,444.749
2021-07-27T02:40:00Z,444.496
2021-07-27T02:45:00Z,444.243
2021-07-27T02:50:00Z,443.99
2021-07-27T02:55:00Z,442.979
2021-07-27T03:00:00Z,441.968
2021-07-27T03:05:00Z,440.202
2021-07-27T03:10:00Z,438.689
2021-07-27T03:15:00Z,436.171
2021-07-27T03:20:00Z,433.407
2021-07-27T03:25:00Z,430.399
2021-07-27T03:30:00Z,427.147
2021-07-27T03:35:00Z,424.152
2021-07-27T03:40:00Z,420.914
2021-07-27T03:45:00Z,417.933
2021-07-27T03:50:00Z,414.959
2021-07-27T03:55:00Z,412.732
2021-07-27T04:00:00Z,410.016
2021-07-27T04:05:00Z,407.798
2021-07-27T04:10:00Z,406.075
2021-07-27T04:15:00Z,404.355
2021-07-27T04:20:00Z,401.656
2021-07-27T04:25:00Z,399.942
2021-07-27T04:30:00Z,397.741
2021-07-27T04:35:00Z,395.544
