Time,BAFU_2088_PegelRadar
2021-07-17T17:20:00Z,470.956
2021-07-17T17:30:00Z,470.955
2021-07-17T17:40:00Z,470.954
2021-07-17T17:50:00Z,470.953
2021-07-17T18:00:00Z,470.952
2021-07-17T18:10:00Z,470.95
2021-07-17T18:20:00Z,470.949
2021-07-17T18:30:00Z,470.948
2021-07-17T18:40:00Z,470.948
2021-07-17T18:50:00Z,470.946
2021-07-17T19:00:00Z,470.944
2021-07-17T19:10:00Z,470.942
2021-07-17T19:20:00Z,470.942
2021-07-17T19:30:00Z,470.94
2021-07-17T19:40:00Z,470.939
2021-07-17T19:50:00Z,470.938
2021-07-17T20:00:00Z,470.937
2021-07-17T20:10:00Z,470.935
2021-07-17T20:20:00Z,470.935
2021-07-17T20:30:00Z,470.933
2021-07-17T20:40:00Z,470.932
2021-07-17T20:50:00Z,470.931
2021-07-17T21:00:00Z,470.931
2021-07-17T21:10:00Z,470.93
2021-07-17T21:20:00Z,470.928
2021-07-17T21:30:00Z,470.928
2021-07-17T21:40:00Z,470.927
2021-07-17T21:50:00Z,470.926
2021-07-17T22:00:00Z,470.924
2021-07-17T22:10:00Z,470.924
2021-07-17T22:20:00Z,470.923
2021-07-17T22:30:00Z,470.922
2021-07-17T22:40:00Z,470.92
2021-07-17T22:50:00Z,470.92
2021-07-17T23:00:00Z,470.918
2021-07-17T23:10:00Z,470.917
2021-07-17T23:20:00Z,470.916
2021-07-17T23:30:00Z,470.915
2021-07-17T23:40:00Z,470.914
2021-07-17T23:50:00Z,470.912
2021-07-18T00:00:00Z,470.912
2021-07-18T00:10:00Z,470.91
2021-07-18T00:20:00Z,470.908
2021-07-18T00:30:00Z,470.905
2021-07-18T00:40:00Z,470.904
2021-07-18T00:50:00Z,470.904
2021-07-18T01:00:00Z,470.898
2021-07-18T01:10:00Z,470.897
2021-07-18T01:20:00Z,470.897
2021-07-18T01:30:00Z,470.9
2021-07-18T01:40:00Z,470.899
2021-07-18T01:50:00Z,470.899
2021-07-18T02:00:00Z,470.897
2021-07-18T02:10:00Z,470.894
2021-07-18T02:20:00Z,470.893
2021-07-18T02:30:00Z,470.892
2021-07-18T02:40:00Z,470.891
2021-07-18T02:50:00Z,470.89
2021-07-18T03:00:00Z,470.889
2021-07-18T03:10:00Z,470.888
2021-07-18T03:20:00Z,470.886
2021-07-18T03:30:00Z,470.885
2021-07-18T03:40:00Z,470.883
2021-07-18T03:50:00Z,470.882
2021-07-18T04:00:00Z,470.88
2021-07-18T04:10:00Z,470.879
2021-07-18T04:20:00Z,470.878
2021-07-18T04:30:00Z,470.876
2021-07-18T04:40:00Z,470.875
2021-07-18T04:50:00Z,470.874
2021-07-18T05:00:00Z,470.872
2021-07-18T05:10:00Z,470.871
2021-07-18T05:20:00Z,470.869
2021-07-18T05:30:00Z,470.868
2021-07-18T05:40:00Z,470.868
2021-07-18T05:50:00Z,470.865
2021-07-18T06:00:00Z,470.864
2021-07-18T06:10:00Z,470.863
2021-07-18T06:20:00Z,470.862
2021-07-18T06:30:00Z,470.86
2021-07-18T06:40:00Z,470.86
2021-07-18T06:50:00Z,470.858
2021-07-18T07:00:00Z,470.857
2021-07-18T07:10:00Z,470.856
2021-07-18T07:20:00Z,470.856
2021-07-18T07:30:00Z,470.854
2021-07-18T07:40:00Z,470.852
2021-07-18T07:50:00Z,470.851
2021-07-18T08:00:00Z,470.849
2021-07-18T08:10:00Z,470.848
2021-07-18T08:20:00Z,470.847
2021-07-18T08:30:00Z,470.846
2021-07-18T08:40:00Z,470.845
2021-07-18T08:50:00Z,470.844
2021-07-18T09:00:00Z,470.842
