Time,BAFU_2032_PegelPneumatik
2021-07-30T07:50:00Z,396.78
2021-07-30T08:00:00Z,396.781
2021-07-30T08:10:00Z,396.777
2021-07-30T08:20:00Z,396.776
2021-07-30T08:30:00Z,396.774
2021-07-30T08:40:00Z,396.778
2021-07-30T08:50:00Z,396.773
2021-07-30T09:00:00Z,396.774
2021-07-30T09:10:00Z,396.774
2021-07-30T09:20:00Z,396.774
2021-07-30T09:30:00Z,396.772
2021-07-30T09:40:00Z,396.773
2021-07-30T09:50:00Z,396.775
2021-07-30T10:00:00Z,396.779
2021-07-30T10:10:00Z,396.773
2021-07-30T10:20:00Z,396.774
2021-07-30T10:30:00Z,396.774
2021-07-30T10:40:00Z,396.773
2021-07-30T10:50:00Z,396.768
2021-07-30T11:00:00Z,396.768
2021-07-30T11:10:00Z,396.768
2021-07-30T11:20:00Z,396.765
2021-07-30T11:30:00Z,396.765
2021-07-30T11:40:00Z,396.772
2021-07-30T11:50:00Z,396.768
2021-07-30T12:00:00Z,396.766
2021-07-30T12:10:00Z,396.766
2021-07-30T12:20:00Z,396.767
2021-07-30T12:30:00Z,396.769
2021-07-30T12:40:00Z,396.771
2021-07-30T12:50:00Z,396.768
2021-07-30T13:00:00Z,396.771
2021-07-30T13:10:00Z,396.766
2021-07-30T13:20:00Z,396.766
2021-07-30T13:30:00Z,396.767
2021-07-30T13:40:00Z,396.771
2021-07-30T13:50:00Z,396.767
2021-07-30T14:00:00Z,396.764
2021-07-30T14:10:00Z,396.767
2021-07-30T14:20:00Z,396.768
2021-07-30T14:30:00Z,396.769
2021-07-30T14:40:00Z,396.764
2021-07-30T14:50:00Z,396.763
2021-07-30T15:00:00Z,396.766
2021-07-30T15:10:00Z,396.766
2021-07-30T15:20:00Z,396.761
2021-07-30T15:30:00Z,396.761
2021-07-30T15:40:00Z,396.766
2021-07-30T15:50:00Z,396.762
2021-07-30T16:00:00Z,396.756
2021-07-30T16:10:00Z,396.77
2021-07-30T16:20:00Z,396.76
2021-07-30T16:30:00Z,396.765
2021-07-30T16:40:00Z,396.761
2021-07-30T16:50:00Z,396.752
2021-07-30T17:00:00Z,396.761
2021-07-30T17:10:00Z,396.766
2021-07-30T17:20:00Z,396.76
2021-07-30T17:30:00Z,396.752
2021-07-30T17:40:00Z,396.761
2021-07-30T17:50:00Z,396.755
2021-07-30T18:00:00Z,396.754
2021-07-30T18:10:00Z,396.753
2021-07-30T18:20:00Z,396.76
2021-07-30T18:30:00Z,396.761
2021-07-30T18:40:00Z,396.752
2021-07-30T18:50:00Z,396.748
2021-07-30T19:00:00Z,396.756
2021-07-30T19:10:00Z,396.754
2021-07-30T19:20:00Z,396.755
2021-07-30T19:30:00Z,396.75
2021-07-30T19:40:00Z,396.754
2021-07-30T19:50:00Z,396.758
2021-07-30T20:00:00Z,396.76
2021-07-30T20:10:00Z,396.758
2021-07-30T20:20:00Z,396.757
2021-07-30T20:30:00Z,396.758
2021-07-30T20:40:00Z,396.749
2021-07-30T20:50:00Z,396.754
2021-07-30T21:00:00Z,396.76
2021-07-30T21:10:00Z,396.762
2021-07-30T21:20:00Z,396.753
2021-07-30T21:30:00Z,396.751
2021-07-30T21:40:00Z,396.755
2021-07-30T21:50:00Z,396.761
2021-07-30T22:00:00Z,396.757
2021-07-30T22:10:00Z,396.756
2021-07-30T22:20:00Z,396.757
2021-07-30T22:30:00Z,396.761
2021-07-30T22:40:00Z,396.756
2021-07-30T22:50:00Z,396.753
2021-07-30T23:00:00Z,396.763
2021-07-30T23:10:00Z,396.759
2021-07-30T23:20:00Z,396.754
2021-07-30T23:30:00Z,396.752
2021-07-30T23:40:00Z,396.764
2021-07-30T23:50:00Z,396.763
2021-07-31T00:00:00Z,396.757
2021-07-31T00:10:00Z,396.75
2021-07-31T00:20:00Z,396.76
2021-07-31T00:30:00Z,396.761
2021-07-31T00:40:00Z,396.758
2021-07-31T00:50:00Z,396.757
2021-07-31T01:00:00Z,396.759
2021-07-31T01:10:00Z,396.756
2021-07-31T01:20:00Z,396.755
2021-07-31T01:30:00Z,396.757
2021-07-31T01:40:00Z,396.762
2021-07-31T01:50:00Z,396.761
2021-07-31T02:00:00Z,396.751
2021-07-31T02:10:00Z,396.752
2021-07-31T02:20:00Z,396.76
2021-07-31T02:30:00Z,396.761
2021-07-31T02:40:00Z,396.753
2021-07-31T02:50:00Z,396.753
2021-07-31T03:00:00Z,396.754
2021-07-31T03:10:00Z,396.756
2021-07-31T03:20:00Z,396.754
2021-07-31T03:30:00Z,396.754
2021-07-31T03:40:00Z,396.756
2021-07-31T03:50:00Z,396.754
2021-07-31T04:00:00Z,396.749
2021-07-31T04:10:00Z,396.753
2021-07-31T04:20:00Z,396.756
2021-07-31T04:30:00Z,396.753
2021-07-31T04:40:00Z,396.748
2021-07-31T04:50:00Z,396.748
2021-07-31T05:00:00Z,396.752
2021-07-31T05:10:00Z,396.753
2021-07-31T05:20:00Z,396.751
2021-07-31T05:30:00Z,396.749
2021-07-31T05:40:00Z,396.752
