Time,BAFU_2473_AbflussPneumatikFluss
2021-07-14T03:25:00Z,696.226
2021-07-14T03:30:00Z,691.835
2021-07-14T03:35:00Z,693.59
2021-07-14T03:40:00Z,695.054
2021-07-14T03:45:00Z,695.347
2021-07-14T03:50:00Z,693.005
2021-07-14T03:55:00Z,672.345
2021-07-14T04:00:00Z,666.277
2021-07-14T04:05:00Z,663.971
2021-07-14T04:10:00Z,661.955
2021-07-14T04:15:00Z,659.366
2021-07-14T04:20:00Z,656.208
2021-07-14T04:25:00Z,654.774
2021-07-14T04:30:00Z,652.195
2021-07-14T04:35:00Z,649.334
2021-07-14T04:40:00Z,646.763
2021-07-14T04:45:00Z,643.91
2021-07-14T04:50:00Z,642.2
2021-07-14T04:55:00Z,640.777
2021-07-14T05:00:00Z,639.07
2021-07-14T05:05:00Z,636.229
2021-07-14T05:10:00Z,633.676
2021-07-14T05:15:00Z,631.126
2021-07-14T05:20:00Z,629.146
2021-07-14T05:25:00Z,627.168
2021-07-14T05:30:00Z,625.473
2021-07-14T05:35:00Z,622.935
2021-07-14T05:40:00Z,620.963
2021-07-14T05:45:00Z,618.15
2021-07-14T05:50:00Z,616.183
2021-07-14T05:55:00Z,614.499
2021-07-14T06:00:00Z,611.976
2021-07-14T06:05:00Z,609.736
2021-07-14T06:10:00Z,607.22
2021-07-14T06:15:00Z,604.706
2021-07-14T06:20:00Z,601.918
2021-07-14T06:25:00Z,601.361
2021-07-14T06:30:00Z,601.361
2021-07-14T06:35:00Z,601.361
2021-07-14T06:40:00Z,610.296
2021-07-14T06:45:00Z,598.578
2021-07-14T06:50:00Z,583.622
2021-07-14T06:55:00Z,580.591
2021-07-14T07:00:00Z,578.94
2021-07-14T07:05:00Z,577.016
2021-07-14T07:10:00Z,575.093
2021-07-14T07:15:00Z,573.722
2021-07-14T07:20:00Z,572.077
2021-07-14T07:25:00Z,571.255
2021-07-14T07:30:00Z,570.16
2021-07-14T07:35:00Z,570.16
2021-07-14T07:40:00Z,569.612
2021-07-14T07:45:00Z,568.792
2021-07-14T07:50:00Z,567.698
2021-07-14T07:55:00Z,566.878
2021-07-14T08:00:00Z,565.513
2021-07-14T08:05:00Z,564.421
2021-07-14T08:10:00Z,563.603
2021-07-14T08:15:00Z,562.785
2021-07-14T08:20:00Z,560.062
2021-07-14T08:25:00Z,558.973
2021-07-14T08:30:00Z,557.615
2021-07-14T08:35:00Z,556.528
2021-07-14T08:40:00Z,555.713
2021-07-14T08:45:00Z,554.085
2021-07-14T08:50:00Z,553.543
2021-07-14T08:55:00Z,552.459
2021-07-14T09:00:00Z,551.376
2021-07-14T09:05:00Z,551.376
2021-07-14T09:10:00Z,550.022
2021-07-14T09:15:00Z,549.211
2021-07-14T09:20:00Z,548.4
2021-07-14T09:25:00Z,547.589
2021-07-14T09:30:00Z,546.239
2021-07-14T09:35:00Z,544.62
2021-07-14T09:40:00Z,544.35
2021-07-14T09:45:00Z,543.002
2021-07-14T09:50:00Z,541.925
2021-07-14T09:55:00Z,541.925
2021-07-14T10:00:00Z,540.848
2021-07-14T10:05:00Z,540.31
2021-07-14T10:10:00Z,539.503
2021-07-14T10:15:00Z,538.966
2021-07-14T10:20:00Z,538.16
2021-07-14T10:25:00Z,537.891
