Time,BAFU_2243_AbflussRadarBruecke
2021-07-30T08:25:00Z,170.131
2021-07-30T08:30:00Z,169.212
2021-07-30T08:35:00Z,168.477
2021-07-30T08:40:00Z,169.764
2021-07-30T08:45:00Z,168.294
2021-07-30T08:50:00Z,169.948
2021-07-30T08:55:00Z,171.609
2021-07-30T09:00:00Z,170.869
2021-07-30T09:05:00Z,164.107
2021-07-30T09:10:00Z,171.239
2021-07-30T09:15:00Z,174.58
2021-07-30T09:20:00Z,174.021
2021-07-30T09:25:00Z,172.72
2021-07-30T09:30:00Z,172.72
2021-07-30T09:35:00Z,174.021
2021-07-30T09:40:00Z,174.767
2021-07-30T09:45:00Z,178.519
2021-07-30T09:50:00Z,176.638
2021-07-30T09:55:00Z,175.141
2021-07-30T10:00:00Z,174.767
2021-07-30T10:05:00Z,174.767
2021-07-30T10:10:00Z,174.021
2021-07-30T10:15:00Z,174.767
2021-07-30T10:20:00Z,175.141
2021-07-30T10:25:00Z,174.58
2021-07-30T10:30:00Z,175.141
2021-07-30T10:35:00Z,175.328
2021-07-30T10:40:00Z,174.954
2021-07-30T10:45:00Z,173.649
2021-07-30T10:50:00Z,174.021
2021-07-30T10:55:00Z,173.277
2021-07-30T11:00:00Z,171.978
2021-07-30T11:05:00Z,173.835
2021-07-30T11:10:00Z,172.534
2021-07-30T11:15:00Z,172.72
2021-07-30T11:20:00Z,171.609
2021-07-30T11:25:00Z,171.978
2021-07-30T11:30:00Z,171.609
2021-07-30T11:35:00Z,170.869
2021-07-30T11:40:00Z,169.764
2021-07-30T11:45:00Z,168.844
2021-07-30T11:50:00Z,169.58
2021-07-30T11:55:00Z,168.477
2021-07-30T12:00:00Z,167.929
2021-07-30T12:05:00Z,167.014
2021-07-30T12:10:00Z,165.558
2021-07-30T12:15:00Z,164.469
2021-07-30T12:20:00Z,162.123
2021-07-30T12:25:00Z,162.483
2021-07-30T12:30:00Z,160.509
2021-07-30T12:35:00Z,158.547
2021-07-30T12:40:00Z,155.714
2021-07-30T12:45:00Z,150.303
2021-07-30T12:50:00Z,146.353
2021-07-30T12:55:00Z,143.637
2021-07-30T13:00:00Z,141.619
2021-07-30T13:05:00Z,140.447
2021-07-30T13:10:00Z,139.948
2021-07-30T13:15:00Z,139.116
2021-07-30T13:20:00Z,137.792
2021-07-30T13:25:00Z,127.922
2021-07-30T13:30:00Z,115.752
2021-07-30T13:35:00Z,107.41
2021-07-30T13:40:00Z,108.847
2021-07-30T13:45:00Z,121.518
2021-07-30T13:50:00Z,124.618
2021-07-30T13:55:00Z,121.211
2021-07-30T14:00:00Z,120.291
2021-07-30T14:05:00Z,119.527
2021-07-30T14:10:00Z,118.919
2021-07-30T14:15:00Z,118.615
2021-07-30T14:20:00Z,117.405
2021-07-30T14:25:00Z,115.452
2021-07-30T14:30:00Z,113.668
2021-07-30T14:35:00Z,111.315
2021-07-30T14:40:00Z,110.004
2021-07-30T14:45:00Z,109.135
2021-07-30T14:50:00Z,108.702
2021-07-30T14:55:00Z,109.279
2021-07-30T15:00:00Z,110.585
2021-07-30T15:05:00Z,111.901
2021-07-30T15:10:00Z,114.113
2021-07-30T15:15:00Z,117.103
2021-07-30T15:20:00Z,120.444
2021-07-30T15:25:00Z,123.84
2021-07-30T15:30:00Z,125.245
2021-07-30T15:35:00Z,127.447
2021-07-30T15:40:00Z,133.374
2021-07-30T15:45:00Z,139.948
2021-07-30T15:50:00Z,143.805
2021-07-30T15:55:00Z,145.161
2021-07-30T16:00:00Z,147.72
