Time,BAFU_2243_AbflussRadarBruecke
2021-07-21T19:35:00Z,306.227
2021-07-21T19:40:00Z,307.884
2021-07-21T19:45:00Z,308.832
2021-07-21T19:50:00Z,307.411
2021-07-21T19:55:00Z,307.411
2021-07-21T20:00:00Z,306.701
2021-07-21T20:05:00Z,307.174
2021-07-21T20:10:00Z,306.464
2021-07-21T20:15:00Z,306.701
2021-07-21T20:20:00Z,305.283
2021-07-21T20:25:00Z,308.358
2021-07-21T20:30:00Z,307.884
2021-07-21T20:35:00Z,306.227
2021-07-21T20:40:00Z,309.069
2021-07-21T20:45:00Z,307.884
2021-07-21T20:50:00Z,306.227
2021-07-21T20:55:00Z,303.396
2021-07-21T21:00:00Z,307.884
2021-07-21T21:05:00Z,308.595
2021-07-21T21:10:00Z,304.103
2021-07-21T21:15:00Z,305.755
2021-07-21T21:20:00Z,305.283
2021-07-21T21:25:00Z,305.519
2021-07-21T21:30:00Z,305.755
2021-07-21T21:35:00Z,305.283
2021-07-21T21:40:00Z,303.631
2021-07-21T21:45:00Z,304.811
2021-07-21T21:50:00Z,307.884
2021-07-21T21:55:00Z,304.811
2021-07-21T22:00:00Z,304.575
2021-07-21T22:05:00Z,304.575
2021-07-21T22:10:00Z,305.755
2021-07-21T22:15:00Z,302.454
2021-07-21T22:20:00Z,305.283
2021-07-21T22:25:00Z,304.103
2021-07-21T22:30:00Z,305.047
2021-07-21T22:35:00Z,303.631
2021-07-21T22:40:00Z,306.464
2021-07-21T22:45:00Z,304.103
2021-07-21T22:50:00Z,305.519
2021-07-21T22:55:00Z,304.103
2021-07-21T23:00:00Z,305.755
2021-07-21T23:05:00Z,302.925
2021-07-21T23:10:00Z,304.575
2021-07-21T23:15:00Z,302.69
2021-07-21T23:20:00Z,304.575
2021-07-21T23:25:00Z,305.283
2021-07-21T23:30:00Z,303.16
2021-07-21T23:35:00Z,305.047
2021-07-21T23:40:00Z,305.283
2021-07-21T23:45:00Z,304.575
2021-07-21T23:50:00Z,302.925
2021-07-21T23:55:00Z,303.396
2021-07-22T00:00:00Z,305.519
2021-07-22T00:05:00Z,304.811
2021-07-22T00:10:00Z,303.867
2021-07-22T00:15:00Z,301.513
2021-07-22T00:20:00Z,304.339
2021-07-22T00:25:00Z,303.396
2021-07-22T00:30:00Z,303.631
2021-07-22T00:35:00Z,301.278
2021-07-22T00:40:00Z,301.748
2021-07-22T00:45:00Z,303.396
2021-07-22T00:50:00Z,302.925
2021-07-22T00:55:00Z,305.047
2021-07-22T01:00:00Z,302.925
2021-07-22T01:05:00Z,301.513
2021-07-22T01:10:00Z,301.748
2021-07-22T01:15:00Z,303.867
2021-07-22T01:20:00Z,301.043
2021-07-22T01:25:00Z,301.043
2021-07-22T01:30:00Z,302.925
2021-07-22T01:35:00Z,299.87
2021-07-22T01:40:00Z,301.278
2021-07-22T01:45:00Z,303.396
2021-07-22T01:50:00Z,300.574
2021-07-22T01:55:00Z,301.748
2021-07-22T02:00:00Z,301.278
2021-07-22T02:05:00Z,300.574
2021-07-22T02:10:00Z,301.043
2021-07-22T02:15:00Z,300.104
2021-07-22T02:20:00Z,300.809
2021-07-22T02:25:00Z,299.87
2021-07-22T02:30:00Z,300.809
2021-07-22T02:35:00Z,301.513
2021-07-22T02:40:00Z,299.166
2021-07-22T02:45:00Z,301.748
