Time,BAFU_2088_PegelRadar
2021-07-20T22:00:00Z,470.478
2021-07-20T22:10:00Z,470.478
2021-07-20T22:20:00Z,470.478
2021-07-20T22:30:00Z,470.477
2021-07-20T22:40:00Z,470.476
2021-07-20T22:50:00Z,470.473
2021-07-20T23:00:00Z,470.472
2021-07-20T23:10:00Z,470.47
2021-07-20T23:20:00Z,470.468
2021-07-20T23:30:00Z,470.466
2021-07-20T23:40:00Z,470.464
2021-07-20T23:50:00Z,470.462
2021-07-21T00:00:00Z,470.459
2021-07-21T00:10:00Z,470.457
2021-07-21T00:20:00Z,470.455
2021-07-21T00:30:00Z,470.453
2021-07-21T00:40:00Z,470.451
2021-07-21T00:50:00Z,470.449
2021-07-21T01:00:00Z,470.447
2021-07-21T01:10:00Z,470.444
2021-07-21T01:20:00Z,470.442
2021-07-21T01:30:00Z,470.44
2021-07-21T01:40:00Z,470.438
2021-07-21T01:50:00Z,470.435
2021-07-21T02:00:00Z,470.433
2021-07-21T02:10:00Z,470.431
2021-07-21T02:20:00Z,470.429
2021-07-21T02:30:00Z,470.427
2021-07-21T02:40:00Z,470.424
2021-07-21T02:50:00Z,470.422
2021-07-21T03:00:00Z,470.42
2021-07-21T03:10:00Z,470.419
2021-07-21T03:20:00Z,470.417
2021-07-21T03:30:00Z,470.415
2021-07-21T03:40:00Z,470.413
2021-07-21T03:50:00Z,470.41
2021-07-21T04:00:00Z,470.409
2021-07-21T04:10:00Z,470.408
2021-07-21T04:20:00Z,470.406
2021-07-21T04:30:00Z,470.404
2021-07-21T04:40:00Z,470.403
2021-07-21T04:50:00Z,470.403
2021-07-21T05:00:00Z,470.403
2021-07-21T05:10:00Z,470.403
2021-07-21T05:20:00Z,470.402
2021-07-21T05:30:00Z,470.402
2021-07-21T05:40:00Z,470.401
2021-07-21T05:50:00Z,470.401
2021-07-21T06:00:00Z,470.401
2021-07-21T06:10:00Z,470.4
2021-07-21T06:20:00Z,470.4
2021-07-21T06:30:00Z,470.4
2021-07-21T06:40:00Z,470.4
2021-07-21T06:50:00Z,470.396
2021-07-21T07:00:00Z,470.395
2021-07-21T07:10:00Z,470.396
2021-07-21T07:20:00Z,470.397
2021-07-21T07:30:00Z,470.396
2021-07-21T07:40:00Z,470.396
2021-07-21T07:50:00Z,470.397
2021-07-21T08:00:00Z,470.399
2021-07-21T08:10:00Z,470.4
2021-07-21T08:20:00Z,470.399
2021-07-21T08:30:00Z,470.395
2021-07-21T08:40:00Z,470.394
2021-07-21T08:50:00Z,470.395
2021-07-21T09:00:00Z,470.397
2021-07-21T09:10:00Z,470.398
2021-07-21T09:20:00Z,470.401
2021-07-21T09:30:00Z,470.401
2021-07-21T09:40:00Z,470.401
2021-07-21T09:50:00Z,470.401
2021-07-21T10:00:00Z,470.401
2021-07-21T10:10:00Z,470.401
2021-07-21T10:20:00Z,470.401
2021-07-21T10:30:00Z,470.4
2021-07-21T10:40:00Z,470.399
2021-07-21T10:50:00Z,470.397
2021-07-21T11:00:00Z,470.395
2021-07-21T11:10:00Z,470.394
2021-07-21T11:20:00Z,470.393
2021-07-21T11:30:00Z,470.391
2021-07-21T11:40:00Z,470.391
2021-07-21T11:50:00Z,470.389
2021-07-21T12:00:00Z,470.388
2021-07-21T12:10:00Z,470.386
2021-07-21T12:20:00Z,470.384
