Time,BAFU_2139_AbflussPneumatik
2021-07-27T20:05:00Z,15.197
2021-07-27T20:10:00Z,15.197
2021-07-27T20:15:00Z,15.172
2021-07-27T20:20:00Z,15.172
2021-07-27T20:25:00Z,15.172
2021-07-27T20:30:00Z,15.146
2021-07-27T20:35:00Z,15.146
2021-07-27T20:40:00Z,15.121
2021-07-27T20:45:00Z,15.121
2021-07-27T20:50:00Z,15.095
2021-07-27T20:55:00Z,15.095
2021-07-27T21:00:00Z,15.095
2021-07-27T21:05:00Z,15.07
2021-07-27T21:10:00Z,15.095
2021-07-27T21:15:00Z,15.07
2021-07-27T21:20:00Z,15.044
2021-07-27T21:25:00Z,15.044
2021-07-27T21:30:00Z,15.044
2021-07-27T21:35:00Z,15.018
2021-07-27T21:40:00Z,14.993
2021-07-27T21:45:00Z,14.993
2021-07-27T21:50:00Z,14.993
2021-07-27T21:55:00Z,14.967
2021-07-27T22:00:00Z,14.967
2021-07-27T22:05:00Z,14.942
2021-07-27T22:10:00Z,14.967
2021-07-27T22:15:00Z,14.942
2021-07-27T22:20:00Z,14.942
2021-07-27T22:25:00Z,14.942
2021-07-27T22:30:00Z,14.917
2021-07-27T22:35:00Z,14.917
2021-07-27T22:40:00Z,14.942
2021-07-27T22:45:00Z,14.917
2021-07-27T22:50:00Z,14.917
2021-07-27T22:55:00Z,14.917
2021-07-27T23:00:00Z,14.891
2021-07-27T23:05:00Z,14.891
2021-07-27T23:10:00Z,14.891
2021-07-27T23:15:00Z,14.891
2021-07-27T23:20:00Z,14.891
2021-07-27T23:25:00Z,14.891
2021-07-27T23:30:00Z,14.866
2021-07-27T23:35:00Z,14.891
2021-07-27T23:40:00Z,14.866
2021-07-27T23:45:00Z,14.866
2021-07-27T23:50:00Z,14.866
2021-07-27T23:55:00Z,14.866
2021-07-28T00:00:00Z,14.891
2021-07-28T00:05:00Z,14.891
2021-07-28T00:10:00Z,14.917
2021-07-28T00:15:00Z,14.891
2021-07-28T00:20:00Z,14.891
2021-07-28T00:25:00Z,14.917
2021-07-28T00:30:00Z,14.942
2021-07-28T00:35:00Z,14.967
2021-07-28T00:40:00Z,14.993
2021-07-28T00:45:00Z,14.993
2021-07-28T00:50:00Z,15.018
2021-07-28T00:55:00Z,15.018
2021-07-28T01:00:00Z,15.044
2021-07-28T01:05:00Z,15.07
2021-07-28T01:10:00Z,15.07
2021-07-28T01:15:00Z,15.095
2021-07-28T01:20:00Z,15.095
2021-07-28T01:25:00Z,15.121
2021-07-28T01:30:00Z,15.172
2021-07-28T01:35:00Z,15.197
2021-07-28T01:40:00Z,15.249
2021-07-28T01:45:00Z,15.274
2021-07-28T01:50:00Z,15.326
2021-07-28T01:55:00Z,15.377
2021-07-28T02:00:00Z,15.403
2021-07-28T02:05:00Z,15.455
2021-07-28T02:10:00Z,15.48
2021-07-28T02:15:00Z,15.558
2021-07-28T02:20:00Z,15.584
2021-07-28T02:25:00Z,15.636
2021-07-28T02:30:00Z,15.688
2021-07-28T02:35:00Z,15.739
2021-07-28T02:40:00Z,15.817
2021-07-28T02:45:00Z,15.87
2021-07-28T02:50:00Z,15.974
2021-07-28T02:55:00Z,16.052
2021-07-28T03:00:00Z,16.131
2021-07-28T03:05:00Z,16.236
2021-07-28T03:10:00Z,16.288
2021-07-28T03:15:00Z,16.341
2021-07-28T03:20:00Z,16.394
2021-07-28T03:25:00Z,16.42
2021-07-28T03:30:00Z,16.42
2021-07-28T03:35:00Z,16.447
2021-07-28T03:40:00Z,16.447
2021-07-28T03:45:00Z,16.42
2021-07-28T03:50:00Z,16.42
2021-07-28T03:55:00Z,16.394
2021-07-28T04:00:00Z,16.394
2021-07-28T04:05:00Z,16.42
2021-07-28T04:10:00Z,16.447
2021-07-28T04:15:00Z,16.473
2021-07-28T04:20:00Z,16.499
2021-07-28T04:25:00Z,16.526
2021-07-28T04:30:00Z,16.579
2021-07-28T04:35:00Z,16.605
2021-07-28T04:40:00Z,16.605
2021-07-28T04:45:00Z,16.632
2021-07-28T04:50:00Z,16.632
2021-07-28T04:55:00Z,16.605
2021-07-28T05:00:00Z,16.605
2021-07-28T05:05:00Z,16.579
2021-07-28T05:10:00Z,16.579
2021-07-28T05:15:00Z,16.552
2021-07-28T05:20:00Z,16.499
2021-07-28T05:25:00Z,16.473
2021-07-28T05:30:00Z,16.447
2021-07-28T05:35:00Z,16.42
2021-07-28T05:40:00Z,16.394
2021-07-28T05:45:00Z,16.367
2021-07-28T05:50:00Z,16.341
2021-07-28T05:55:00Z,16.315
2021-07-28T06:00:00Z,16.262
2021-07-28T06:05:00Z,16.236
2021-07-28T06:10:00Z,16.21
2021-07-28T06:15:00Z,16.183
2021-07-28T06:20:00Z,16.157
2021-07-28T06:25:00Z,16.131
2021-07-28T06:30:00Z,16.105
2021-07-28T06:35:00Z,16.078
2021-07-28T06:40:00Z,16.078
2021-07-28T06:45:00Z,16.052
2021-07-28T06:50:00Z,16.052
2021-07-28T06:55:00Z,16.026
2021-07-28T07:00:00Z,16.026
2021-07-28T07:05:00Z,16.052
2021-07-28T07:10:00Z,16.052
2021-07-28T07:15:00Z,16.052
2021-07-28T07:20:00Z,16.078
2021-07-28T07:25:00Z,16.131
2021-07-28T07:30:00Z,16.183
2021-07-28T07:35:00Z,16.262
2021-07-28T07:40:00Z,16.367
2021-07-28T07:45:00Z,16.473
2021-07-28T07:50:00Z,16.605
2021-07-28T07:55:00Z,16.738
2021-07-28T08:00:00Z,16.871
2021-07-28T08:05:00Z,17.004
2021-07-28T08:10:00Z,17.192
2021-07-28T08:15:00Z,17.299
2021-07-28T08:20:00Z,17.434
2021-07-28T08:25:00Z,17.542
2021-07-28T08:30:00Z,17.677
2021-07-28T08:35:00Z,17.786
2021-07-28T08:40:00Z,17.895
2021-07-28T08:45:00Z,18.031
2021-07-28T08:50:00Z,18.168
2021-07-28T08:55:00Z,18.277
2021-07-28T09:00:00Z,18.415
2021-07-28T09:05:00Z,18.553
2021-07-28T09:10:00Z,18.718
2021-07-28T09:15:00Z,18.885
2021-07-28T09:20:00Z,19.107
2021-07-28T09:25:00Z,19.359
2021-07-28T09:30:00Z,19.583
2021-07-28T09:35:00Z,19.808
2021-07-28T09:40:00Z,20.063
2021-07-28T09:45:00Z,20.319
2021-07-28T09:50:00Z,20.605
2021-07-28T09:55:00Z,20.863
2021-07-28T10:00:00Z,21.093
2021-07-28T10:05:00Z,21.325
2021-07-28T10:10:00Z,21.586
2021-07-28T10:15:00Z,21.819
2021-07-28T10:20:00Z,22.053
2021-07-28T10:25:00Z,22.259
2021-07-28T10:30:00Z,22.435
2021-07-28T10:35:00Z,22.642
2021-07-28T10:40:00Z,22.82
2021-07-28T10:45:00Z,23.027
2021-07-28T10:50:00Z,23.236
2021-07-28T10:55:00Z,23.445
2021-07-28T11:00:00Z,23.625
2021-07-28T11:05:00Z,23.865
2021-07-28T11:10:00Z,24.076
2021-07-28T11:15:00Z,24.379
2021-07-28T11:20:00Z,24.622
2021-07-28T11:25:00Z,24.865
2021-07-28T11:30:00Z,25.14
2021-07-28T11:35:00Z,25.386
2021-07-28T11:40:00Z,25.663
2021-07-28T11:45:00Z,25.879
2021-07-28T11:50:00Z,26.188
2021-07-28T11:55:00Z,26.406
2021-07-28T12:00:00Z,26.655
2021-07-28T12:05:00Z,26.874
2021-07-28T12:10:00Z,27.093
2021-07-28T12:15:00Z,27.282
2021-07-28T12:20:00Z,27.471
2021-07-28T12:25:00Z,27.628
2021-07-28T12:30:00Z,27.818
2021-07-28T12:35:00Z,27.945
2021-07-28T12:40:00Z,28.103
2021-07-28T12:45:00Z,28.262
2021-07-28T12:50:00Z,28.389
2021-07-28T12:55:00Z,28.453
2021-07-28T13:00:00Z,28.549
2021-07-28T13:05:00Z,28.645
2021-07-28T13:10:00Z,28.677
2021-07-28T13:15:00Z,28.741
2021-07-28T13:20:00Z,28.805
