Time,BAFU_2481_AbflussRadar
2021-07-18T04:45:00Z,56.874
2021-07-18T04:50:00Z,60.093
2021-07-18T04:55:00Z,66.968
2021-07-18T05:00:00Z,63.456
2021-07-18T05:05:00Z,66.564
2021-07-18T05:10:00Z,66.564
2021-07-18T05:15:00Z,66.766
2021-07-18T05:20:00Z,57.457
2021-07-18T05:25:00Z,60.486
2021-07-18T05:30:00Z,65.056
2021-07-18T05:35:00Z,67.272
2021-07-18T05:40:00Z,67.171
2021-07-18T05:45:00Z,68.591
2021-07-18T05:50:00Z,68.083
2021-07-18T05:55:00Z,59.602
2021-07-18T06:00:00Z,58.234
2021-07-18T06:05:00Z,58.917
2021-07-18T06:10:00Z,56.295
2021-07-18T06:15:00Z,59.994
2021-07-18T06:20:00Z,62.958
2021-07-18T06:25:00Z,61.867
2021-07-18T06:30:00Z,64.554
2021-07-18T06:35:00Z,59.015
2021-07-18T06:40:00Z,56.778
2021-07-18T06:45:00Z,64.155
2021-07-18T06:50:00Z,61.077
2021-07-18T06:55:00Z,65.859
2021-07-18T07:00:00Z,64.455
2021-07-18T07:05:00Z,59.602
2021-07-18T07:10:00Z,57.651
2021-07-18T07:15:00Z,61.176
2021-07-18T07:20:00Z,65.557
2021-07-18T07:25:00Z,64.155
2021-07-18T07:30:00Z,63.855
2021-07-18T07:35:00Z,60.88
2021-07-18T07:40:00Z,56.971
2021-07-18T07:45:00Z,62.363
2021-07-18T07:50:00Z,62.462
2021-07-18T07:55:00Z,66.262
2021-07-18T08:00:00Z,61.867
2021-07-18T08:05:00Z,57.262
2021-07-18T08:10:00Z,60.191
2021-07-18T08:15:00Z,59.896
2021-07-18T08:20:00Z,60.978
2021-07-18T08:25:00Z,62.561
2021-07-18T08:30:00Z,67.981
2021-07-18T08:35:00Z,62.66
2021-07-18T08:40:00Z,61.966
2021-07-18T08:45:00Z,61.669
2021-07-18T08:50:00Z,59.602
2021-07-18T08:55:00Z,56.778
2021-07-18T09:00:00Z,62.66
2021-07-18T09:05:00Z,64.055
2021-07-18T09:10:00Z,61.176
2021-07-18T09:15:00Z,60.781
2021-07-18T09:20:00Z,58.234
2021-07-18T09:25:00Z,57.554
2021-07-18T09:30:00Z,62.363
2021-07-18T09:35:00Z,63.955
2021-07-18T09:40:00Z,59.7
2021-07-18T09:45:00Z,62.065
2021-07-18T09:50:00Z,63.556
2021-07-18T09:55:00Z,61.176
2021-07-18T10:00:00Z,63.257
2021-07-18T10:05:00Z,63.157
2021-07-18T10:10:00Z,61.768
2021-07-18T10:15:00Z,58.819
2021-07-18T10:20:00Z,62.165
2021-07-18T10:25:00Z,64.754
2021-07-18T10:30:00Z,62.264
2021-07-18T10:35:00Z,59.602
2021-07-18T10:40:00Z,57.845
2021-07-18T10:45:00Z,62.264
2021-07-18T10:50:00Z,56.971
2021-07-18T10:55:00Z,62.264
2021-07-18T11:00:00Z,63.257
2021-07-18T11:05:00Z,60.88
2021-07-18T11:10:00Z,60.289
2021-07-18T11:15:00Z,58.04
2021-07-18T11:20:00Z,60.191
2021-07-18T11:25:00Z,58.819
2021-07-18T11:30:00Z,63.456
2021-07-18T11:35:00Z,61.373
2021-07-18T11:40:00Z,59.602
2021-07-18T11:45:00Z,57.359
2021-07-18T11:50:00Z,62.958
2021-07-18T11:55:00Z,62.065
2021-07-18T12:00:00Z,58.819
2021-07-18T12:05:00Z,58.527
2021-07-18T12:10:00Z,61.966
