Time,BAFU_2091_AbflussPneumatikunten
2021-07-21T08:35:00Z,2559.758
2021-07-21T08:40:00Z,2540.192
2021-07-21T08:45:00Z,2517.399
2021-07-21T08:50:00Z,2513.333
2021-07-21T08:55:00Z,2523.094
2021-07-21T09:00:00Z,2524.721
2021-07-21T09:05:00Z,2512.52
2021-07-21T09:10:00Z,2501.142
2021-07-21T09:15:00Z,2493.832
2021-07-21T09:20:00Z,2488.962
2021-07-21T09:25:00Z,2485.716
2021-07-21T09:30:00Z,2485.716
2021-07-21T09:35:00Z,2482.471
2021-07-21T09:40:00Z,2475.983
2021-07-21T09:45:00Z,2468.688
2021-07-21T09:50:00Z,2463.827
2021-07-21T09:55:00Z,2456.54
2021-07-21T10:00:00Z,2437.128
2021-07-21T10:05:00Z,2433.088
2021-07-21T10:10:00Z,2438.744
2021-07-21T10:15:00Z,2441.17
2021-07-21T10:20:00Z,2441.17
2021-07-21T10:25:00Z,2442.787
2021-07-21T10:30:00Z,2448.448
2021-07-21T10:35:00Z,2452.493
2021-07-21T10:40:00Z,2469.498
2021-07-21T10:45:00Z,2475.983
2021-07-21T10:50:00Z,2468.688
2021-07-21T10:55:00Z,2475.983
2021-07-21T11:00:00Z,2484.093
2021-07-21T11:05:00Z,2492.209
2021-07-21T11:10:00Z,2497.893
2021-07-21T11:15:00Z,2507.642
2021-07-21T11:20:00Z,2514.146
2021-07-21T11:25:00Z,2515.773
2021-07-21T11:30:00Z,2513.333
2021-07-21T11:35:00Z,2519.839
2021-07-21T11:40:00Z,2511.706
2021-07-21T11:45:00Z,2509.268
2021-07-21T11:50:00Z,2509.268
2021-07-21T11:55:00Z,2494.644
2021-07-21T12:00:00Z,2486.527
2021-07-21T12:05:00Z,2482.471
2021-07-21T12:10:00Z,2479.226
2021-07-21T12:15:00Z,2484.093
2021-07-21T12:20:00Z,2501.954
2021-07-21T12:25:00Z,2497.893
2021-07-21T12:30:00Z,2497.08
2021-07-21T12:35:00Z,2496.268
2021-07-21T12:40:00Z,2494.644
2021-07-21T12:45:00Z,2478.415
2021-07-21T12:50:00Z,2463.827
2021-07-21T12:55:00Z,2448.448
2021-07-21T13:00:00Z,2450.066
2021-07-21T13:05:00Z,2448.448
2021-07-21T13:10:00Z,2441.17
2021-07-21T13:15:00Z,2437.936
2021-07-21T13:20:00Z,2435.512
2021-07-21T13:25:00Z,2426.627
2021-07-21T13:30:00Z,2416.943
2021-07-21T13:35:00Z,2412.103
2021-07-21T13:40:00Z,2417.749
2021-07-21T13:45:00Z,2420.977
2021-07-21T13:50:00Z,2407.266
2021-07-21T13:55:00Z,2400.82
2021-07-21T14:00:00Z,2411.297
2021-07-21T14:05:00Z,2423.398
2021-07-21T14:10:00Z,2420.17
2021-07-21T14:15:00Z,2417.749
2021-07-21T14:20:00Z,2425.013
2021-07-21T14:25:00Z,2434.704
2021-07-21T14:30:00Z,2437.936
2021-07-21T14:35:00Z,2430.664
2021-07-21T14:40:00Z,2434.704
2021-07-21T14:45:00Z,2429.05
2021-07-21T14:50:00Z,2406.46
2021-07-21T14:55:00Z,2401.626
2021-07-21T15:00:00Z,2400.014
2021-07-21T15:05:00Z,2410.491
2021-07-21T15:10:00Z,2413.716
2021-07-21T15:15:00Z,2433.088
2021-07-21T15:20:00Z,2450.066
2021-07-21T15:25:00Z,2464.637
2021-07-21T15:30:00Z,2475.983
2021-07-21T15:35:00Z,2475.983
2021-07-21T15:40:00Z,2477.605
2021-07-21T15:45:00Z,2478.415
2021-07-21T15:50:00Z,2479.226
2021-07-21T15:55:00Z,2492.209
2021-07-21T16:00:00Z,2494.644
2021-07-21T16:05:00Z,2499.517
2021-07-21T16:10:00Z,2519.026
2021-07-21T16:15:00Z,2536.119
2021-07-21T16:20:00Z,2545.081
2021-07-21T16:25:00Z,2548.341
2021-07-21T16:30:00Z,2550.787
2021-07-21T16:35:00Z,2551.602
2021-07-21T16:40:00Z,2538.563
2021-07-21T16:45:00Z,2519.026
2021-07-21T16:50:00Z,2510.894
2021-07-21T16:55:00Z,2505.204
2021-07-21T17:00:00Z,2501.142
2021-07-21T17:05:00Z,2497.893
2021-07-21T17:10:00Z,2487.338
2021-07-21T17:15:00Z,2479.226
2021-07-21T17:20:00Z,2475.983
2021-07-21T17:25:00Z,2488.962
2021-07-21T17:30:00Z,2518.212
2021-07-21T17:35:00Z,2538.563
2021-07-21T17:40:00Z,2549.972
2021-07-21T17:45:00Z,2551.602
2021-07-21T17:50:00Z,2547.526
2021-07-21T17:55:00Z,2531.233
2021-07-21T18:00:00Z,2523.094
2021-07-21T18:05:00Z,2503.579
2021-07-21T18:10:00Z,2491.397
2021-07-21T18:15:00Z,2473.551
2021-07-21T18:20:00Z,2464.637
2021-07-21T18:25:00Z,2456.54
2021-07-21T18:30:00Z,2462.207
2021-07-21T18:35:00Z,2461.398
2021-07-21T18:40:00Z,2471.929
2021-07-21T18:45:00Z,2475.172
2021-07-21T18:50:00Z,2474.362
2021-07-21T18:55:00Z,2478.415
2021-07-21T19:00:00Z,2474.362
2021-07-21T19:05:00Z,2478.415
2021-07-21T19:10:00Z,2484.093
2021-07-21T19:15:00Z,2484.905
