Time,BAFU_2473_AbflussPneumatikFluss
2021-07-15T12:05:00Z,491.017
2021-07-15T12:10:00Z,492.845
2021-07-15T12:15:00Z,495.984
2021-07-15T12:20:00Z,499.129
2021-07-15T12:25:00Z,502.017
2021-07-15T12:30:00Z,504.911
2021-07-15T12:35:00Z,509.658
2021-07-15T12:40:00Z,513.358
2021-07-15T12:45:00Z,517.599
2021-07-15T12:50:00Z,521.584
2021-07-15T12:55:00Z,525.313
2021-07-15T13:00:00Z,528.248
2021-07-15T13:05:00Z,530.119
2021-07-15T13:10:00Z,531.456
2021-07-15T13:15:00Z,533.063
2021-07-15T13:20:00Z,533.866
2021-07-15T13:25:00Z,534.67
2021-07-15T13:30:00Z,536.28
2021-07-15T13:35:00Z,536.817
2021-07-15T13:40:00Z,540.041
2021-07-15T13:45:00Z,542.194
2021-07-15T13:50:00Z,544.62
2021-07-15T13:55:00Z,547.049
2021-07-15T14:00:00Z,548.129
2021-07-15T14:05:00Z,549.211
2021-07-15T14:10:00Z,549.752
2021-07-15T14:15:00Z,550.834
2021-07-15T14:20:00Z,551.376
2021-07-15T14:25:00Z,551.917
2021-07-15T14:30:00Z,552.459
2021-07-15T14:35:00Z,553.001
2021-07-15T14:40:00Z,553.543
2021-07-15T14:45:00Z,553.001
2021-07-15T14:50:00Z,552.73
2021-07-15T14:55:00Z,552.459
2021-07-15T15:00:00Z,551.646
2021-07-15T15:05:00Z,551.917
2021-07-15T15:10:00Z,551.105
2021-07-15T15:15:00Z,550.563
2021-07-15T15:20:00Z,549.211
2021-07-15T15:25:00Z,547.049
2021-07-15T15:30:00Z,546.509
2021-07-15T15:35:00Z,545.969
2021-07-15T15:40:00Z,545.699
2021-07-15T15:45:00Z,545.159
2021-07-15T15:50:00Z,544.081
2021-07-15T15:55:00Z,544.081
2021-07-15T16:00:00Z,543.272
2021-07-15T16:05:00Z,542.194
2021-07-15T16:10:00Z,541.925
2021-07-15T16:15:00Z,540.579
2021-07-15T16:20:00Z,539.772
2021-07-15T16:25:00Z,538.697
2021-07-15T16:30:00Z,537.891
2021-07-15T16:35:00Z,537.622
2021-07-15T16:40:00Z,536.28
2021-07-15T16:45:00Z,536.548
2021-07-15T16:50:00Z,536.28
2021-07-15T16:55:00Z,536.817
2021-07-15T17:00:00Z,537.353
2021-07-15T17:05:00Z,539.235
2021-07-15T17:10:00Z,541.387
2021-07-15T17:15:00Z,542.733
2021-07-15T17:20:00Z,544.62
2021-07-15T17:25:00Z,546.239
2021-07-15T17:30:00Z,547.319
2021-07-15T17:35:00Z,548.4
2021-07-15T17:40:00Z,548.67
2021-07-15T17:45:00Z,547.859
2021-07-15T17:50:00Z,545.969
2021-07-15T17:55:00Z,544.081
2021-07-15T18:00:00Z,542.194
2021-07-15T18:05:00Z,540.041
2021-07-15T18:10:00Z,537.622
2021-07-15T18:15:00Z,534.67
2021-07-15T18:20:00Z,532.527
2021-07-15T18:25:00Z,530.654
2021-07-15T18:30:00Z,527.981
2021-07-15T18:35:00Z,526.113
2021-07-15T18:40:00Z,523.714
2021-07-15T18:45:00Z,521.85
2021-07-15T18:50:00Z,519.989
2021-07-15T18:55:00Z,518.926
2021-07-15T19:00:00Z,517.334
2021-07-15T19:05:00Z,516.273
2021-07-15T19:10:00Z,516.007
2021-07-15T19:15:00Z,514.948
2021-07-15T19:20:00Z,513.888
2021-07-15T19:25:00Z,513.358
2021-07-15T19:30:00Z,513.094
2021-07-15T19:35:00Z,512.036
2021-07-15T19:40:00Z,511.507
2021-07-15T19:45:00Z,510.714
2021-07-15T19:50:00Z,509.922
2021-07-15T19:55:00Z,508.865
2021-07-15T20:00:00Z,508.865
2021-07-15T20:05:00Z,509.129
2021-07-15T20:10:00Z,509.129
2021-07-15T20:15:00Z,510.45
2021-07-15T20:20:00Z,510.186
2021-07-15T20:25:00Z,511.507
2021-07-15T20:30:00Z,512.3
2021-07-15T20:35:00Z,512.036
2021-07-15T20:40:00Z,512.036
2021-07-15T20:45:00Z,512.036
2021-07-15T20:50:00Z,512.036
2021-07-15T20:55:00Z,512.565
2021-07-15T21:00:00Z,512.829
2021-07-15T21:05:00Z,513.094
2021-07-15T21:10:00Z,513.094
2021-07-15T21:15:00Z,513.358
2021-07-15T21:20:00Z,513.623
2021-07-15T21:25:00Z,514.683
2021-07-15T21:30:00Z,514.948
2021-07-15T21:35:00Z,514.948
2021-07-15T21:40:00Z,516.273
2021-07-15T21:45:00Z,516.803
2021-07-15T21:50:00Z,518.395
2021-07-15T21:55:00Z,519.458
2021-07-15T22:00:00Z,521.85
2021-07-15T22:05:00Z,523.714
