Time,BAFU_2243_AbflussRadarBruecke
2021-07-13T03:25:00Z,322.217
2021-07-13T03:30:00Z,323.422
2021-07-13T03:35:00Z,323.181
2021-07-13T03:40:00Z,323.422
2021-07-13T03:45:00Z,325.353
2021-07-13T03:50:00Z,325.595
2021-07-13T03:55:00Z,325.837
2021-07-13T04:00:00Z,324.629
2021-07-13T04:05:00Z,323.181
2021-07-13T04:10:00Z,320.292
2021-07-13T04:15:00Z,318.851
2021-07-13T04:20:00Z,318.851
2021-07-13T04:25:00Z,315.737
2021-07-13T04:30:00Z,311.683
2021-07-13T04:35:00Z,313.112
2021-07-13T04:40:00Z,310.019
2021-07-13T04:45:00Z,308.595
2021-07-13T04:50:00Z,307.174
2021-07-13T04:55:00Z,307.884
2021-07-13T05:00:00Z,307.648
2021-07-13T05:05:00Z,307.411
2021-07-13T05:10:00Z,307.648
2021-07-13T05:15:00Z,310.969
2021-07-13T05:20:00Z,308.832
2021-07-13T05:25:00Z,309.307
2021-07-13T05:30:00Z,310.969
2021-07-13T05:35:00Z,310.731
2021-07-13T05:40:00Z,314.782
2021-07-13T05:45:00Z,311.921
2021-07-13T05:50:00Z,311.445
2021-07-13T05:55:00Z,315.977
2021-07-13T06:00:00Z,319.092
2021-07-13T06:05:00Z,317.174
2021-07-13T06:10:00Z,320.292
2021-07-13T06:15:00Z,321.495
2021-07-13T06:20:00Z,324.629
2021-07-13T06:25:00Z,325.353
2021-07-13T06:30:00Z,327.048
2021-07-13T06:35:00Z,329.23
2021-07-13T06:40:00Z,328.987
2021-07-13T06:45:00Z,331.661
2021-07-13T06:50:00Z,330.931
2021-07-13T06:55:00Z,332.634
2021-07-13T07:00:00Z,331.418
2021-07-13T07:05:00Z,334.342
2021-07-13T07:10:00Z,335.808
2021-07-13T07:15:00Z,334.342
2021-07-13T07:20:00Z,333.61
2021-07-13T07:25:00Z,338.502
2021-07-13T07:30:00Z,337.521
2021-07-13T07:35:00Z,338.747
2021-07-13T07:40:00Z,337.521
2021-07-13T07:45:00Z,338.012
2021-07-13T07:50:00Z,339.974
2021-07-13T07:55:00Z,339.238
2021-07-13T08:00:00Z,337.521
2021-07-13T08:05:00Z,338.747
2021-07-13T08:10:00Z,338.257
2021-07-13T08:15:00Z,338.257
2021-07-13T08:20:00Z,342.433
2021-07-13T08:25:00Z,338.012
2021-07-13T08:30:00Z,332.634
2021-07-13T08:35:00Z,334.586
2021-07-13T08:40:00Z,336.053
2021-07-13T08:45:00Z,333.854
2021-07-13T08:50:00Z,338.502
2021-07-13T08:55:00Z,339.483
2021-07-13T09:00:00Z,340.958
2021-07-13T09:05:00Z,342.433
2021-07-13T09:10:00Z,343.173
2021-07-13T09:15:00Z,342.187
2021-07-13T09:20:00Z,346.136
2021-07-13T09:25:00Z,343.42
2021-07-13T09:30:00Z,346.383
2021-07-13T09:35:00Z,350.845
2021-07-13T09:40:00Z,350.348
2021-07-13T09:45:00Z,355.826
2021-07-13T09:50:00Z,360.583
2021-07-13T09:55:00Z,365.867
2021-07-13T10:00:00Z,373.718
2021-07-13T10:05:00Z,376.264
2021-07-13T10:10:00Z,382.656
2021-07-13T10:15:00Z,389.089
2021-07-13T10:20:00Z,391.932
2021-07-13T10:25:00Z,394.523
2021-07-13T10:30:00Z,396.601
2021-07-13T10:35:00Z,398.943
2021-07-13T10:40:00Z,397.641
2021-07-13T10:45:00Z,399.204
2021-07-13T10:50:00Z,397.121
2021-07-13T10:55:00Z,397.641
2021-07-13T11:00:00Z,396.861
2021-07-13T11:05:00Z,402.074
2021-07-13T11:10:00Z,401.29
2021-07-13T11:15:00Z,407.576
2021-07-13T11:20:00Z,404.69
2021-07-13T11:25:00Z,406.263
2021-07-13T11:30:00Z,405.476
2021-07-13T11:35:00Z,410.206
2021-07-13T11:40:00Z,411.259
2021-07-13T11:45:00Z,407.576
2021-07-13T11:50:00Z,403.119
2021-07-13T11:55:00Z,408.89
2021-07-13T12:00:00Z,402.074
2021-07-13T12:05:00Z,407.839
2021-07-13T12:10:00Z,406.525
2021-07-13T12:15:00Z,410.996
2021-07-13T12:20:00Z,413.634
2021-07-13T12:25:00Z,421.855
2021-07-13T12:30:00Z,425.856
2021-07-13T12:35:00Z,436.598
2021-07-13T12:40:00Z,435.788
2021-07-13T12:45:00Z,438.759
2021-07-13T12:50:00Z,449.357
2021-07-13T12:55:00Z,457.582
2021-07-13T13:00:00Z,461.166
2021-07-13T13:05:00Z,468.09
2021-07-13T13:10:00Z,480.388
2021-07-13T13:15:00Z,483.203
2021-07-13T13:20:00Z,488.005
2021-07-13T13:25:00Z,484.895
2021-07-13T13:30:00Z,487.721
2021-07-13T13:35:00Z,496.533
2021-07-13T13:40:00Z,488.005
2021-07-13T13:45:00Z,493.683
2021-07-13T13:50:00Z,489.989
2021-07-13T13:55:00Z,490.272
2021-07-13T14:00:00Z,491.408
2021-07-13T14:05:00Z,488.572
2021-07-13T14:10:00Z,492.261
2021-07-13T14:15:00Z,488.572
2021-07-13T14:20:00Z,488.572
2021-07-13T14:25:00Z,489.422
2021-07-13T14:30:00Z,486.308
2021-07-13T14:35:00Z,484.613
2021-07-13T14:40:00Z,483.203
2021-07-13T14:45:00Z,482.639
2021-07-13T14:50:00Z,481.513
2021-07-13T14:55:00Z,483.485
2021-07-13T15:00:00Z,483.485
2021-07-13T15:05:00Z,480.388
2021-07-13T15:10:00Z,488.005
2021-07-13T15:15:00Z,480.951
2021-07-13T15:20:00Z,475.62
2021-07-13T15:25:00Z,475.061
2021-07-13T15:30:00Z,466.424
2021-07-13T15:35:00Z,460.889
2021-07-13T15:40:00Z,454.01
2021-07-13T15:45:00Z,451.544
2021-07-13T15:50:00Z,451.818
2021-07-13T15:55:00Z,446.357
2021-07-13T16:00:00Z,446.63
2021-07-13T16:05:00Z,442.552
2021-07-13T16:10:00Z,441.467
2021-07-13T16:15:00Z,440.382
2021-07-13T16:20:00Z,434.979
2021-07-13T16:25:00Z,430.677
2021-07-13T16:30:00Z,432.288
2021-07-13T16:35:00Z,437.138
2021-07-13T16:40:00Z,438.759
2021-07-13T16:45:00Z,441.467
2021-07-13T16:50:00Z,446.903
2021-07-13T16:55:00Z,451.544
2021-07-13T17:00:00Z,461.994
2021-07-13T17:05:00Z,467.535
2021-07-13T17:10:00Z,469.481
2021-07-13T17:15:00Z,471.988
2021-07-13T17:20:00Z,464.484
2021-07-13T17:25:00Z,464.207
2021-07-13T17:30:00Z,458.133
2021-07-13T17:35:00Z,455.108
2021-07-13T17:40:00Z,448.811
2021-07-13T17:45:00Z,444.997
2021-07-13T17:50:00Z,436.058
2021-07-13T17:55:00Z,432.556
2021-07-13T18:00:00Z,427.728
2021-07-13T18:05:00Z,424.254
2021-07-13T18:10:00Z,420.525
2021-07-13T18:15:00Z,421.057
2021-07-13T18:20:00Z,421.057
2021-07-13T18:25:00Z,424.52
2021-07-13T18:30:00Z,426.658
2021-07-13T18:35:00Z,429.603
2021-07-13T18:40:00Z,425.589
2021-07-13T18:45:00Z,429.603
2021-07-13T18:50:00Z,429.067
2021-07-13T18:55:00Z,435.248
2021-07-13T19:00:00Z,433.633
2021-07-13T19:05:00Z,435.248
2021-07-13T19:10:00Z,437.947
2021-07-13T19:15:00Z,436.058
2021-07-13T19:20:00Z,438.488
2021-07-13T19:25:00Z,434.71
2021-07-13T19:30:00Z,437.138
2021-07-13T19:35:00Z,436.598
2021-07-13T19:40:00Z,443.909
2021-07-13T19:45:00Z,442.009
2021-07-13T19:50:00Z,440.924
2021-07-13T19:55:00Z,439.571
2021-07-13T20:00:00Z,439.571
2021-07-13T20:05:00Z,439.03
2021-07-13T20:10:00Z,440.382
2021-07-13T20:15:00Z,440.653
2021-07-13T20:20:00Z,442.28
2021-07-13T20:25:00Z,446.357
2021-07-13T20:30:00Z,444.725
2021-07-13T20:35:00Z,442.28
2021-07-13T20:40:00Z,445.541
2021-07-13T20:45:00Z,442.552
2021-07-13T20:50:00Z,445.541
2021-07-13T20:55:00Z,447.993
2021-07-13T21:00:00Z,449.357
2021-07-13T21:05:00Z,448.538
2021-07-13T21:10:00Z,446.357
2021-07-13T21:15:00Z,448.266
2021-07-13T21:20:00Z,454.01
2021-07-13T21:25:00Z,453.736
2021-07-13T21:30:00Z,458.408
2021-07-13T21:35:00Z,458.408
2021-07-13T21:40:00Z,461.718
2021-07-13T21:45:00Z,463.93
2021-07-13T21:50:00Z,470.594
2021-07-13T21:55:00Z,477.861
2021-07-13T22:00:00Z,479.264
2021-07-13T22:05:00Z,486.025
2021-07-13T22:10:00Z,486.591
2021-07-13T22:15:00Z,489.989
2021-07-13T22:20:00Z,495.962
2021-07-13T22:25:00Z,505.13
2021-07-13T22:30:00Z,504.842
2021-07-13T22:35:00Z,517.287
2021-07-13T22:40:00Z,524.59
2021-07-13T22:45:00Z,528.114
