Time,BAFU_2473_AbflussPneumatikFluss
2021-07-22T15:05:00Z,430.649
2021-07-22T15:10:00Z,429.648
2021-07-22T15:15:00Z,429.398
2021-07-22T15:20:00Z,428.396
2021-07-22T15:25:00Z,428.396
2021-07-22T15:30:00Z,427.147
2021-07-22T15:35:00Z,425.898
2021-07-22T15:40:00Z,424.401
2021-07-22T15:45:00Z,422.906
2021-07-22T15:50:00Z,422.159
2021-07-22T15:55:00Z,420.666
2021-07-22T16:00:00Z,419.423
2021-07-22T16:05:00Z,418.181
2021-07-22T16:10:00Z,416.445
2021-07-22T16:15:00Z,414.959
2021-07-22T16:20:00Z,413.474
2021-07-22T16:25:00Z,411.991
2021-07-22T16:30:00Z,410.263
2021-07-22T16:35:00Z,409.03
2021-07-22T16:40:00Z,407.798
2021-07-22T16:45:00Z,406.813
2021-07-22T16:50:00Z,406.075
2021-07-22T16:55:00Z,405.092
2021-07-22T17:00:00Z,404.11
2021-07-22T17:05:00Z,402.637
2021-07-22T17:10:00Z,400.921
2021-07-22T17:15:00Z,399.453
2021-07-22T17:20:00Z,397.986
2021-07-22T17:25:00Z,395.788
2021-07-22T17:30:00Z,393.351
2021-07-22T17:35:00Z,391.162
2021-07-22T17:40:00Z,388.734
2021-07-22T17:45:00Z,386.311
2021-07-22T17:50:00Z,383.651
2021-07-22T17:55:00Z,380.997
2021-07-22T18:00:00Z,378.349
2021-07-22T18:05:00Z,375.707
2021-07-22T18:10:00Z,373.071
2021-07-22T18:15:00Z,370.679
2021-07-22T18:20:00Z,368.292
2021-07-22T18:25:00Z,365.435
2021-07-22T18:30:00Z,362.822
2021-07-22T18:35:00Z,361.162
2021-07-22T18:40:00Z,359.032
2021-07-22T18:45:00Z,356.906
2021-07-22T18:50:00Z,355.255
2021-07-22T18:55:00Z,354.313
2021-07-22T19:00:00Z,352.9
2021-07-22T19:05:00Z,352.196
2021-07-22T19:10:00Z,351.726
2021-07-22T19:15:00Z,351.021
2021-07-22T19:20:00Z,350.786
2021-07-22T19:25:00Z,350.317
2021-07-22T19:30:00Z,349.848
2021-07-22T19:35:00Z,349.848
2021-07-22T19:40:00Z,349.379
2021-07-22T19:45:00Z,348.91
2021-07-22T19:50:00Z,348.676
2021-07-22T19:55:00Z,347.74
2021-07-22T20:00:00Z,346.804
2021-07-22T20:05:00Z,346.102
2021-07-22T20:10:00Z,344.935
2021-07-22T20:15:00Z,343.768
2021-07-22T20:20:00Z,342.37
2021-07-22T20:25:00Z,340.741
2021-07-22T20:30:00Z,339.812
2021-07-22T20:35:00Z,338.651
2021-07-22T20:40:00Z,337.723
2021-07-22T20:45:00Z,336.796
2021-07-22T20:50:00Z,335.87
2021-07-22T20:55:00Z,335.407
2021-07-22T21:00:00Z,335.407
2021-07-22T21:05:00Z,335.639
2021-07-22T21:10:00Z,335.87
2021-07-22T21:15:00Z,336.564
2021-07-22T21:20:00Z,337.027
2021-07-22T21:25:00Z,337.723
2021-07-22T21:30:00Z,338.187
2021-07-22T21:35:00Z,338.651
2021-07-22T21:40:00Z,339.114
2021-07-22T21:45:00Z,340.044
2021-07-22T21:50:00Z,340.741
2021-07-22T21:55:00Z,341.438
2021-07-22T22:00:00Z,342.137
2021-07-22T22:05:00Z,343.302
2021-07-22T22:10:00Z,344.468
2021-07-22T22:15:00Z,346.102
2021-07-22T22:20:00Z,348.207
2021-07-22T22:25:00Z,350.317
2021-07-22T22:30:00Z,352.196
2021-07-22T22:35:00Z,354.784
2021-07-22T22:40:00Z,356.67
2021-07-22T22:45:00Z,359.032
2021-07-22T22:50:00Z,361.162
2021-07-22T22:55:00Z,363.534
2021-07-22T23:00:00Z,366.149
2021-07-22T23:05:00Z,369.485
2021-07-22T23:10:00Z,372.352
2021-07-22T23:15:00Z,374.747
2021-07-22T23:20:00Z,377.868
2021-07-22T23:25:00Z,380.997
2021-07-22T23:30:00Z,384.618
2021-07-22T23:35:00Z,388.249
2021-07-22T23:40:00Z,391.405
2021-07-22T23:45:00Z,395.057
2021-07-22T23:50:00Z,398.474
2021-07-22T23:55:00Z,402.637
2021-07-23T00:00:00Z,406.075
2021-07-23T00:05:00Z,409.276
2021-07-23T00:10:00Z,412.732
2021-07-23T00:15:00Z,415.702
2021-07-23T00:20:00Z,418.926
2021-07-23T00:25:00Z,421.412
2021-07-23T00:30:00Z,423.903
2021-07-23T00:35:00Z,426.398
2021-07-23T00:40:00Z,429.147
2021-07-23T00:45:00Z,431.401
2021-07-23T00:50:00Z,433.407
2021-07-23T00:55:00Z,435.417
2021-07-23T01:00:00Z,436.675
2021-07-23T01:05:00Z,438.437
2021-07-23T01:10:00Z,439.949
2021-07-23T01:15:00Z,441.716
2021-07-23T01:20:00Z,443.231
2021-07-23T01:25:00Z,443.99
2021-07-23T01:30:00Z,445.002
2021-07-23T01:35:00Z,445.761
2021-07-23T01:40:00Z,445.761
2021-07-23T01:45:00Z,446.014
2021-07-23T01:50:00Z,446.014
2021-07-23T01:55:00Z,446.521
2021-07-23T02:00:00Z,446.521
2021-07-23T02:05:00Z,446.268
2021-07-23T02:10:00Z,446.014
2021-07-23T02:15:00Z,446.521
2021-07-23T02:20:00Z,445.761
2021-07-23T02:25:00Z,445.508
2021-07-23T02:30:00Z,445.761
2021-07-23T02:35:00Z,445.255
2021-07-23T02:40:00Z,444.749
2021-07-23T02:45:00Z,444.496
2021-07-23T02:50:00Z,445.002
2021-07-23T02:55:00Z,444.749
2021-07-23T03:00:00Z,444.496
2021-07-23T03:05:00Z,444.243
2021-07-23T03:10:00Z,444.749
2021-07-23T03:15:00Z,444.749
2021-07-23T03:20:00Z,444.243
2021-07-23T03:25:00Z,443.737
2021-07-23T03:30:00Z,443.231
2021-07-23T03:35:00Z,443.231
2021-07-23T03:40:00Z,442.221
2021-07-23T03:45:00Z,445.508
2021-07-23T03:50:00Z,440.454
2021-07-23T03:55:00Z,440.202
2021-07-23T04:00:00Z,445.508
2021-07-23T04:05:00Z,435.166
2021-07-23T04:10:00Z,433.157
2021-07-23T04:15:00Z,431.401
2021-07-23T04:20:00Z,429.898
2021-07-23T04:25:00Z,428.647
2021-07-23T04:30:00Z,427.397
2021-07-23T04:35:00Z,425.648
2021-07-23T04:40:00Z,424.152
2021-07-23T04:45:00Z,433.91
2021-07-23T04:50:00Z,442.726
2021-07-23T04:55:00Z,445.508
2021-07-23T05:00:00Z,440.202
2021-07-23T05:05:00Z,436.171
2021-07-23T05:10:00Z,432.906
2021-07-23T05:15:00Z,436.171
2021-07-23T05:20:00Z,432.655
2021-07-23T05:25:00Z,432.404
2021-07-23T05:30:00Z,432.154
2021-07-23T05:35:00Z,427.397
2021-07-23T05:40:00Z,421.91
2021-07-23T05:45:00Z,425.898
2021-07-23T05:50:00Z,401.902
2021-07-23T05:55:00Z,398.719
2021-07-23T06:00:00Z,396.276
2021-07-23T06:05:00Z,393.108
2021-07-23T06:10:00Z,390.191
2021-07-23T06:15:00Z,387.765
2021-07-23T06:20:00Z,385.101
2021-07-23T06:25:00Z,382.686
2021-07-23T06:30:00Z,380.275
2021-07-23T06:35:00Z,378.109
2021-07-23T06:40:00Z,375.947
2021-07-23T06:45:00Z,374.268
2021-07-23T06:50:00Z,372.831
2021-07-23T06:55:00Z,371.635
2021-07-23T07:00:00Z,370.679
2021-07-23T07:05:00Z,370.201
2021-07-23T07:10:00Z,369.246
2021-07-23T07:15:00Z,368.531
2021-07-23T07:20:00Z,367.101
2021-07-23T07:25:00Z,365.673
2021-07-23T07:30:00Z,366.149
2021-07-23T07:35:00Z,367.577
2021-07-23T07:40:00Z,369.008
2021-07-23T07:45:00Z,370.201
2021-07-23T07:50:00Z,370.201
2021-07-23T07:55:00Z,368.531
2021-07-23T08:00:00Z,365.673
