Time,BAFU_2484_PegelPneumatik
2021-07-30T11:20:00Z,447.565
2021-07-30T11:30:00Z,447.564
2021-07-30T11:40:00Z,447.563
2021-07-30T11:50:00Z,447.562
2021-07-30T12:00:00Z,447.561
2021-07-30T12:10:00Z,447.56
2021-07-30T12:20:00Z,447.559
2021-07-30T12:30:00Z,447.559
2021-07-30T12:40:00Z,447.558
2021-07-30T12:50:00Z,447.557
2021-07-30T13:00:00Z,447.556
2021-07-30T13:10:00Z,447.555
2021-07-30T13:20:00Z,447.554
2021-07-30T13:30:00Z,447.553
2021-07-30T13:40:00Z,447.553
2021-07-30T13:50:00Z,447.551
2021-07-30T14:00:00Z,447.551
2021-07-30T14:10:00Z,447.55
2021-07-30T14:20:00Z,447.549
2021-07-30T14:30:00Z,447.549
2021-07-30T14:40:00Z,447.549
2021-07-30T14:50:00Z,447.553
2021-07-30T15:00:00Z,447.556
2021-07-30T15:10:00Z,447.556
2021-07-30T15:20:00Z,447.558
2021-07-30T15:30:00Z,447.557
2021-07-30T15:40:00Z,447.558
2021-07-30T15:50:00Z,447.557
2021-07-30T16:00:00Z,447.557
2021-07-30T16:10:00Z,447.557
2021-07-30T16:20:00Z,447.557
2021-07-30T16:30:00Z,447.557
2021-07-30T16:40:00Z,447.557
2021-07-30T16:50:00Z,447.559
2021-07-30T17:00:00Z,447.558
2021-07-30T17:10:00Z,447.559
2021-07-30T17:20:00Z,447.56
2021-07-30T17:30:00Z,447.561
2021-07-30T17:40:00Z,447.562
2021-07-30T17:50:00Z,447.562
2021-07-30T18:00:00Z,447.562
2021-07-30T18:10:00Z,447.562
2021-07-30T18:20:00Z,447.562
2021-07-30T18:30:00Z,447.562
2021-07-30T18:40:00Z,447.562
2021-07-30T18:50:00Z,447.562
2021-07-30T19:00:00Z,447.562
2021-07-30T19:10:00Z,447.562
2021-07-30T19:20:00Z,447.563
2021-07-30T19:30:00Z,447.563
2021-07-30T19:40:00Z,447.563
2021-07-30T19:50:00Z,447.563
2021-07-30T20:00:00Z,447.564
2021-07-30T20:10:00Z,447.564
2021-07-30T20:20:00Z,447.564
2021-07-30T20:30:00Z,447.564
2021-07-30T20:40:00Z,447.564
2021-07-30T20:50:00Z,447.564
2021-07-30T21:00:00Z,447.565
2021-07-30T21:10:00Z,447.566
2021-07-30T21:20:00Z,447.566
2021-07-30T21:30:00Z,447.566
2021-07-30T21:40:00Z,447.566
2021-07-30T21:50:00Z,447.566
2021-07-30T22:00:00Z,447.567
2021-07-30T22:10:00Z,447.568
2021-07-30T22:20:00Z,447.57
2021-07-30T22:30:00Z,447.57
2021-07-30T22:40:00Z,447.572
2021-07-30T22:50:00Z,447.572
2021-07-30T23:00:00Z,447.573
2021-07-30T23:10:00Z,447.573
2021-07-30T23:20:00Z,447.574
2021-07-30T23:30:00Z,447.574
2021-07-30T23:40:00Z,447.575
2021-07-30T23:50:00Z,447.575
2021-07-31T00:00:00Z,447.577
2021-07-31T00:10:00Z,447.577
2021-07-31T00:20:00Z,447.578
2021-07-31T00:30:00Z,447.579
2021-07-31T00:40:00Z,447.58
2021-07-31T00:50:00Z,447.582
2021-07-31T01:00:00Z,447.583
2021-07-31T01:10:00Z,447.584
2021-07-31T01:20:00Z,447.585
2021-07-31T01:30:00Z,447.586
2021-07-31T01:40:00Z,447.587
2021-07-31T01:50:00Z,447.588
