Time,BAFU_2032_PegelPneumatik
2021-07-29T09:00:00Z,396.802
2021-07-29T09:10:00Z,396.801
2021-07-29T09:20:00Z,396.801
2021-07-29T09:30:00Z,396.801
2021-07-29T09:40:00Z,396.802
2021-07-29T09:50:00Z,396.801
2021-07-29T10:00:00Z,396.801
2021-07-29T10:10:00Z,396.8
2021-07-29T10:20:00Z,396.798
2021-07-29T10:30:00Z,396.799
2021-07-29T10:40:00Z,396.8
2021-07-29T10:50:00Z,396.798
2021-07-29T11:00:00Z,396.799
2021-07-29T11:10:00Z,396.799
2021-07-29T11:20:00Z,396.798
2021-07-29T11:30:00Z,396.797
2021-07-29T11:40:00Z,396.8
2021-07-29T11:50:00Z,396.798
2021-07-29T12:00:00Z,396.8
2021-07-29T12:10:00Z,396.799
2021-07-29T12:20:00Z,396.795
2021-07-29T12:30:00Z,396.798
2021-07-29T12:40:00Z,396.798
2021-07-29T12:50:00Z,396.797
2021-07-29T13:00:00Z,396.798
2021-07-29T13:10:00Z,396.799
2021-07-29T13:20:00Z,396.8
2021-07-29T13:30:00Z,396.798
2021-07-29T13:40:00Z,396.8
2021-07-29T13:50:00Z,396.799
2021-07-29T14:00:00Z,396.799
2021-07-29T14:10:00Z,396.799
2021-07-29T14:20:00Z,396.797
2021-07-29T14:30:00Z,396.797
2021-07-29T14:40:00Z,396.799
2021-07-29T14:50:00Z,396.799
2021-07-29T15:00:00Z,396.798
2021-07-29T15:10:00Z,396.798
2021-07-29T15:20:00Z,396.798
2021-07-29T15:30:00Z,396.797
2021-07-29T15:40:00Z,396.797
2021-07-29T15:50:00Z,396.796
2021-07-29T16:00:00Z,396.797
2021-07-29T16:10:00Z,396.794
2021-07-29T16:20:00Z,396.791
2021-07-29T16:30:00Z,396.794
2021-07-29T16:40:00Z,396.794
2021-07-29T16:50:00Z,396.792
2021-07-29T17:00:00Z,396.792
2021-07-29T17:10:00Z,396.792
2021-07-29T17:20:00Z,396.791
2021-07-29T17:30:00Z,396.789
2021-07-29T17:40:00Z,396.791
2021-07-29T17:50:00Z,396.791
2021-07-29T18:00:00Z,396.79
2021-07-29T18:10:00Z,396.789
2021-07-29T18:20:00Z,396.787
2021-07-29T18:30:00Z,396.79
2021-07-29T18:40:00Z,396.789
2021-07-29T18:50:00Z,396.785
2021-07-29T19:00:00Z,396.788
2021-07-29T19:10:00Z,396.785
2021-07-29T19:20:00Z,396.787
2021-07-29T19:30:00Z,396.785
2021-07-29T19:40:00Z,396.786
2021-07-29T19:50:00Z,396.787
2021-07-29T20:00:00Z,396.784
2021-07-29T20:10:00Z,396.784
2021-07-29T20:20:00Z,396.784
2021-07-29T20:30:00Z,396.786
2021-07-29T20:40:00Z,396.784
2021-07-29T20:50:00Z,396.784
2021-07-29T21:00:00Z,396.783
2021-07-29T21:10:00Z,396.784
2021-07-29T21:20:00Z,396.783
2021-07-29T21:30:00Z,396.783
2021-07-29T21:40:00Z,396.784
2021-07-29T21:50:00Z,396.785
2021-07-29T22:00:00Z,396.783
2021-07-29T22:10:00Z,396.782
2021-07-29T22:20:00Z,396.783
2021-07-29T22:30:00Z,396.783
2021-07-29T22:40:00Z,396.783
2021-07-29T22:50:00Z,396.78
2021-07-29T23:00:00Z,396.783
2021-07-29T23:10:00Z,396.781
2021-07-29T23:20:00Z,396.781
2021-07-29T23:30:00Z,396.78
2021-07-29T23:40:00Z,396.781
2021-07-29T23:50:00Z,396.781
2021-07-30T00:00:00Z,396.781
2021-07-30T00:10:00Z,396.78
2021-07-30T00:20:00Z,396.782
2021-07-30T00:30:00Z,396.782
2021-07-30T00:40:00Z,396.782
2021-07-30T00:50:00Z,396.783
2021-07-30T01:00:00Z,396.781
2021-07-30T01:10:00Z,396.782
2021-07-30T01:20:00Z,396.78
2021-07-30T01:30:00Z,396.779
2021-07-30T01:40:00Z,396.781
2021-07-30T01:50:00Z,396.78
2021-07-30T02:00:00Z,396.779
2021-07-30T02:10:00Z,396.777
2021-07-30T02:20:00Z,396.777
2021-07-30T02:30:00Z,396.781
2021-07-30T02:40:00Z,396.779
2021-07-30T02:50:00Z,396.778
2021-07-30T03:00:00Z,396.778
2021-07-30T03:10:00Z,396.779
2021-07-30T03:20:00Z,396.779
2021-07-30T03:30:00Z,396.781
2021-07-30T03:40:00Z,396.782
2021-07-30T03:50:00Z,396.78
2021-07-30T04:00:00Z,396.777
2021-07-30T04:10:00Z,396.776
2021-07-30T04:20:00Z,396.782
2021-07-30T04:30:00Z,396.782
2021-07-30T04:40:00Z,396.781
2021-07-30T04:50:00Z,396.779
2021-07-30T05:00:00Z,396.782
2021-07-30T05:10:00Z,396.782
2021-07-30T05:20:00Z,396.785
2021-07-30T05:30:00Z,396.783
2021-07-30T05:40:00Z,396.78
2021-07-30T05:50:00Z,396.78
2021-07-30T06:00:00Z,396.778
2021-07-30T06:10:00Z,396.78
2021-07-30T06:20:00Z,396.781
2021-07-30T06:30:00Z,396.781
2021-07-30T06:40:00Z,396.78
2021-07-30T06:50:00Z,396.78
2021-07-30T07:00:00Z,396.78
2021-07-30T07:10:00Z,396.782
2021-07-30T07:20:00Z,396.78
2021-07-30T07:30:00Z,396.78
2021-07-30T07:40:00Z,396.78
2021-07-30T07:50:00Z,396.78
2021-07-30T08:00:00Z,396.781
2021-07-30T08:10:00Z,396.777
2021-07-30T08:20:00Z,396.776
2021-07-30T08:30:00Z,396.774
2021-07-30T08:40:00Z,396.778
2021-07-30T08:50:00Z,396.773
2021-07-30T09:00:00Z,396.774
2021-07-30T09:10:00Z,396.774
2021-07-30T09:20:00Z,396.774
2021-07-30T09:30:00Z,396.772
2021-07-30T09:40:00Z,396.773
2021-07-30T09:50:00Z,396.775
2021-07-30T10:00:00Z,396.779
2021-07-30T10:10:00Z,396.773
2021-07-30T10:20:00Z,396.774
2021-07-30T10:30:00Z,396.774
2021-07-30T10:40:00Z,396.773
2021-07-30T10:50:00Z,396.768
2021-07-30T11:00:00Z,396.768
2021-07-30T11:10:00Z,396.768
2021-07-30T11:20:00Z,396.765
2021-07-30T11:30:00Z,396.765
2021-07-30T11:40:00Z,396.772
2021-07-30T11:50:00Z,396.768
2021-07-30T12:00:00Z,396.766
2021-07-30T12:10:00Z,396.766
2021-07-30T12:20:00Z,396.767
2021-07-30T12:30:00Z,396.769
